Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,NZDUSD,Sell,06.07.2021 01:45:00,0.70586,0.1,06.07.2021 06:47:00,0.70934,5h 2m,-35.3,-35.3,-0.5,-35.3,-35.3,-34.8,-34.8,-0.35,-0.35,sl 0.70934,IS
4,NZDUSD,Sell,07.07.2021 15:45:00,0.70505,0.1,07.07.2021 17:17:00,0.70095,1h 32m,40.5,5.2,-0.5,40.5,5.2,41,6.2,0.41,0.05,tp 0.70095,IS
6,NZDUSD,Sell,09.07.2021 14:45:00,0.69777,0.1,09.07.2021 21:35:40,0.70054,6h 50m,-28.2,-23,-0.5,-28.2,-23,-27.7,-21.5,-0.28,-0.23,sl 0.70054,IS
8,NZDUSD,Sell,12.07.2021 02:15:00,0.70073,0.1,12.07.2021 07:08:40,0.69773,4h 53m,29.5,6.5,-0.5,29.5,6.5,30,8.5,0.3,0.07,tp 0.69773,IS
10,NZDUSD,Sell,13.07.2021 06:30:00,0.70089,0.1,13.07.2021 09:31:00,0.69817,3h 1m,26.7,33.2,-0.5,26.7,33.2,27.2,35.7,0.27,0.33,tp 0.69817,IS
12,NZDUSD,Sell,14.07.2021 04:45:00,0.6965,0.1,14.07.2021 05:00:40,0.69869,15m 40s,-22.4,10.8,-0.5,-22.4,10.8,-21.9,13.8,-0.22,0.11,sl 0.69869,IS
14,NZDUSD,Sell,16.07.2021 03:45:00,0.70164,0.1,16.07.2021 23:45:00,0.7002,20h 0m,13.9,24.7,-0.5,13.9,24.7,14.4,28.2,0.14,0.25,Strategy 4.73.120,IS
16,NZDUSD,Sell,21.07.2021 17:15:00,0.69478,0.1,21.07.2021 18:43:40,0.69777,1h 28m,-30.4,-5.7,-0.5,-30.4,-5.7,-29.9,-1.7,-0.3,-0.05,sl 0.69777,IS
18,NZDUSD,Sell,26.07.2021 17:45:00,0.69979,0.1,26.07.2021 23:45:30,0.6999,6h 0m,-1.6,-7.3,-0.5,-1.6,-7.3,-1.1,-2.8,-0.02,-0.07,Strategy 4.73.120,IS
20,NZDUSD,Sell,29.07.2021 08:15:00,0.69671,0.1,29.07.2021 09:16:20,0.69888,1h 1m,-22.2,-29.5,-0.5,-22.2,-29.5,-21.7,-24.5,-0.22,-0.29,sl 0.69888,IS
22,NZDUSD,Sell,30.07.2021 12:15:00,0.70173,0.1,30.07.2021 16:07:00,0.69884,3h 52m,28.4,-1.1,-0.5,28.4,-1.1,28.9,4.4,0.28,-0.01,tp 0.69884,IS
24,NZDUSD,Sell,10.08.2021 18:15:00,0.70007,0.1,10.08.2021 23:45:00,0.70087,5h 30m,-8.5,-9.6,-0.5,-8.5,-9.6,-8,-3.6,-0.09,-0.09,Strategy 4.73.120,IS
26,NZDUSD,Sell,11.08.2021 16:30:00,0.70518,0.1,11.08.2021 23:45:00,0.70407,7h 15m,10.6,1,-0.5,10.6,1,11.1,7.5,0.11,0.01,Strategy 4.73.120,IS
28,NZDUSD,Sell,13.08.2021 17:45:00,0.70344,0.1,13.08.2021 23:45:00,0.70375,6h 0m,-3.6,-2.6,-0.5,-3.6,-2.6,-3.1,4.4,-0.04,-0.02,Strategy 4.73.120,IS
30,NZDUSD,Sell,18.08.2021 03:00:00,0.69269,0.1,18.08.2021 04:27:40,0.69444,1h 27m,-18,-20.6,-0.5,-18,-20.6,-17.5,-13.1,-0.18,-0.2,sl 0.69444,IS
32,NZDUSD,Sell,23.08.2021 06:15:00,0.68517,0.1,23.08.2021 14:38:00,0.68773,8h 23m,-26.1,-46.7,-0.5,-26.1,-46.7,-25.6,-38.7,-0.26,-0.46,sl 0.68773,IS
34,NZDUSD,Sell,24.08.2021 18:00:00,0.69596,0.1,24.08.2021 23:45:00,0.69506,5h 45m,8.5,-38.2,-0.5,8.5,-38.2,9,-29.7,0.09,-0.38,Strategy 4.73.120,IS
36,NZDUSD,Sell,25.08.2021 12:15:00,0.69591,0.1,25.08.2021 21:11:40,0.69803,8h 56m,-21.7,-59.9,-0.5,-21.7,-59.9,-21.2,-50.9,-0.22,-0.6,sl 0.69803,IS
38,NZDUSD,Sell,26.08.2021 15:30:00,0.69709,0.1,26.08.2021 22:07:00,0.69423,6h 37m,28.1,-31.8,-0.5,28.1,-31.8,28.6,-22.3,0.28,-0.31,tp 0.69423,IS
40,NZDUSD,Sell,27.08.2021 17:45:00,0.70039,0.1,27.08.2021 23:45:00,0.70151,6h 0m,-11.7,-43.5,-0.5,-11.7,-43.5,-11.2,-33.5,-0.12,-0.43,Strategy 4.73.120,IS
42,NZDUSD,Sell,31.08.2021 03:45:00,0.70194,0.1,31.08.2021 07:17:40,0.70449,3h 32m,-26,-69.5,-0.5,-26,-69.5,-25.5,-59,-0.26,-0.69,sl 0.70449,IS
44,NZDUSD,Sell,01.09.2021 18:30:00,0.70687,0.1,01.09.2021 23:45:00,0.70692,5h 15m,-1,-70.5,-0.5,-1,-70.5,-0.5,-59.5,-0.01,-0.7,Strategy 4.73.120,IS
46,NZDUSD,Sell,02.09.2021 10:30:00,0.70799,0.1,02.09.2021 12:46:40,0.7098,2h 16m,-18.6,-89.1,-0.5,-18.6,-89.1,-18.1,-77.6,-0.19,-0.89,sl 0.70980,IS
48,NZDUSD,Sell,07.09.2021 04:15:00,0.71453,0.1,07.09.2021 07:57:00,0.71254,3h 42m,19.4,-69.7,-0.5,19.4,-69.7,19.9,-57.7,0.2,-0.69,tp 0.71254,IS
50,NZDUSD,Sell,08.09.2021 04:15:00,0.71064,0.1,08.09.2021 11:14:40,0.70843,6h 59m,21.6,-48.1,-0.5,21.6,-48.1,22.1,-35.6,0.22,-0.48,tp 0.70843,IS
52,NZDUSD,Sell,09.09.2021 11:45:00,0.71135,0.1,09.09.2021 14:58:40,0.71356,3h 13m,-22.6,-70.7,-0.5,-22.6,-70.7,-22.1,-57.7,-0.23,-0.7,sl 0.71356,IS
54,NZDUSD,Sell,10.09.2021 10:45:00,0.71364,0.1,10.09.2021 11:17:20,0.7158,32m 20s,-22.1,-92.8,-0.5,-22.1,-92.8,-21.6,-79.3,-0.22,-0.93,sl 0.71580,IS
56,NZDUSD,Sell,14.09.2021 16:45:00,0.71281,0.1,14.09.2021 23:45:00,0.70985,7h 0m,29.1,-63.7,-0.5,29.1,-63.7,29.6,-49.7,0.29,-0.63,Strategy 4.73.120,IS
58,NZDUSD,Sell,21.09.2021 11:45:00,0.70462,0.1,21.09.2021 17:17:00,0.70111,5h 32m,34.6,-29.1,-0.5,34.6,-29.1,35.1,-14.6,0.35,-0.28,tp 0.70111,IS
60,NZDUSD,Sell,22.09.2021 05:00:00,0.70223,0.1,22.09.2021 21:04:40,0.70489,16h 4m,-27.1,-56.2,-0.5,-27.1,-56.2,-26.6,-41.2,-0.27,-0.56,sl 0.70489,IS
62,NZDUSD,Sell,23.09.2021 10:15:00,0.70188,0.1,23.09.2021 11:10:40,0.70403,55m 40s,-22,-78.2,-0.5,-22,-78.2,-21.5,-62.7,-0.22,-0.78,sl 0.70403,IS
64,NZDUSD,Sell,30.09.2021 06:30:00,0.68847,0.1,30.09.2021 17:09:40,0.69057,10h 39m,-21.5,-99.7,-0.5,-21.5,-99.7,-21,-83.7,-0.22,-0.99,sl 0.69057,IS
66,NZDUSD,Sell,01.10.2021 16:45:00,0.69264,0.1,01.10.2021 23:45:00,0.69415,7h 0m,-15.6,-115.3,-0.5,-15.6,-115.3,-15.1,-98.8,-0.16,-1.15,Strategy 4.73.120,IS
68,NZDUSD,Sell,07.10.2021 10:15:00,0.69327,0.1,07.10.2021 23:45:00,0.6932,13h 30m,0.2,-115.1,-0.5,0.2,-115.1,0.7,-98.1,0,-1.15,Strategy 4.73.120,IS
70,NZDUSD,Sell,08.10.2021 04:45:00,0.69469,0.1,08.10.2021 09:26:20,0.69243,4h 41m,22.1,-93,-0.5,22.1,-93,22.6,-75.5,0.22,-0.93,tp 0.69243,IS
72,NZDUSD,Sell,13.10.2021 12:15:00,0.69535,0.1,13.10.2021 15:39:40,0.69243,3h 24m,28.7,-64.3,-0.5,28.7,-64.3,29.2,-46.3,0.29,-0.64,tp 0.69243,IS
74,NZDUSD,Sell,14.10.2021 16:30:00,0.7038,0.1,14.10.2021 23:45:00,0.7038,7h 15m,-0.5,-64.8,-0.5,-0.5,-64.8,0,-46.3,-0.01,-0.64,Strategy 4.73.120,IS
76,NZDUSD,Sell,18.10.2021 01:45:00,0.70917,0.1,18.10.2021 13:23:40,0.70497,11h 38m,41.5,-23.3,-0.5,41.5,-23.3,42,-4.3,0.42,-0.22,tp 0.70497,IS
78,NZDUSD,Sell,20.10.2021 17:30:00,0.71941,0.1,20.10.2021 23:45:00,0.71997,6h 15m,-6.1,-29.4,-0.5,-6.1,-29.4,-5.6,-9.9,-0.06,-0.28,Strategy 4.73.120,IS
80,NZDUSD,Sell,22.10.2021 05:00:00,0.71712,0.1,22.10.2021 15:44:40,0.71469,10h 44m,23.8,-5.6,-0.5,23.8,-5.6,24.3,14.4,0.24,-0.05,tp 0.71469,IS
82,NZDUSD,Sell,27.10.2021 15:45:00,0.71678,0.1,27.10.2021 23:45:00,0.71717,8h 0m,-4.4,-10,-0.5,-4.4,-10,-3.9,10.5,-0.04,-0.09,Strategy 4.73.120,IS
84,NZDUSD,Sell,28.10.2021 18:15:00,0.72113,0.1,28.10.2021 23:45:00,0.72,5h 30m,10.8,0.8,-0.5,10.8,0.8,11.3,21.8,0.11,0.02,Strategy 4.73.120,IS
86,NZDUSD,Sell,03.11.2021 11:45:00,0.71371,0.1,03.11.2021 21:00:40,0.71551,9h 15m,-18.5,-17.7,-0.5,-18.5,-17.7,-18,3.8,-0.18,-0.17,sl 0.71551,IS
88,NZDUSD,Sell,08.11.2021 05:45:00,0.7128,0.1,08.11.2021 11:19:40,0.715,5h 34m,-22.5,-40.2,-0.5,-22.5,-40.2,-22,-18.2,-0.23,-0.39,sl 0.71500,IS
90,NZDUSD,Sell,12.11.2021 09:30:00,0.70261,0.1,12.11.2021 19:12:20,0.70436,9h 42m,-18,-58.2,-0.5,-18,-58.2,-17.5,-35.7,-0.18,-0.57,sl 0.70436,IS
92,NZDUSD,Sell,15.11.2021 08:30:00,0.70544,0.1,15.11.2021 11:05:40,0.70687,2h 35m,-14.8,-73,-0.5,-14.8,-73,-14.3,-50,-0.15,-0.72,sl 0.70687,IS
94,NZDUSD,Sell,18.11.2021 05:00:00,0.7021,0.1,18.11.2021 11:32:40,0.70485,6h 32m,-28,-101,-0.5,-28,-101,-27.5,-77.5,-0.28,-1,sl 0.70485,IS
96,NZDUSD,Sell,25.11.2021 04:00:00,0.68809,0.1,25.11.2021 11:13:40,0.68545,7h 13m,25.9,-75.1,-0.5,25.9,-75.1,26.4,-51.1,0.26,-0.74,tp 0.68545,IS
98,NZDUSD,Sell,30.11.2021 17:45:00,0.68141,0.1,30.11.2021 23:45:00,0.68247,6h 0m,-11.1,-86.2,-0.5,-11.1,-86.2,-10.6,-61.7,-0.11,-0.85,Strategy 4.73.120,IS
100,NZDUSD,Sell,01.12.2021 05:45:00,0.6854,0.1,01.12.2021 22:17:40,0.68168,16h 32m,36.7,-49.5,-0.5,36.7,-49.5,37.2,-24.5,0.37,-0.48,tp 0.68168,IS
102,NZDUSD,Sell,14.12.2021 14:30:00,0.67626,0.1,14.12.2021 23:45:00,0.67437,9h 15m,18.4,-31.1,-0.5,18.4,-31.1,18.9,-5.6,0.18,-0.3,Strategy 4.73.120,IS
104,NZDUSD,Sell,15.12.2021 11:15:00,0.67589,0.1,15.12.2021 13:04:40,0.67374,1h 49m,21,-10.1,-0.5,21,-10.1,21.5,15.9,0.21,-0.09,tp 0.67374,IS
106,NZDUSD,Sell,16.12.2021 16:30:00,0.68213,0.1,16.12.2021 21:46:40,0.67869,5h 16m,33.9,23.8,-0.5,33.9,23.8,34.4,50.3,0.34,0.25,tp 0.67869,IS
108,NZDUSD,Sell,21.12.2021 11:15:00,0.67466,0.1,21.12.2021 22:02:40,0.67664,10h 47m,-20.3,3.5,-0.5,-20.3,3.5,-19.8,30.5,-0.2,0.05,sl 0.67664,IS
110,NZDUSD,Sell,22.12.2021 11:45:00,0.67704,0.1,22.12.2021 15:50:20,0.67878,4h 5m,-17.9,-14.4,-0.5,-17.9,-14.4,-17.4,13.1,-0.18,-0.13,sl 0.67878,IS
112,NZDUSD,Sell,24.12.2021 11:00:00,0.68226,0.1,24.12.2021 23:45:30,0.68205,12h 45m,1.6,-12.8,-0.5,1.6,-12.8,2.1,15.2,0.02,-0.11,Strategy 4.73.120,IS
114,NZDUSD,Sell,28.12.2021 15:15:00,0.68243,0.1,28.12.2021 16:47:40,0.6807,1h 32m,16.8,4,-0.5,16.8,4,17.3,32.5,0.17,0.05,tp 0.68070,IS
116,NZDUSD,Sell,29.12.2021 17:45:00,0.68367,0.1,29.12.2021 23:45:00,0.68274,6h 0m,8.8,12.8,-0.5,8.8,12.8,9.3,41.8,0.09,0.14,Strategy 4.73.120,IS
118,NZDUSD,Sell,04.01.2022 18:15:00,0.68109,0.1,04.01.2022 23:45:00,0.6808,5h 30m,2.4,15.2,-0.5,2.4,15.2,2.9,44.7,0.02,0.17,Strategy 4.73.120,IS
120,NZDUSD,Sell,05.01.2022 17:15:00,0.68359,0.1,05.01.2022 21:08:20,0.68086,3h 53m,26.8,42,-0.5,26.8,42,27.3,72,0.27,0.43,tp 0.68086,IS
122,NZDUSD,Sell,11.01.2022 19:15:00,0.67743,0.1,11.01.2022 23:45:00,0.67835,4h 30m,-9.7,32.3,-0.5,-9.7,32.3,-9.2,62.8,-0.1,0.34,Strategy 4.73.120,IS
124,NZDUSD,Sell,12.01.2022 16:30:00,0.68204,0.1,12.01.2022 18:43:40,0.68477,2h 13m,-27.8,4.5,-0.5,-27.8,4.5,-27.3,35.5,-0.28,0.06,sl 0.68477,IS
126,NZDUSD,Sell,19.01.2022 07:00:00,0.67822,0.1,19.01.2022 15:20:40,0.68032,8h 20m,-21.5,-17,-0.5,-21.5,-17,-21,14.5,-0.21,-0.15,sl 0.68032,IS
128,NZDUSD,Sell,20.01.2022 16:30:00,0.6791,0.1,20.01.2022 22:32:40,0.6762,6h 2m,28.5,11.5,-0.5,28.5,11.5,29,43.5,0.29,0.13,tp 0.67620,IS
130,NZDUSD,Sell,03.02.2022 17:00:00,0.66589,0.1,03.02.2022 23:45:00,0.66639,6h 45m,-5.5,6,-0.5,-5.5,6,-5,38.5,-0.05,0.08,Strategy 4.73.120,IS
132,NZDUSD,Sell,09.02.2022 05:45:00,0.66574,0.1,09.02.2022 12:25:40,0.66756,6h 40m,-18.7,-12.7,-0.5,-18.7,-12.7,-18.2,20.3,-0.19,-0.11,sl 0.66756,IS
134,NZDUSD,Sell,10.02.2022 13:15:00,0.67048,0.1,10.02.2022 15:30:40,0.66811,2h 15m,23.2,10.5,-0.5,23.2,10.5,23.7,44,0.23,0.12,tp 0.66811,IS
136,NZDUSD,Sell,11.02.2022 15:00:00,0.66694,0.1,11.02.2022 21:51:40,0.66358,6h 51m,33.1,43.6,-0.5,33.1,43.6,33.6,77.6,0.33,0.45,tp 0.66358,IS
138,NZDUSD,Sell,15.02.2022 11:15:00,0.66325,0.1,15.02.2022 23:45:00,0.66398,12h 30m,-7.8,35.8,-0.5,-7.8,35.8,-7.3,70.3,-0.08,0.37,Strategy 4.73.120,IS
140,NZDUSD,Sell,16.02.2022 09:30:00,0.66488,0.1,16.02.2022 17:11:40,0.6664,7h 41m,-15.7,20.1,-0.5,-15.7,20.1,-15.2,55.1,-0.16,0.22,sl 0.66640,IS
142,NZDUSD,Sell,18.02.2022 04:45:00,0.67048,0.1,18.02.2022 10:10:40,0.67264,5h 25m,-22.1,-2,-0.5,-22.1,-2,-21.6,33.5,-0.22,-0,sl 0.67264,IS
144,NZDUSD,Sell,23.02.2022 04:15:00,0.6772,0.1,23.02.2022 15:07:40,0.68001,10h 52m,-28.6,-30.6,-0.5,-28.6,-30.6,-28.1,5.4,-0.29,-0.29,sl 0.68001,IS
146,NZDUSD,Sell,25.02.2022 08:15:00,0.67143,0.1,25.02.2022 15:31:40,0.67415,7h 16m,-27.7,-58.3,-0.5,-27.7,-58.3,-27.2,-21.8,-0.28,-0.57,sl 0.67415,IS
148,NZDUSD,Sell,28.02.2022 13:45:00,0.6732,0.1,28.02.2022 17:04:40,0.67611,3h 19m,-29.6,-87.9,-0.5,-29.6,-87.9,-29.1,-50.9,-0.3,-0.86,sl 0.67611,IS
150,NZDUSD,Sell,03.03.2022 17:15:00,0.68044,0.1,03.03.2022 23:45:00,0.68005,6h 30m,3.4,-84.5,-0.5,3.4,-84.5,3.9,-47,0.03,-0.83,Strategy 4.73.120,IS
152,NZDUSD,Sell,04.03.2022 19:45:00,0.68593,0.1,04.03.2022 23:45:00,0.6862,4h 0m,-3.2,-87.7,-0.5,-3.2,-87.7,-2.7,-49.7,-0.03,-0.86,Strategy 4.73.120,IS
154,NZDUSD,Sell,07.03.2022 03:00:00,0.68892,0.1,07.03.2022 03:48:40,0.69228,48m 40s,-34.1,-121.8,-0.5,-34.1,-121.8,-33.6,-83.3,-0.34,-1.21,sl 0.69228,IS
156,NZDUSD,Sell,08.03.2022 04:00:00,0.68413,0.1,08.03.2022 07:09:20,0.68057,3h 9m,35.1,-86.7,-0.5,35.1,-86.7,35.6,-47.7,0.36,-0.85,tp 0.68057,IS
158,NZDUSD,Sell,09.03.2022 13:00:00,0.68462,0.1,09.03.2022 23:45:00,0.68405,10h 45m,5.2,-81.5,-0.5,5.2,-81.5,5.7,-42,0.05,-0.8,Strategy 4.73.120,IS
160,NZDUSD,Sell,10.03.2022 12:15:00,0.68523,0.1,10.03.2022 23:45:00,0.68675,11h 30m,-15.7,-97.2,-0.5,-15.7,-97.2,-15.2,-57.2,-0.16,-0.96,Strategy 4.73.120,IS
162,NZDUSD,Sell,15.03.2022 16:15:00,0.67779,0.1,15.03.2022 23:45:00,0.67718,7h 30m,5.6,-91.6,-0.5,5.6,-91.6,6.1,-51.1,0.06,-0.9,Strategy 4.73.120,IS
164,NZDUSD,Sell,16.03.2022 09:30:00,0.67804,0.1,16.03.2022 14:11:00,0.67994,4h 41m,-19.5,-111.1,-0.5,-19.5,-111.1,-19,-70.1,-0.2,-1.1,sl 0.67994,IS
166,NZDUSD,Sell,17.03.2022 18:15:00,0.68694,0.1,17.03.2022 19:07:40,0.6894,52m 40s,-25.1,-136.2,-0.5,-25.1,-136.2,-24.6,-94.7,-0.25,-1.35,sl 0.68940,IS
168,NZDUSD,Sell,21.03.2022 04:30:00,0.69213,0.1,21.03.2022 13:30:40,0.6888,9h 0m,32.8,-103.4,-0.5,32.8,-103.4,33.3,-61.4,0.33,-1.02,tp 0.68880,IS
170,NZDUSD,Sell,22.03.2022 12:15:00,0.69095,0.1,22.03.2022 13:33:40,0.69391,1h 18m,-30.1,-133.5,-0.5,-30.1,-133.5,-29.6,-91,-0.3,-1.32,sl 0.69391,IS
172,NZDUSD,Sell,24.03.2022 18:30:00,0.69618,0.1,24.03.2022 23:45:00,0.69638,5h 15m,-2.5,-136,-0.5,-2.5,-136,-2,-93,-0.03,-1.35,Strategy 4.73.120,IS
174,NZDUSD,Sell,25.03.2022 05:30:00,0.69724,0.1,25.03.2022 23:45:00,0.69622,18h 15m,9.7,-126.3,-0.5,9.7,-126.3,10.2,-82.8,0.1,-1.25,Strategy 4.73.120,IS
176,NZDUSD,Sell,29.03.2022 18:15:00,0.69233,0.1,29.03.2022 23:45:00,0.69359,5h 30m,-13.1,-139.4,-0.5,-13.1,-139.4,-12.6,-95.4,-0.13,-1.38,Strategy 4.73.120,IS
178,NZDUSD,Sell,30.03.2022 18:15:00,0.69825,0.1,30.03.2022 23:45:00,0.69751,5h 30m,6.9,-132.5,-0.5,6.9,-132.5,7.4,-88,0.07,-1.31,Strategy 4.73.120,IS
180,NZDUSD,Sell,01.04.2022 15:15:00,0.69456,0.1,01.04.2022 16:43:40,0.6917,1h 28m,28.1,-104.4,-0.5,28.1,-104.4,28.6,-59.4,0.28,-1.03,tp 0.69170,IS
182,NZDUSD,Sell,05.04.2022 16:30:00,0.70189,0.1,05.04.2022 17:21:40,0.69894,51m 40s,29,-75.4,-0.5,29,-75.4,29.5,-29.9,0.29,-0.73,tp 0.69894,IS
184,NZDUSD,Sell,11.04.2022 13:45:00,0.68439,0.1,11.04.2022 23:45:00,0.68249,10h 0m,18.5,-56.9,-0.5,18.5,-56.9,19,-10.9,0.19,-0.55,Strategy 4.73.120,IS
186,NZDUSD,Sell,12.04.2022 16:30:00,0.68671,0.1,12.04.2022 23:45:00,0.6852,7h 15m,14.6,-42.3,-0.5,14.6,-42.3,15.1,4.2,0.15,-0.4,Strategy 4.73.120,IS
188,NZDUSD,Sell,14.04.2022 03:45:00,0.68044,0.1,14.04.2022 06:19:40,0.68226,2h 34m,-18.7,-61,-0.5,-18.7,-61,-18.2,-14,-0.19,-0.59,sl 0.68226,IS
190,NZDUSD,Sell,19.04.2022 11:45:00,0.67593,0.1,19.04.2022 15:58:40,0.67245,4h 13m,34.3,-26.7,-0.5,34.3,-26.7,34.8,20.8,0.35,-0.24,tp 0.67245,IS
192,NZDUSD,Sell,20.04.2022 04:15:00,0.67553,0.1,20.04.2022 10:47:40,0.67753,6h 32m,-20.5,-47.2,-0.5,-20.5,-47.2,-20,0.8,-0.21,-0.45,sl 0.67753,IS
194,NZDUSD,Sell,26.04.2022 06:45:00,0.66347,0.1,26.04.2022 17:34:40,0.65969,10h 49m,37.3,-9.9,-0.5,37.3,-9.9,37.8,38.6,0.37,-0.07,tp 0.65969,IS
196,NZDUSD,Sell,29.04.2022 08:45:00,0.6518,0.1,29.04.2022 18:26:40,0.64764,9h 41m,41.1,31.2,-0.5,41.1,31.2,41.6,80.2,0.41,0.34,tp 0.64764,IS
198,NZDUSD,Sell,11.05.2022 12:45:00,0.63449,0.1,11.05.2022 15:30:40,0.63079,2h 45m,36.5,67.7,-0.5,36.5,67.7,37,117.2,0.36,0.7,tp 0.63079,IS
200,NZDUSD,Sell,13.05.2022 18:45:00,0.62593,0.1,13.05.2022 23:45:00,0.62877,5h 0m,-28.9,38.8,-0.5,-28.9,38.8,-28.4,88.8,-0.29,0.41,Strategy 4.73.120,IS
202,NZDUSD,Sell,16.05.2022 14:45:00,0.62783,0.1,16.05.2022 21:31:40,0.63058,6h 46m,-28,10.8,-0.5,-28,10.8,-27.5,61.3,-0.28,0.13,sl 0.63058,IS
204,NZDUSD,Sell,19.05.2022 06:45:00,0.63303,0.1,19.05.2022 15:32:40,0.63621,8h 47m,-32.3,-21.5,-0.5,-32.3,-21.5,-31.8,29.5,-0.32,-0.19,sl 0.63621,IS
206,NZDUSD,Sell,25.05.2022 06:30:00,0.64964,0.1,25.05.2022 23:45:00,0.64796,17h 15m,16.3,-5.2,-0.5,16.3,-5.2,16.8,46.3,0.16,-0.02,Strategy 4.73.120,IS
208,NZDUSD,Sell,26.05.2022 04:15:00,0.64924,0.1,26.05.2022 07:50:40,0.64595,3h 35m,32.4,27.2,-0.5,32.4,27.2,32.9,79.2,0.32,0.3,tp 0.64595,IS
