Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,USDCAD,Buy,02.07.2021 13:45:00,1.24154,0.3,02.07.2021 15:33:40,1.23854,1h 48m,-74.17,-74.17,-1.5,-74.17,-74.17,-30,-30,-0.74,-0.74,sl 1.23854,IS
4,USDCAD,Buy,05.07.2021 19:00:00,1.23306,0.3,05.07.2021 23:45:00,1.23414,4h 45m,24.75,-49.42,-1.5,24.75,-49.42,10.8,-19.2,0.25,-0.49,Strategy 3.2.189,IS
6,USDCAD,Buy,06.07.2021 06:45:00,1.23223,0.3,06.07.2021 12:33:40,1.23623,5h 48m,95.57,46.15,-1.5,95.57,46.15,40,20.8,0.96,0.47,tp 1.23623,IS
8,USDCAD,Buy,07.07.2021 10:45:00,1.24462,0.3,07.07.2021 17:20:40,1.24862,6h 35m,94.61,140.76,-1.5,94.61,140.76,40,60.8,0.94,1.41,tp 1.24862,IS
10,USDCAD,Buy,09.07.2021 13:00:00,1.25096,0.3,09.07.2021 15:31:40,1.24796,2h 31m,-73.62,67.14,-1.5,-73.62,67.14,-30,30.8,-0.73,0.68,sl 1.24796,IS
12,USDCAD,Buy,12.07.2021 17:30:00,1.24661,0.3,12.07.2021 23:45:00,1.24516,6h 15m,-36.44,30.7,-1.5,-36.44,30.7,-14.5,16.3,-0.36,0.32,Strategy 3.2.189,IS
14,USDCAD,Buy,13.07.2021 03:15:00,1.24482,0.3,13.07.2021 14:10:40,1.24882,10h 55m,94.59,125.29,-1.5,94.59,125.29,40,56.3,0.94,1.26,tp 1.24882,IS
16,USDCAD,Buy,14.07.2021 05:15:00,1.25009,0.3,14.07.2021 15:13:20,1.24709,9h 58m,-73.67,51.62,-1.5,-73.67,51.62,-30,26.3,-0.73,0.54,sl 1.24709,IS
18,USDCAD,Buy,15.07.2021 11:30:00,1.25112,0.3,15.07.2021 15:55:40,1.25512,4h 25m,94.11,145.73,-1.5,94.11,145.73,40,66.3,0.94,1.47,tp 1.25512,IS
20,USDCAD,Buy,16.07.2021 07:15:00,1.25695,0.3,16.07.2021 17:21:40,1.26095,10h 6m,93.67,239.4,-1.5,93.67,239.4,40,106.3,0.92,2.4,tp 1.26095,IS
22,USDCAD,Buy,20.07.2021 19:00:00,1.27243,0.3,20.07.2021 21:50:40,1.26943,2h 50m,-72.4,167,-1.5,-72.4,167,-30,76.3,-0.71,1.69,sl 1.26943,IS
24,USDCAD,Buy,21.07.2021 02:00:00,1.2679,0.3,21.07.2021 09:06:40,1.2719,7h 6m,92.85,259.85,-1.5,92.85,259.85,40,116.3,0.91,2.6,tp 1.27190,IS
26,USDCAD,Buy,22.07.2021 11:45:00,1.25611,0.3,22.07.2021 16:26:40,1.25311,4h 41m,-73.32,186.53,-1.5,-73.32,186.53,-30,86.3,-0.71,1.89,sl 1.25311,IS
28,USDCAD,Buy,26.07.2021 12:30:00,1.2553,0.3,26.07.2021 23:45:00,1.25441,11h 15m,-22.78,163.75,-1.5,-22.78,163.75,-8.9,77.4,-0.22,1.66,Strategy 3.2.189,IS
30,USDCAD,Buy,28.07.2021 12:15:00,1.25619,0.3,28.07.2021 16:46:20,1.26019,4h 31m,93.72,257.47,-1.5,93.72,257.47,40,117.4,0.92,2.59,tp 1.26019,IS
32,USDCAD,Buy,29.07.2021 02:15:00,1.25222,0.3,29.07.2021 06:58:40,1.24922,4h 43m,-73.54,183.93,-1.5,-73.54,183.93,-30,87.4,-0.72,1.87,sl 1.24922,IS
34,USDCAD,Buy,30.07.2021 10:30:00,1.24436,0.3,30.07.2021 17:57:40,1.24836,7h 27m,94.63,278.56,-1.5,94.63,278.56,40,127.4,0.93,2.8,tp 1.24836,IS
36,USDCAD,Buy,02.08.2021 10:45:00,1.24617,0.3,02.08.2021 18:43:40,1.25017,7h 58m,94.49,373.05,-1.5,94.49,373.05,40,167.4,0.92,3.72,tp 1.25017,IS
38,USDCAD,Buy,03.08.2021 14:30:00,1.24998,0.3,03.08.2021 16:11:40,1.25398,1h 41m,94.2,467.25,-1.5,94.2,467.25,40,207.4,0.91,4.63,tp 1.25398,IS
40,USDCAD,Buy,04.08.2021 06:15:00,1.25202,0.3,04.08.2021 17:31:40,1.25602,11h 16m,94.04,561.29,-1.5,94.04,561.29,40,247.4,0.9,5.52,tp 1.25602,IS
42,USDCAD,Buy,05.08.2021 06:15:00,1.25302,0.3,05.08.2021 15:39:40,1.25002,9h 24m,-73.5,487.79,-1.5,-73.5,487.79,-30,217.4,-0.7,4.83,sl 1.25002,IS
44,USDCAD,Buy,06.08.2021 09:30:00,1.24982,0.3,06.08.2021 15:50:40,1.25382,6h 20m,94.21,582,-1.5,94.21,582,40,257.4,0.9,5.73,tp 1.25382,IS
46,USDCAD,Buy,09.08.2021 10:45:00,1.25491,0.3,09.08.2021 23:45:00,1.25792,13h 0m,70.29,652.29,-1.5,70.29,652.29,30.1,287.5,0.66,6.39,Strategy 3.2.189,IS
48,USDCAD,Buy,10.08.2021 09:30:00,1.25682,0.3,10.08.2021 17:15:40,1.25382,7h 45m,-73.28,579.01,-1.5,-73.28,579.01,-30,257.5,-0.69,5.7,sl 1.25382,IS
50,USDCAD,Buy,11.08.2021 03:00:00,1.25195,0.3,11.08.2021 20:02:40,1.24895,17h 2m,-73.56,505.45,-1.5,-73.56,505.45,-30,227.5,-0.7,5.01,sl 1.24895,IS
52,USDCAD,Buy,20.08.2021 17:00:00,1.28615,0.3,20.08.2021 22:28:40,1.28315,5h 28m,-71.64,433.81,-1.5,-71.64,433.81,-30,197.5,-0.68,4.33,sl 1.28315,IS
54,USDCAD,Buy,23.08.2021 03:45:00,1.28076,0.3,23.08.2021 04:49:40,1.27776,1h 4m,-71.94,361.87,-1.5,-71.94,361.87,-30,167.5,-0.69,3.64,sl 1.27776,IS
56,USDCAD,Buy,24.08.2021 01:15:00,1.26462,0.3,24.08.2021 09:36:40,1.26162,8h 21m,-72.84,289.03,-1.5,-72.84,289.03,-30,137.5,-0.7,2.93,sl 1.26162,IS
58,USDCAD,Buy,25.08.2021 21:45:00,1.25986,0.3,25.08.2021 23:45:00,1.25885,2h 0m,-25.57,263.46,-1.5,-25.57,263.46,-10.1,127.4,-0.25,2.69,Strategy 3.2.189,IS
60,USDCAD,Buy,26.08.2021 01:45:00,1.25928,0.3,26.08.2021 17:34:40,1.26328,15h 49m,93.49,356.95,-1.5,93.49,356.95,40,167.4,0.91,3.6,tp 1.26328,IS
62,USDCAD,Buy,27.08.2021 09:30:00,1.26706,0.3,27.08.2021 17:02:40,1.26406,7h 32m,-72.7,284.25,-1.5,-72.7,284.25,-30,137.4,-0.7,2.89,sl 1.26406,IS
64,USDCAD,Buy,30.08.2021 11:30:00,1.26129,0.3,30.08.2021 16:21:40,1.25829,4h 51m,-73.03,211.22,-1.5,-73.03,211.22,-30,107.4,-0.71,2.18,sl 1.25829,IS
66,USDCAD,Buy,31.08.2021 08:00:00,1.25987,0.3,31.08.2021 17:57:40,1.26387,9h 57m,93.45,304.67,-1.5,93.45,304.67,40,147.4,0.92,3.1,tp 1.26387,IS
