strategy_id,symbol_mode,timeframe_mode,side_mode,trade_count,win_count,loss_count,flat_count,first_trade_time_utc,last_trade_time_utc,active_days,trades_per_day,gross_profit,gross_loss,net_profit,avg_trade,median_trade,std_trade,skew_trade,kurt_trade,p01_trade,p05_trade,p25_trade,p50_trade,p75_trade,p95_trade,p99_trade,avg_win,median_win,max_win,avg_loss,median_loss,max_loss,win_rate,loss_rate,payoff_ratio,profit_factor,expectancy,max_drawdown_abs,max_drawdown_pct,drawdown_count,max_drawdown_duration_trades,avg_drawdown_duration_trades,time_under_water_pct,recovery_count,max_recovery_trades,median_recovery_trades,avg_recovery_trades,equity_slope_per_trade,equity_r2,return_mean_trade_pct,return_median_trade_pct,return_std_trade_pct,sharpe_trade,sortino_trade,avg_holding_time_sec,median_holding_time_sec,p90_holding_time_sec,max_holding_time_sec,avg_mfe_abs,median_mfe_abs,p90_mfe_abs,avg_mae_abs,median_mae_abs,p90_mae_abs,avg_profit_capture_ratio,median_profit_capture_ratio,avg_time_to_mfe_min,avg_time_to_mae_min,max_win_streak,max_loss_streak,avg_win_streak,avg_loss_streak,top_1_trade_share_of_profit,top_5_trades_share_of_profit,top_10_trades_share_of_profit,valid_path_ratio,monthly_net_mean,monthly_net_median,monthly_positive_ratio,best_month_net,worst_month_net,weekly_net_mean,weekly_net_median,weekly_positive_ratio,best_week_net,worst_week_net,segment_sample_types,segment_account_types
USDCHF_53_6.47.153_BOTH_M15,USDCHF,,,537,288,249,0,2021-07-06T12:35:40+00:00,2026-03-12T21:59:40+00:00,1711,0.3138515488018703,8440.26,-7250.59,1189.67,2.2154003724394786,5.41,35.7119317966312,0.09881136787978252,1.1862261789409354,-68.1352,-61.278,-21.34,5.41,27.97,50.528,72.35319999999992,29.306458333333335,26.935000000000002,202.79,-29.11883534136546,-23.16,-71.87,0.5363128491620112,0.46368715083798884,1.0064433549545624,1.164079061152265,2.2154003724394786,-346.8600000000006,-0.0034511695232061013,26,93,18.53846153846154,0.8975791433891993,26,93,8.0,18.53846153846154,2.8728655764808604,0.9421868304208716,2.2086414573351158e-05,5.345459985230326e-05,0.0003550559148811109,0.06220545454297448,0.10399409822707137,41928.9720670391,38700.0,72900.0,252306.0,0.0025580864197530407,0.0021499999999999497,0.00504999999999995,0.0024352674897118853,0.0018199999999999,0.00556,-3.9223623196373762,0.37432524256502825,371.9125514403292,361.69650205761315,11,8,2.0425531914893615,1.7785714285714285,0.024026511031650682,0.06987817910822652,0.11047290012392982,0.9050279329608939,20.87140350877193,12.919999999999995,0.5964912280701754,302.78,-180.79,5.287422222222221,3.78,0.5333333333333333,204.64,-130.25,IS|OOS,DEMO_ACCOUNT
