strategy_id,symbol_mode,timeframe_mode,side_mode,trade_count,win_count,loss_count,flat_count,first_trade_time_utc,last_trade_time_utc,active_days,trades_per_day,gross_profit,gross_loss,net_profit,avg_trade,median_trade,std_trade,skew_trade,kurt_trade,p01_trade,p05_trade,p25_trade,p50_trade,p75_trade,p95_trade,p99_trade,avg_win,median_win,max_win,avg_loss,median_loss,max_loss,win_rate,loss_rate,payoff_ratio,profit_factor,expectancy,max_drawdown_abs,max_drawdown_pct,drawdown_count,max_drawdown_duration_trades,avg_drawdown_duration_trades,time_under_water_pct,recovery_count,max_recovery_trades,median_recovery_trades,avg_recovery_trades,equity_slope_per_trade,equity_r2,return_mean_trade_pct,return_median_trade_pct,return_std_trade_pct,sharpe_trade,sortino_trade,avg_holding_time_sec,median_holding_time_sec,p90_holding_time_sec,max_holding_time_sec,avg_mfe_abs,median_mfe_abs,p90_mfe_abs,avg_mae_abs,median_mae_abs,p90_mae_abs,avg_profit_capture_ratio,median_profit_capture_ratio,avg_time_to_mfe_min,avg_time_to_mae_min,max_win_streak,max_loss_streak,avg_win_streak,avg_loss_streak,top_1_trade_share_of_profit,top_5_trades_share_of_profit,top_10_trades_share_of_profit,valid_path_ratio,monthly_net_mean,monthly_net_median,monthly_positive_ratio,best_month_net,worst_month_net,weekly_net_mean,weekly_net_median,weekly_positive_ratio,best_week_net,worst_week_net,segment_sample_types,segment_account_types
USDJPY_41_2.5.172_BUY_M15,USDJPY,,,748,395,353,0,2021-07-13T23:45:00+00:00,2026-03-12T23:45:00+00:00,1704,0.43896713615023475,14007.43,-10743.22,3264.21,4.3639171122994656,2.115,42.11647301346021,0.06045697590571268,-0.010003226824685463,-95.02890000000001,-55.7485,-26.0,2.115,29.1275,79.044,87.9874,35.46184810126582,27.04,100.42,-30.434050991501415,-27.95,-169.83,0.5280748663101604,0.47192513368983957,1.1652030191829672,1.3038390724568614,4.3639171122994656,-599.4700000000012,-0.005916235337216642,44,117,14.795454545454545,0.8703208556149733,44,117,3.5,14.795454545454545,4.618446766224312,0.9726790461602141,4.3028999065851114e-05,2.0901846469493255e-05,0.00041505138447918893,0.10367149869851507,0.18156308137081317,51915.85294117647,52970.0,79200.0,241506.0,0.48549104477611976,0.3640000000000043,1.166199999999998,0.4404880597014929,0.34549999999998704,0.8671999999999912,-4.654431248388664,0.2121212121212268,455.6029850746269,370.0582089552239,9,10,2.00507614213198,1.8010204081632653,0.007169052424320521,0.033583605272344746,0.06501620925465985,0.8957219251336899,57.26684210526316,42.54,0.5964912280701754,422.26,-347.75,14.837318181818183,1.2400000000000002,0.5045454545454545,235.51999999999998,-170.67,IS|OOS,DEMO_ACCOUNT
