Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,GBPUSD,Buy,06.07.2021 11:00:00,1.38752,0.1,06.07.2021 11:30:40,1.38515,30m 40s,-24.2,-24.2,-0.5,-24.2,-24.2,-23.7,-23.7,-0.24,-0.24,sl 1.38515,IS
4,GBPUSD,Buy,07.07.2021 06:00:00,1.37951,0.1,07.07.2021 11:57:20,1.37779,5h 57m,-17.7,-41.9,-0.5,-17.7,-41.9,-17.2,-40.9,-0.18,-0.42,sl 1.37779,IS
6,GBPUSD,Buy,08.07.2021 03:45:00,1.37957,0.1,08.07.2021 04:56:20,1.37802,1h 11m,-16,-57.9,-0.5,-16,-57.9,-15.5,-56.4,-0.16,-0.58,sl 1.37802,IS
8,GBPUSD,Buy,09.07.2021 04:45:00,1.37794,0.1,09.07.2021 10:00:40,1.37578,5h 15m,-22.1,-80,-0.5,-22.1,-80,-21.6,-78,-0.22,-0.8,sl 1.37578,IS
10,GBPUSD,Buy,15.07.2021 19:15:00,1.38377,0.1,15.07.2021 23:45:00,1.38252,4h 30m,-13,-93,-0.5,-13,-93,-12.5,-90.5,-0.13,-0.93,Strategy 1.32.126,IS
12,GBPUSD,Buy,19.07.2021 10:15:00,1.37304,0.1,19.07.2021 11:37:40,1.37077,1h 22m,-23.2,-116.2,-0.5,-23.2,-116.2,-22.7,-113.2,-0.23,-1.17,sl 1.37077,IS
14,GBPUSD,Buy,20.07.2021 04:15:00,1.36712,0.1,20.07.2021 09:36:40,1.36529,5h 21m,-18.8,-135,-0.5,-18.8,-135,-18.3,-131.5,-0.19,-1.36,sl 1.36529,IS
16,GBPUSD,Buy,21.07.2021 05:15:00,1.36195,0.1,21.07.2021 09:08:40,1.36018,3h 53m,-18.2,-153.2,-0.5,-18.2,-153.2,-17.7,-149.2,-0.18,-1.54,sl 1.36018,IS
18,GBPUSD,Buy,22.07.2021 03:15:00,1.37126,0.1,22.07.2021 04:00:40,1.3698,45m 40s,-15.1,-168.3,-0.5,-15.1,-168.3,-14.6,-163.8,-0.15,-1.7,sl 1.36980,IS
20,GBPUSD,Buy,28.07.2021 00:15:00,1.38841,0.1,28.07.2021 11:14:40,1.38625,10h 59m,-22.1,-190.4,-0.5,-22.1,-190.4,-21.6,-185.4,-0.22,-1.92,sl 1.38625,IS
22,GBPUSD,Buy,29.07.2021 03:30:00,1.39064,0.1,29.07.2021 07:51:40,1.39315,4h 21m,24.6,-165.8,-0.5,24.6,-165.8,25.1,-160.3,0.25,-1.67,tp 1.39315,IS
24,GBPUSD,Buy,02.08.2021 05:15:00,1.3889,0.1,02.08.2021 09:19:40,1.39129,4h 4m,23.4,-142.4,-0.5,23.4,-142.4,23.9,-136.4,0.24,-1.43,tp 1.39129,IS
26,GBPUSD,Buy,03.08.2021 00:15:00,1.3886,0.1,03.08.2021 10:34:40,1.39151,10h 19m,28.6,-113.8,-0.5,28.6,-113.8,29.1,-107.3,0.29,-1.14,tp 1.39151,IS
28,GBPUSD,Buy,09.08.2021 11:15:00,1.38586,0.1,09.08.2021 12:28:40,1.38912,1h 13m,32.1,-81.7,-0.5,32.1,-81.7,32.6,-74.7,0.32,-0.82,tp 1.38912,IS
30,GBPUSD,Buy,10.08.2021 16:15:00,1.38522,0.1,10.08.2021 19:08:40,1.38298,2h 53m,-22.9,-104.6,-0.5,-22.9,-104.6,-22.4,-97.1,-0.23,-1.05,sl 1.38298,IS
32,GBPUSD,Buy,11.08.2021 09:15:00,1.38296,0.1,11.08.2021 10:35:40,1.38192,1h 20m,-10.9,-115.5,-0.5,-10.9,-115.5,-10.4,-107.5,-0.11,-1.16,sl 1.38192,IS
34,GBPUSD,Buy,13.08.2021 09:15:00,1.38095,0.1,13.08.2021 09:26:40,1.38002,11m 40s,-9.8,-125.3,-0.5,-9.8,-125.3,-9.3,-116.8,-0.1,-1.26,sl 1.38002,IS
36,GBPUSD,Buy,16.08.2021 00:15:00,1.38724,0.1,16.08.2021 00:17:40,1.38549,2m 40s,-18,-143.3,-0.5,-18,-143.3,-17.5,-134.3,-0.18,-1.44,sl 1.38549,IS
