Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,GBPUSD,Sell,06.07.2021 04:30:00,1.38586,0.1,06.07.2021 05:04:40,1.38815,34m 40s,-23.4,-23.4,-0.5,-23.4,-23.4,-22.9,-22.9,-0.23,-0.23,sl 1.38815,IS
4,GBPUSD,Sell,12.07.2021 03:15:00,1.39004,0.1,12.07.2021 11:51:40,1.38669,8h 36m,33,9.6,-0.5,33,9.6,33.5,10.6,0.33,0.1,tp 1.38669,IS
6,GBPUSD,Sell,13.07.2021 03:15:00,1.3893,0.1,13.07.2021 10:52:40,1.38695,7h 37m,23,32.6,-0.5,23,32.6,23.5,34.1,0.23,0.33,tp 1.38695,IS
8,GBPUSD,Sell,15.07.2021 13:15:00,1.38855,0.1,15.07.2021 20:41:40,1.38153,7h 26m,69.7,102.3,-0.5,69.7,102.3,70.2,104.3,0.69,1.02,tp 1.38153,IS
10,GBPUSD,Sell,16.07.2021 11:30:00,1.38488,0.1,16.07.2021 17:11:40,1.37933,5h 41m,55,157.3,-0.5,55,157.3,55.5,159.8,0.54,1.57,tp 1.37933,IS
12,GBPUSD,Sell,21.07.2021 03:00:00,1.36341,0.1,21.07.2021 09:09:40,1.36035,6h 9m,30.1,187.4,-0.5,30.1,187.4,30.6,190.4,0.3,1.86,tp 1.36035,IS
14,GBPUSD,Sell,22.07.2021 07:30:00,1.37158,0.1,22.07.2021 09:48:40,1.37402,2h 18m,-24.9,162.5,-0.5,-24.9,162.5,-24.4,166,-0.24,1.62,sl 1.37402,IS
16,GBPUSD,Sell,23.07.2021 03:30:00,1.37796,0.1,23.07.2021 09:58:00,1.37495,6h 28m,29.6,192.1,-0.5,29.6,192.1,30.1,196.1,0.29,1.91,tp 1.37495,IS
18,GBPUSD,Sell,26.07.2021 01:30:00,1.37613,0.1,26.07.2021 12:26:40,1.37894,10h 56m,-28.6,163.5,-0.5,-28.6,163.5,-28.1,168,-0.28,1.63,sl 1.37894,IS
20,GBPUSD,Sell,27.07.2021 03:30:00,1.38304,0.1,27.07.2021 10:06:40,1.38069,6h 36m,23,186.5,-0.5,23,186.5,23.5,191.5,0.23,1.85,tp 1.38069,IS
22,GBPUSD,Sell,28.07.2021 10:15:00,1.38919,0.1,28.07.2021 16:50:40,1.38545,6h 35m,36.9,223.4,-0.5,36.9,223.4,37.4,228.9,0.36,2.22,tp 1.38545,IS
24,GBPUSD,Sell,29.07.2021 04:45:00,1.39108,0.1,29.07.2021 08:28:00,1.39383,3h 43m,-28,195.4,-0.5,-28,195.4,-27.5,201.4,-0.27,1.94,sl 1.39383,IS
26,GBPUSD,Sell,30.07.2021 10:30:00,1.39657,0.1,30.07.2021 17:21:40,1.39335,6h 51m,31.7,227.1,-0.5,31.7,227.1,32.2,233.6,0.31,2.25,tp 1.39335,IS
28,GBPUSD,Sell,11.08.2021 15:15:00,1.38363,0.1,11.08.2021 15:30:40,1.38598,15m 40s,-24,203.1,-0.5,-24,203.1,-23.5,210.1,-0.23,2.02,sl 1.38598,IS
30,GBPUSD,Sell,12.08.2021 07:00:00,1.38745,0.1,12.08.2021 13:46:40,1.38532,6h 46m,20.8,223.9,-0.5,20.8,223.9,21.3,231.4,0.2,2.22,tp 1.38532,IS
32,GBPUSD,Sell,13.08.2021 14:45:00,1.3823,0.1,13.08.2021 16:44:40,1.38448,1h 59m,-22.3,201.6,-0.5,-22.3,201.6,-21.8,209.6,-0.22,2,sl 1.38448,IS
34,GBPUSD,Sell,16.08.2021 11:30:00,1.38654,0.1,16.08.2021 23:45:00,1.3845,12h 15m,19.9,221.5,-0.5,19.9,221.5,20.4,230,0.2,2.2,Strategy 6.52.179,IS
36,GBPUSD,Sell,20.08.2021 17:00:00,1.36297,0.1,20.08.2021 23:45:00,1.36241,6h 45m,5.1,226.6,-0.5,5.1,226.6,5.6,235.6,0.05,2.25,Strategy 6.52.179,IS
38,GBPUSD,Sell,23.08.2021 09:15:00,1.36562,0.1,23.08.2021 13:04:20,1.36792,3h 49m,-23.5,203.1,-0.5,-23.5,203.1,-23,212.6,-0.23,2.02,sl 1.36792,IS
40,GBPUSD,Sell,24.08.2021 08:15:00,1.37378,0.1,24.08.2021 11:15:40,1.37146,3h 0m,22.7,225.8,-0.5,22.7,225.8,23.2,235.8,0.22,2.24,tp 1.37146,IS
42,GBPUSD,Sell,25.08.2021 11:15:00,1.37295,0.1,25.08.2021 20:44:40,1.37524,9h 29m,-23.4,202.4,-0.5,-23.4,202.4,-22.9,212.9,-0.23,2.01,sl 1.37524,IS
44,GBPUSD,Sell,30.08.2021 05:45:00,1.37718,0.1,30.08.2021 15:59:40,1.3745,10h 14m,26.3,228.7,-0.5,26.3,228.7,26.8,239.7,0.26,2.27,tp 1.37450,IS
46,GBPUSD,Sell,31.08.2021 06:15:00,1.3769,0.1,31.08.2021 08:01:40,1.37875,1h 46m,-19,209.7,-0.5,-19,209.7,-18.5,221.2,-0.19,2.09,sl 1.37875,IS
48,GBPUSD,Sell,02.09.2021 05:45:00,1.3777,0.1,02.09.2021 10:43:20,1.37955,4h 58m,-19,190.7,-0.5,-19,190.7,-18.5,202.7,-0.19,1.9,sl 1.37955,IS
50,GBPUSD,Sell,03.09.2021 03:15:00,1.38413,0.1,03.09.2021 13:49:00,1.38215,10h 34m,19.3,210,-0.5,19.3,210,19.8,222.5,0.19,2.09,tp 1.38215,IS
52,GBPUSD,Sell,08.09.2021 19:30:00,1.37814,0.1,08.09.2021 23:45:00,1.37794,4h 15m,1.5,211.5,-0.5,1.5,211.5,2,224.5,0.01,2.1,Strategy 6.52.179,IS
54,GBPUSD,Sell,09.09.2021 09:45:00,1.37743,0.1,09.09.2021 10:53:40,1.37943,1h 8m,-20.5,191,-0.5,-20.5,191,-20,204.5,-0.2,1.9,sl 1.37943,IS
56,GBPUSD,Sell,10.09.2021 05:30:00,1.38469,0.1,10.09.2021 10:02:40,1.38685,4h 32m,-22.1,168.9,-0.5,-22.1,168.9,-21.6,182.9,-0.22,1.69,sl 1.38685,IS
58,GBPUSD,Sell,13.09.2021 15:15:00,1.38383,0.1,13.09.2021 23:45:00,1.384,8h 30m,-2.2,166.7,-0.5,-2.2,166.7,-1.7,181.2,-0.02,1.66,Strategy 6.52.179,IS
60,GBPUSD,Sell,14.09.2021 03:30:00,1.38398,0.1,14.09.2021 09:54:20,1.38598,6h 24m,-20.5,146.2,-0.5,-20.5,146.2,-20,161.2,-0.2,1.46,sl 1.38598,IS
62,GBPUSD,Sell,16.09.2021 01:30:00,1.38471,0.1,16.09.2021 12:09:40,1.38159,10h 39m,30.7,176.9,-0.5,30.7,176.9,31.2,192.4,0.3,1.77,tp 1.38159,IS
64,GBPUSD,Sell,17.09.2021 02:00:00,1.37984,0.1,17.09.2021 17:13:40,1.37657,15h 13m,32.2,209.1,-0.5,32.2,209.1,32.7,225.1,0.32,2.08,tp 1.37657,IS
66,GBPUSD,Sell,22.09.2021 18:30:00,1.36588,0.1,22.09.2021 21:15:40,1.36943,2h 45m,-36,173.1,-0.5,-36,173.1,-35.5,189.6,-0.35,1.73,sl 1.36943,IS
68,GBPUSD,Sell,27.09.2021 10:30:00,1.36863,0.1,27.09.2021 11:51:40,1.37142,1h 21m,-28.4,144.7,-0.5,-28.4,144.7,-27.9,161.7,-0.28,1.45,sl 1.37142,IS
70,GBPUSD,Sell,28.09.2021 07:30:00,1.37074,0.1,28.09.2021 10:10:40,1.36835,2h 40m,23.4,168.1,-0.5,23.4,168.1,23.9,185.6,0.23,1.68,tp 1.36835,IS
72,GBPUSD,Sell,01.10.2021 11:30:00,1.34626,0.1,01.10.2021 12:35:40,1.34994,1h 5m,-37.3,130.8,-0.5,-37.3,130.8,-36.8,148.8,-0.37,1.31,sl 1.34994,IS
74,GBPUSD,Sell,04.10.2021 03:15:00,1.35756,0.1,04.10.2021 04:54:40,1.35356,1h 39m,39.5,170.3,-0.5,39.5,170.3,40,188.8,0.39,1.7,tp 1.35356,IS
76,GBPUSD,Sell,05.10.2021 10:30:00,1.3612,0.1,05.10.2021 14:29:40,1.36409,3h 59m,-29.4,140.9,-0.5,-29.4,140.9,-28.9,159.9,-0.29,1.41,sl 1.36409,IS
78,GBPUSD,Sell,07.10.2021 02:45:00,1.35898,0.1,07.10.2021 14:42:40,1.36179,11h 57m,-28.6,112.3,-0.5,-28.6,112.3,-28.1,131.8,-0.28,1.13,sl 1.36179,IS
80,GBPUSD,Sell,08.10.2021 12:45:00,1.36156,0.1,08.10.2021 15:30:40,1.36436,2h 45m,-28.5,83.8,-0.5,-28.5,83.8,-28,103.8,-0.28,0.85,sl 1.36436,IS
82,GBPUSD,Sell,11.10.2021 03:15:00,1.36335,0.1,11.10.2021 09:32:40,1.36651,6h 17m,-32.1,51.7,-0.5,-32.1,51.7,-31.6,72.2,-0.32,0.53,sl 1.36651,IS
84,GBPUSD,Sell,13.10.2021 19:15:00,1.36478,0.1,13.10.2021 23:45:00,1.36606,4h 30m,-13.3,38.4,-0.5,-13.3,38.4,-12.8,59.4,-0.13,0.4,Strategy 6.52.179,IS
86,GBPUSD,Sell,14.10.2021 01:15:00,1.3665,0.1,14.10.2021 10:16:40,1.36978,9h 1m,-33.3,5.1,-0.5,-33.3,5.1,-32.8,26.6,-0.33,0.07,sl 1.36978,IS
88,GBPUSD,Sell,19.10.2021 08:45:00,1.37781,0.1,19.10.2021 12:50:40,1.37993,4h 5m,-21.7,-16.6,-0.5,-21.7,-16.6,-21.2,5.4,-0.22,-0.15,sl 1.37993,IS
90,GBPUSD,Sell,20.10.2021 17:15:00,1.37949,0.1,20.10.2021 19:59:20,1.38303,2h 44m,-35.9,-52.5,-0.5,-35.9,-52.5,-35.4,-30,-0.36,-0.51,sl 1.38303,IS
92,GBPUSD,Sell,21.10.2021 06:30:00,1.38318,0.1,21.10.2021 09:31:40,1.38053,3h 1m,26,-26.5,-0.5,26,-26.5,26.5,-3.5,0.26,-0.25,tp 1.38053,IS
94,GBPUSD,Sell,27.10.2021 19:30:00,1.37478,0.1,27.10.2021 23:45:00,1.3739,4h 15m,8.3,-18.2,-0.5,8.3,-18.2,8.8,5.3,0.08,-0.16,Strategy 6.52.179,IS
96,GBPUSD,Sell,01.11.2021 16:15:00,1.36883,0.1,01.11.2021 23:45:00,1.36577,7h 30m,30.1,11.9,-0.5,30.1,11.9,30.6,35.9,0.3,0.14,Strategy 6.52.179,IS
98,GBPUSD,Sell,04.11.2021 01:15:00,1.36909,0.1,04.11.2021 11:11:40,1.36447,9h 56m,45.7,57.6,-0.5,45.7,57.6,46.2,82.1,0.46,0.59,tp 1.36447,IS
100,GBPUSD,Sell,05.11.2021 18:45:00,1.34905,0.1,05.11.2021 23:45:00,1.34936,5h 0m,-3.6,54,-0.5,-3.6,54,-3.1,79,-0.04,0.56,Strategy 6.52.179,IS
102,GBPUSD,Sell,08.11.2021 11:15:00,1.34989,0.1,08.11.2021 14:41:40,1.35339,3h 26m,-35.5,18.5,-0.5,-35.5,18.5,-35,44,-0.35,0.21,sl 1.35339,IS
104,GBPUSD,Sell,09.11.2021 07:15:00,1.35686,0.1,09.11.2021 11:27:40,1.35946,4h 12m,-26.5,-8,-0.5,-26.5,-8,-26,18,-0.26,-0.06,sl 1.35946,IS
