strategy_id,trade_count_total,trade_count_is,trade_count_oos,active_months,trades_per_month,net_profit_total,net_profit_is,net_profit_oos,win_rate_total,win_rate_is,win_rate_oos,avg_win_total,avg_loss_total,payoff_ratio_total,expectancy_total,expectancy_is,expectancy_oos,profit_factor_total,profit_factor_is,profit_factor_oos,best_candidate_score,proxy_target
USDCHF_52_3.17.186_BOTH_M15,562.0,369.0,193.0,57.0,9.859649122807015,1837.28,430.21000000000015,1407.0700000000002,0.5498220640569395,0.5230352303523035,0.6010362694300518,25.772006472491903,-24.214505928853757,1.064320971413348,3.2691814946619218,1.1658807588075886,7.290518134715027,1.299901897892192,1.102573823063076,1.7282518684139705,0.7891254362837838,0.758108108108108
EURGBP_49_2.36.141_BOTH_M15,1162.0,740.0,422.0,57.0,20.385964912280706,954.06,267.6399999999998,686.4200000000001,0.7211703958691911,0.7081081081081081,0.7440758293838863,11.189510739856804,-25.99614197530864,0.4304296672361882,0.8210499139414802,0.3616756756756754,1.6265876777251187,1.1132717936540917,1.0462800771219338,1.2600371254309202,0.7584141021621622,0.7087162162162163
USDJPY_41_2.5.172_BUY_M15,748.0,504.0,244.0,57.0,13.12280701754386,3264.21,2343.9300000000003,920.28,0.5280748663101604,0.5317460317460317,0.5204918032786885,35.46184810126582,-30.43405099150141,1.1652030191829672,4.3639171122994656,4.650654761904763,3.771639344262296,1.3038390724568614,1.3325100720649157,1.2491269673688823,0.7560204060810811,0.6897972972972973
GBPJPY_66_4.17.131_BOTH_M15,908.0,582.0,326.0,57.0,15.929824561403509,2886.37,1655.9500000000005,1230.4199999999998,0.5671806167400881,0.5738831615120275,0.5552147239263804,40.05345631067961,-45.14290076335878,0.8872592508098165,3.1788215859030835,2.845274914089348,3.774294478527607,1.162693420272406,1.1385645252390015,1.2124927250401958,0.7556788441891892,0.7049324324324325
AUDJPY_46_3.50.181_BUY_M15,572.0,376.0,196.0,57.0,10.035087719298245,1111.33,440.5700000000001,670.76,0.5611888111888111,0.5425531914893617,0.5969387755102041,20.534143302180684,-21.833187250996016,0.9405014057782118,1.9428846153846155,1.1717287234042555,3.4222448979591835,1.2027926344812987,1.1157956433062093,1.4003557338203785,0.7353835891891892,0.6885810810810811
GBPJPY_50_5.35.116_BUY_M15,539.0,328.0,211.0,57.0,9.456140350877194,1789.13,551.7199999999999,1237.4100000000003,0.5936920222634509,0.5914634146341463,0.5971563981042654,33.4114375,-40.65082191780822,0.8219129632250606,3.3193506493506493,1.6820731707317071,5.864502369668248,1.2009687133882163,1.0957018138799892,1.3943885974362082,0.7346472385135137,0.7125
EURUSD_72_5.42.127_SELL_M15,989.0,615.0,374.0,57.0,17.350877192982455,830.6600000000001,132.46000000000004,698.2000000000002,0.6117290192113246,0.591869918699187,0.6443850267379679,16.984595041322315,-24.59640625,0.6905315706973377,0.8398988877654197,0.2153821138211382,1.8668449197860968,1.087946875708045,1.0213730653551742,1.2149961508852964,0.7101340901351352,0.6931756756756757
AUDUSD_61_6.25.174_SELL_M15,562.0,354.0,208.0,57.0,9.859649122807015,1036.52,578.1199999999999,458.3999999999999,0.702846975088968,0.692090395480226,0.7211538461538461,12.35898734177215,-23.025628742514964,0.5367491797933959,1.844341637010676,1.633107344632768,2.203846153846153,1.2695564432239006,1.220288220455879,1.37546072569416,0.6828593176351352,0.6332432432432432
USDCHF_55_6.23.134_BUY_M15,537.0,357.0,180.0,57.0,9.421052631578949,911.02,302.80000000000007,608.2200000000001,0.6219739292364991,0.6134453781512605,0.6388888888888888,19.40802395209581,-27.44463054187192,0.7071701665826851,1.6964990689013038,0.8481792717086837,3.379000000000001,1.1635213578256989,1.0772102321406716,1.3687299181570174,0.6821229669594595,0.6489189189189188
EURUSD_14_5.6.167_BUY_M15,702.0,450.0,252.0,57.0,12.31578947368421,958.5599999999996,443.25999999999993,515.3,0.6381766381766382,0.6288888888888889,0.6547619047619048,15.966026785714288,-24.483083003952565,0.6521248481303078,1.365470085470085,0.985022222222222,2.0448412698412697,1.1547507192188848,1.1086229881001393,1.2438135793707124,0.677005187972973,0.6542567567567568
GBPUSD_69_3.13.113_BUY_M15,758.0,478.0,280.0,57.0,13.298245614035087,1281.56,796.7600000000001,484.8,0.5303430079155673,0.5230125523012552,0.5428571428571428,18.768805970149256,-17.594101123595507,1.0667669714014745,1.6907124010554089,1.6668619246861929,1.7314285714285715,1.2046076474814402,1.1947211496163057,1.2232352534880508,0.6666181951351351,0.6418243243243243
AUDJPY_2_5.20.109_BUY_M15,664.0,414.0,250.0,57.0,11.649122807017545,1776.0600000000002,1132.8400000000004,643.22,0.5542168674698795,0.5603864734299517,0.544,25.976766304347823,-26.295236486486484,0.9878886739694344,2.674789156626506,2.73632850241546,2.57288,1.2281859189890263,1.231925003736301,1.221885693785186,0.6648881424324324,0.6515540540540541
AUDUSD_48_5.8.189_SELL_M15,839.0,535.0,304.0,57.0,14.719298245614034,1551.6400000000003,1048.14,503.5,0.6567342073897497,0.6710280373831776,0.631578947368421,17.488929219600728,-28.268391608391607,0.618674364706659,1.8493921334922527,1.959140186915888,1.6562499999999998,1.191921590746046,1.194855606741698,1.1860886277118676,0.6438568054054055,0.6199324324324325
AUDJPY_56_1.14.109_BUY_M15,684.0,434.0,250.0,57.0,12.0,2041.93,1483.0300000000002,558.9,0.5657894736842105,0.5691244239631337,0.56,25.541550387596903,-26.406228956228954,0.9672547500036698,2.9852777777777777,3.417119815668203,2.2356,1.2603622500047815,1.294488042001922,1.199131361140703,0.6410995728378379,0.6320945945945946
EURUSD_71_5.30.159_SELL_M15,1001.0,631.0,370.0,57.0,17.56140350877193,801.0800000000002,280.4799999999999,520.5999999999999,0.5864135864135864,0.572107765451664,0.6108108108108108,18.579080068143103,-24.40782608695652,0.7611935615221265,0.8002797202797204,0.4445007923930268,1.4070270270270269,1.0792768613852373,1.0426355999963517,1.147633496866404,0.6356026312162162,0.6316891891891891
USOIL.cash_54_4.18.190_BOTH_M15,689.0,443.0,246.0,57.0,12.087719298245617,384.6499999999999,210.19,174.46,0.5515239477503628,0.5372460496613995,0.5772357723577236,6.000789473684211,-6.134789644012946,0.9781573325078052,0.5582728592162554,0.4744695259593678,0.7091869918699187,1.2029119299448738,1.1655169698401449,1.2788014382740711,0.6315613833783784,0.5743243243243243
USOIL.cash_44_6.17.127_BUY_M15,689.0,443.0,246.0,57.0,12.087719298245617,384.6499999999999,210.19,174.46,0.5515239477503628,0.5372460496613995,0.5772357723577236,6.000789473684211,-6.134789644012946,0.9781573325078052,0.5582728592162554,0.4744695259593678,0.7091869918699187,1.2029119299448738,1.1655169698401449,1.2788014382740711,0.6315613833783784,0.5743243243243243
USDCAD_51_6.27.122_BUY_M15,1168.0,752.0,416.0,57.0,20.49122807017544,1145.93,681.1600000000001,464.77,0.6309931506849316,0.613031914893617,0.6634615384615384,16.382075983717776,-25.35419953596288,0.6461286999213337,0.9811044520547946,0.9057978723404256,1.117235576923077,1.1048650854803317,1.0873349231992206,1.1485714103047702,0.6241157512162162,0.6180405405405406
US500.cash_29_3.32.156_BUY_M15,644.0,434.0,210.0,57.0,11.298245614035087,63.95000000000001,30.51,33.44,0.7608695652173914,0.7350230414746544,0.7988226600985221,1.5843981895984198,-1.2228847719348221,0.5525311995301718,0.0993012422360248,0.0702995391705069,0.1592380952380952,1.5846132359952383,1.6030888164303592,1.9603418126601437,0.6169035175675676,0.5197972972972973
EURUSD_73_5.43.181_SELL_M15,941.0,585.0,356.0,57.0,16.50877192982456,1043.76,642.3599999999999,401.4,0.6078639744952179,0.6,0.6207865168539326,17.197762237762237,-23.830243902439022,0.7216779781260252,1.1092029755579171,1.0980512820512818,1.1275280898876403,1.1186986544392588,1.116201998567283,1.122925215900043,0.5759141981081082,0.5789864864864865
EURUSD_59_2.34.129_SELL_M15,964.0,607.0,357.0,57.0,16.912280701754387,758.5199999999999,305.12,453.3999999999999,0.6317427385892116,0.627677100494234,0.6386554621848739,19.890837438423645,-32.07627118644068,0.6201106519772761,0.7868464730290455,0.502668863261944,1.2700280112044815,1.0668005284015851,1.041651195806487,1.1125229562714052,0.574769329864865,0.5760135135135136
USDJPY_38_1.35.168_BUY_M15,363.0,242.0,126.11,57.0,6.402492552135055,1963.24,1581.92,381.32,0.5702479338842975,0.5991735537190083,0.512396694214876,30.079227053140094,-27.32794871794872,1.1006763575117648,5.408374655647382,6.536859504132232,3.1514049586776856,1.4605128590059957,1.593190340482976,1.2388684256683955,0.5668841751351352,0.5420945945945946
USDCAD_33_5.11.180_BUY_M15,424.0,242.0,182.0,51.65,8.833333333333334,1018.46,626.74,391.72,0.4410377358490566,0.4008264462809917,0.4945054945054945,28.211390374331543,-18.038432203389828,1.5639602187284318,2.402028301886792,2.589834710743802,2.152307692307692,1.2392396648399011,1.232401364580243,1.2510591115640242,0.5644212978378379,0.531891891891892
USDJPY_40_2.4.138_BUY_M15,585.0,382.0,203.0,57.0,10.263157894736842,2725.01,2261.49,463.5200000000001,0.5196581196581197,0.5392670157068062,0.4827586206896552,35.79519736842105,-29.02750889679715,1.2331474084009542,4.658136752136753,5.920130890052356,2.2833497536945817,1.3340811820423135,1.4458527526082947,1.150276386389794,0.5604997166216216,0.5457432432432432
EURUSD_11_1.42.105_SELL_M15,533.0,330.0,203.0,56.0,9.517857142857142,588.94,242.94000000000008,345.99999999999994,0.7626205236968757,0.7394759111855885,0.7931034482758621,11.386308068459655,-32.806935483870966,0.38228446048736026,1.104953095684803,0.7361818181818184,1.7044334975369455,1.144771709365152,1.093526232310322,1.235294117647059,0.5337080663513514,0.5203378378378378
USDCHF_53_6.47.153_BOTH_M15,537.0,332.0,205.0,57.0,9.421052631578949,1189.67,713.33,476.34,0.5363128491620112,0.5391566265060241,0.5317073170731708,29.30645833333333,-29.11883534136546,1.0064433549545624,2.215400372439478,2.148584337349398,2.323609756097561,1.164079061152265,1.1569382811657782,1.1760765903966288,0.5287829085810811,0.5543243243243243
AUDJPY_78_3.7.108_BUY_M15,622.0,370.0,252.0,55.0,11.309090909090909,2197.8099999999995,1797.2999999999995,400.5099999999999,0.5771704180064309,0.6027027027027027,0.5396825396825397,24.18623955431755,-24.65798479087452,0.980868459423677,3.5334565916398706,4.857567567567567,1.5893253968253964,1.3389040948026618,1.485760695356989,1.1438055639335312,0.5105324074324324,0.5232432432432432
EURUSD_13_6.46.178_BUY_M15,524.0,314.0,210.0,55.0,9.527272727272727,560.98,164.78,396.19999999999993,0.4274809160305343,0.4140127388535032,0.4476190476190476,25.63544642857143,-17.2712,1.4842886671783913,1.0705725190839694,0.5247770700636942,1.8866666666666665,1.1082688714931983,1.0528605249481915,1.1919480645317568,0.5101376186486487,0.506891891891892
AUDJPY_47_6.30.171_BOTH_M15,650.0,405.0,245.0,57.0,11.403508771929824,968.8,693.3500000000001,275.4500000000001,0.5846153846153846,0.5876543209876544,0.5795918367346938,16.98507894736842,-20.316777777777773,0.8360124392336702,1.4904615384615385,1.7119753086419756,1.1242857142857148,1.1766100996622024,1.20011313816999,1.1363114502607958,0.4988943612162162,0.5008783783783785
EURGBP_63_4.21.189_SELL_M15,850.0,534.0,316.0,56.0,15.178571428571429,783.82,564.01,219.81,0.6388235294117647,0.6310861423220974,0.6518987341772152,13.875211786372008,-22.06019607843137,0.6289704650421507,0.9221411764705882,1.0561985018726592,0.6956012658227848,1.1161142565944044,1.1254568304916974,1.0974866616107184,0.49586604851351357,0.49277027027027026
GBPUSD_21_3.3.167_BUY_M15,774.0,504.0,270.0,57.0,13.578947368421051,1242.16,962.86,279.29999999999984,0.4741602067183462,0.4722222222222222,0.4777777777777778,39.516130790190736,-32.580491400491404,1.212877065125995,1.604857881136951,1.910436507936508,1.0344444444444438,1.093675387963735,1.1082453828823766,1.0639847884355451,0.4814650181081081,0.4837162162162163
AUDJPY_3_3.19_BUY_M15,621.0,373.0,248.0,55.0,11.290909090909093,2138.58,1813.32,325.2599999999999,0.5780998389694042,0.6058981233243967,0.5362903225806451,23.89596100278552,-24.580419847328244,0.9721543062000576,3.443768115942029,4.8614477211796245,1.3115322580645157,1.332074030251224,1.4900904601929204,1.1187036969453663,0.46431825837837837,0.4747297297297298
GBPUSD_22_6.11.100_SELL_M15,394.0,255.0,139.0,57.0,6.912280701754386,718.5799999999999,559.68,158.9,0.4289340101522843,0.4235294117647059,0.4388489208633093,19.67514792899409,-11.741081081081084,1.675752666481242,1.8238071065989845,2.1948235294117646,1.143165467625899,1.275685588447432,1.3203993542551606,1.1848319181109692,0.4334790927027027,0.4458783783783784
USDCAD_34_1.8.187_BUY_M15,890.0,562.0,328.0,57.0,15.614035087719298,277.06999999999994,125.57999999999996,151.49,0.6393258426966292,0.6441281138790036,0.6310975609756098,13.473057996485062,-23.0190031152648,0.5853015410363515,0.3113146067415729,0.2234519572953736,0.461859756097561,1.0374971241423177,1.0256198397688951,1.0609022163437765,0.4314250016216216,0.44993243243243236
USDCAD_77_3.51.113_SELL_M15,580.0,365.0,215.0,57.0,10.175438596491228,468.6699999999999,308.78000000000003,159.89,0.5913793103448276,0.5945205479452055,0.586046511627907,13.266239067055391,-17.222151898734175,0.7703008976497565,0.8080517241379309,0.8459726027397261,0.7436744186046511,1.1148236619994365,1.1086675746346133,1.1289289918880123,0.4237107621621622,0.4469594594594595
NZDUSD_75_4.73.120_SELL_M15,560.0,349.0,211.0,57.0,9.824561403508772,910.2999999999998,715.0,195.3,0.4982142857142857,0.4899713467048711,0.5118483412322274,21.993548387096773,-18.59750889679715,1.1826072249323931,1.625535714285714,2.048710601719198,0.9255924170616112,1.174190091658853,1.1977268327756423,1.121319418561312,0.4002187733783784,0.4507432432432433
USDCAD_30_2.34.141_BUY_M15,635.0,412.0,223.0,57.0,11.140350877192985,916.46,764.71,151.75,0.6913385826771653,0.6966019417475728,0.6816143497757847,14.455968109339407,-27.702602040816323,0.5218270864246017,1.4432440944881888,1.856092233009709,0.6804932735426009,1.168786178267348,1.2035649352205056,1.0906988141914506,0.3985926802702703,0.4277702702702703
NZDUSD_23_2.12.147_SELL_M15,517.0,328.0,189.0,56.0,9.232142857142858,815.5,633.0999999999999,182.4000000000001,0.688588007736944,0.7012195121951219,0.6666666666666666,13.06011235955056,-23.961875,0.5450371625572106,1.577369439071567,1.930182926829268,0.9650793650793654,1.2127076866897937,1.2474883702748132,1.142969117416523,0.39378108797297295,0.42087837837837844
USDJPY_57_4.8.181_BUY_M15,953.0,605.0,348.0,57.0,16.719298245614034,2703.89,2641.2699999999995,62.61999999999978,0.5498426023084995,0.5735537190082645,0.5086206896551724,34.72740458015267,-36.11484848484849,0.9615824525671788,2.837240293809024,4.365735537190082,0.1799425287356315,1.174520291713757,1.2873969567980224,1.0099350304222623,0.3917997041891892,0.38317567567567573
AUDUSD_6_5.9.126_SELL_M15,752.0,460.0,292.0,57.0,13.192982456140353,1420.4399999999996,1283.54,136.90000000000006,0.476063829787234,0.4869565217391304,0.4589041095890411,25.58860335195531,-19.6453807106599,1.3025251955575756,1.888882978723404,2.790304347826087,0.4688356164383563,1.1835127411411477,1.255269302212729,1.0504774897680764,0.3911810418918919,0.4175
EURUSD_12_3.47.124_BUY_M15,648.0,420.0,228.0,57.0,11.36842105263158,593.6600000000001,444.96,148.69999999999993,0.4182098765432099,0.4166666666666667,0.4210526315789473,26.11948339483395,-17.200848806366047,1.5184996792232202,0.916141975308642,1.0594285714285716,0.6521929824561401,1.09154751477319,1.104469832504543,1.0668164457425298,0.3893840335135135,0.40682432432432436
USOIL.cash_42_1.25.121_BUY_M15,837.0,531.0,306.0,57.0,14.68421052631579,462.5799999999999,430.06,32.51999999999998,0.6224611708482676,0.6666666666666666,0.545751633986928,5.451439539347408,-7.524113924050632,0.7245291065997851,0.5526642771804061,0.8099058380414311,0.1062745098039215,1.194555900438253,1.2822879197626489,1.0380733837544196,0.3739478460810811,0.370472972972973
EURGBP_70_2.27.108_SELL_M15,816.0,503.0,313.0,57.0,14.31578947368421,240.28000000000003,195.57999999999987,44.69999999999999,0.5784313725490197,0.5745526838966203,0.5846645367412141,13.047330508474577,-17.203662790697674,0.7584042228222179,0.2944607843137255,0.3888270377733596,0.142811501597444,1.040601142942113,1.0507304268431863,1.0216697854351895,0.35822305500000007,0.38817567567567574
AUDUSD_60_1.31.145_SELL_M15,556.0,369.0,187.0,57.0,9.75438596491228,861.7,737.1000000000001,124.59999999999997,0.579136690647482,0.5826558265582655,0.5721925133689839,20.28248447204969,-24.22760683760684,0.8371641742413696,1.5498201438848922,1.9975609756097563,0.6663101604278073,1.1519951457509443,1.183734819630287,1.0751734539969835,0.3415240422972973,0.370472972972973
EURGBP_9_5.2.127_SELL_M15,607.0,371.0,236.0,57.0,10.649122807017545,851.81,712.54,139.27,0.4975288303130148,0.5040431266846361,0.4872881355932203,22.53953642384106,-19.525016393442623,1.154392701632294,1.40331136738056,1.9205929919137463,0.5901271186440679,1.143038019321157,1.1955475297901652,1.060255872210997,0.3209347006756757,0.3766891891891892
EURGBP_8_6.1.186_SELL_M15,646.0,396.0,250.0,57.0,11.333333333333334,1254.8000000000002,1173.34,81.46000000000006,0.5696594427244582,0.5858585858585859,0.544,20.843695652173917,-23.077985611510798,0.9031852260873902,1.942414860681115,2.9629797979797985,0.3258400000000002,1.1955833208638835,1.3016484307515117,1.0322496357762714,0.3194205443243243,0.37398648648648647
NZDUSD_76_5.71.164_BUY_M15,546.0,343.0,203.0,56.0,9.75,313.38000000000005,232.77999999999997,80.6,0.5915750915750916,0.5947521865889213,0.5862068965517241,13.9784520123839,-18.84152466367713,0.7418960122336433,0.573956043956044,0.6786588921282797,0.3970443349753694,1.0745848069572503,1.0803837202074684,1.0617246132638998,0.2817629018918919,0.3241216216216216
USDCHF_35_3.1.133_SELL_M15,356.79,233.9,128.0,53.0,6.415094339622642,229.73,153.72,76.01000000000002,0.55,0.5613207547169812,0.53125,15.33422459893048,-17.24032679738562,0.8894393232299873,0.6756764705882353,0.7250943396226415,0.5938281250000002,1.0870925061699843,1.0968760437870644,1.0723215984776402,0.2732258756756757,0.2913513513513514
NZDUSD_26_2.6.180_SELL_M15,759.0,469.0,290.0,57.0,13.31578947368421,642.1,742.4,-100.30000000000008,0.538866930171278,0.5565031982942431,0.5103448275862069,21.56161369193154,-23.63179190751445,0.9123985932304765,0.8459815546772069,1.5829424307036246,-0.3458620689655174,1.078528972922731,1.1423722312781666,0.9661388879511156,0.2725012968918919,0.2864189189189189
NZDUSD_25_5.7.105_SELL_M15,711.0,431.0,280.0,57.0,12.473684210526317,783.9000000000001,860.8999999999999,-77.0,0.5133614627285513,0.5220417633410673,0.5,23.93753424657534,-23.120058139534883,1.0353578741933431,1.1025316455696204,1.9974477958236656,-0.275,1.0985628606993325,1.1697994122403896,0.973293562708102,0.2715468243243243,0.30750000000000005
AUDJPY_1_3.14.146_BUY_M15,655.0,430.0,225.0,57.0,11.491228070175438,491.0400000000001,539.6100000000001,-48.56999999999999,0.39398579343260254,0.39997539880837973,0.3511111111111111,26.11496,-14.9079012345679,1.7270896465374723,0.7496793893129773,1.2549069767441865,-0.2158666666666666,1.081328982890836,1.1336144566380095,0.975704552957772,0.2549067901351352,0.2927702702702703
EURGBP_62_3.31.132_BUY_M15,633.0,384.0,249.0,57.0,11.105263157894736,472.65,493.43000000000006,-20.779999999999987,0.7235387045813586,0.7291666666666666,0.714859437751004,8.110851528384279,-18.5264,0.4377996549995832,0.7466824644549762,1.2849739583333335,-0.0834538152610441,1.1457842399417666,1.2612440900691984,0.9846455092917576,0.23826675594594596,0.3225
USOIL.cash_43_5.11.112_BUY_M15,547.0,346.0,201.0,57.0,9.596491228070176,241.82,221.64,20.179999999999996,0.3985374771480804,0.4046242774566474,0.3880597014925373,8.930917431192661,-5.198536585365853,1.7179676019466037,0.4420840950639854,0.640578034682081,0.1003980099502487,1.141819930562072,1.2062112725851777,1.0320165000793278,0.22580977722972972,0.29391891891891897
USDCAD_32_4.16.175_BUY_M15,765.0,490.0,275.0,57.0,13.421052631578949,495.31000000000006,706.06,-210.75,0.6196078431372549,0.6244897959183674,0.610909090909091,19.39626582278481,-29.89182130584193,0.6488820344645273,0.6474640522875817,1.440938775510204,-0.7663636363636362,1.0569418705710858,1.1200906896803922,0.9252428940843452,0.22161299297297302,0.27222972972972975
USDCHF_36_4.5.112_SELL_M15,706.0,444.0,262.0,57.0,12.385964912280702,468.1699999999999,649.45,-181.28,0.6473087818696884,0.6621621621621622,0.6221374045801527,19.57398249452954,-34.04473895582329,0.5749488201371992,0.6631303116147308,1.4627252252252254,-0.6919083969465649,1.0552273526212852,1.127760990848501,0.9465852638030304,0.2184864722972973,0.27344594594594596
AUDUSD_5_6.3.178_SELL_M15,640.0,413.0,227.0,57.0,11.228070175438596,578.96,659.46,-80.5,0.5640625,0.5738498789346247,0.5462555066079295,20.570637119113574,-24.7185559566787,0.8321941279727386,0.904625,1.5967554479418886,-0.3546255506607929,1.0845562462027387,1.1505362107771746,0.9673600129749016,0.21329984027027027,0.2625
AUDUSD_4_3.27.109_SELL_M15,513.0,335.0,178.0,57.0,9.0,1237.9799999999998,1222.9800000000002,15.0,0.5925925925925926,0.608955223880597,0.5617977528089888,21.79486842105263,-25.902211538461536,0.8414288636586101,2.4132163742690054,3.65068656716418,0.0842696629213483,1.229780646885661,1.34643755523829,1.0080753701211305,0.1758995491891892,0.26250000000000007
US500.cash_28_3.8.114_BUY_M15,547.0,320.0,227.0,57.0,9.596491228070176,66.91000000000001,84.41,-17.500000000000007,0.453382084095064,0.478125,0.4185022026431718,2.0696774193548384,-1.492876254180602,1.3863690400051452,0.1223217550274223,0.2637812499999999,-0.0770925110132158,1.1498980666263412,1.3885922106620014,0.9236308095134192,0.1435053689864865,0.2602702702702703
EURGBP_7_3.16.177_SELL_M15,615.0,389.0,226.0,57.0,10.789473684210526,-77.33999999999995,27.239999999999995,-104.57999999999998,0.5869918699186992,0.5861182519280206,0.588495575221239,9.004404432132963,-13.10208661417323,0.6872496494102257,-0.1257560975609755,0.070025706940874,-0.4627433628318583,0.9767603284924862,1.0127358755213107,0.9120503914758348,0.13906496216216216,0.22804054054054054
NZDUSD_24_4.41.120_SELL_M15,639.0,385.0,254.0,57.0,11.210526315789474,-154.00919999999994,-6.064999999999992,-348.3,0.4115805946791862,0.4545454545454545,0.34884385353470154,9.777946768060838,-7.863002680965146,1.2435385265391568,-0.24446392305049797,-0.013753906710349446,-1.3712598425196851,0.949774103524838,0.9975047821082794,0.7906807996557342,0.12190447364864865,0.2092567567567568
NZDUSD_27_6.16.107_SELL_M15,576.0,376.0,200.0,57.0,10.105263157894736,595.8999999999999,745.1,-149.20000000000005,0.5555555555555556,0.5638297872340425,0.54,21.1253125,-24.26850393700788,0.8704826863177701,1.0345486111111108,1.9816489361702128,-0.7460000000000002,1.0966711008727814,1.1757933231095907,0.922521680427896,0.11436114945945947,0.188445945945946
EURGBP_10_5.21.111_SELL_M15,472.0,301.0,171.0,57.0,8.280701754385966,879.2099999999999,948.86,-69.64999999999995,0.559322033898305,0.6013289036544851,0.4853801169590643,20.246590909090912,-21.470625,0.9429902906455176,1.862733050847457,3.1523588039867114,-0.4073099415204675,1.1968722919731567,1.3393281812687523,0.9582834211787252,0.10369130459459461,0.18439189189189192
GBPUSD_20_1.32.126_BUY_M15,610.0,388.0,222.0,57.0,10.701754385964913,-3.240000000000066,502.26,-390.744,0.4295081967213114,0.440721649484536,0.4099099099099099,30.69381679389313,-23.117873563218392,1.3277093461886744,-0.0053114754098361,1.2944845360824742,-1.6158169823366675,0.9995972663834272,1.0988541219724377,0.8294649483840497,0.1029077472972973,0.18682432432432433
