strategy_id,trade_count_total,trade_count_is,trade_count_oos,active_months,trades_per_month,net_profit_total,net_profit_is,net_profit_oos,win_rate_total,win_rate_is,win_rate_oos,avg_win_total,avg_loss_total,payoff_ratio_total,expectancy_total,expectancy_is,expectancy_oos,profit_factor_total,profit_factor_is,profit_factor_oos,first_trade_time_utc,last_trade_time_utc
EURGBP_62_3.31.132_BUY_M15,633,384,249,57,11.105263157894736,472.65,493.43000000000006,-20.779999999999987,0.7235387045813586,0.7291666666666666,0.714859437751004,8.110851528384279,-18.5264,0.43779965499958323,0.7466824644549762,1.2849739583333335,-0.08345381526104412,1.1457842399417666,1.2612440900691984,0.9846455092917575,2021-07-06T16:32:40+00:00,2026-03-12T18:04:20+00:00
EURGBP_63_4.21.189_SELL_M15,850,534,316,56,15.178571428571429,783.82,564.01,219.81,0.6388235294117647,0.6310861423220974,0.6518987341772152,13.875211786372008,-22.06019607843137,0.6289704650421507,0.9221411764705882,1.0561985018726592,0.6956012658227848,1.1161142565944044,1.1254568304916974,1.0974866616107184,2021-07-06T14:09:00+00:00,2026-03-12T14:48:40+00:00
EURGBP_70_2.27.108_SELL_M15,816,503,313,57,14.31578947368421,240.28000000000003,195.57999999999987,44.69999999999999,0.5784313725490197,0.5745526838966203,0.5846645367412141,13.047330508474577,-17.203662790697674,0.7584042228222179,0.2944607843137255,0.3888270377733596,0.14281150159744405,1.040601142942113,1.0507304268431865,1.0216697854351895,2021-07-07T12:32:40+00:00,2026-03-12T10:42:00+00:00
EURGBP_7_3.16.177_SELL_M15,615,389,226,57,10.789473684210526,-77.33999999999995,27.239999999999995,-104.57999999999998,0.5869918699186992,0.5861182519280206,0.588495575221239,9.004404432132963,-13.10208661417323,0.6872496494102257,-0.12575609756097553,0.07002570694087402,-0.46274336283185835,0.9767603284924862,1.0127358755213107,0.9120503914758347,2021-07-06T09:24:40+00:00,2026-03-12T09:15:40+00:00
EURGBP_8_6.1.186_SELL_M15,646,396,250,57,11.333333333333334,1254.8000000000002,1173.3400000000001,81.46000000000006,0.5696594427244582,0.5858585858585859,0.544,20.843695652173913,-23.077985611510794,0.9031852260873902,1.942414860681115,2.9629797979797985,0.32584000000000024,1.1955833208638835,1.3016484307515117,1.0322496357762714,2021-07-06T23:45:00+00:00,2026-03-12T23:45:00+00:00
EURGBP_9_5.2.127_SELL_M15,607,371,236,57,10.649122807017545,851.81,712.54,139.27,0.4975288303130148,0.5040431266846361,0.4872881355932203,22.53953642384106,-19.525016393442623,1.1543927016322941,1.40331136738056,1.9205929919137466,0.5901271186440679,1.1430380193211567,1.1955475297901652,1.060255872210997,2021-07-06T23:45:00+00:00,2026-03-12T23:45:00+00:00
EURUSD_11_1.42.105_SELL_M15,533,330,203,56,9.517857142857142,588.94,242.94000000000008,345.99999999999994,0.7673545966228893,0.7515151515151515,0.7931034482758621,11.386308068459657,-32.806935483870966,0.3470701514945693,1.104953095684803,0.7361818181818184,1.7044334975369455,1.144771709365152,1.093526232310322,1.235294117647059,2021-07-07T10:10:40+00:00,2026-03-12T15:21:40+00:00
EURUSD_12_3.47.124_BUY_M15,648,420,228,57,11.368421052631579,593.6600000000001,444.96000000000004,148.69999999999993,0.4182098765432099,0.4166666666666667,0.42105263157894735,26.11948339483395,-17.200848806366047,1.5184996792232202,0.916141975308642,1.0594285714285716,0.6521929824561401,1.0915475147731901,1.104469832504543,1.0668164457425298,2021-07-06T12:18:20+00:00,2026-03-11T18:02:40+00:00
EURUSD_13_6.46.178_BUY_M15,524,314,210,55,9.527272727272727,560.98,164.78,396.19999999999993,0.42748091603053434,0.4140127388535032,0.44761904761904764,25.63544642857143,-17.2712,1.4842886671783913,1.0705725190839694,0.5247770700636942,1.8866666666666663,1.1082688714931985,1.0528605249481915,1.1919480645317568,2021-07-12T12:54:40+00:00,2026-03-02T08:23:40+00:00
EURUSD_14_5.6.167_BUY_M15,702,450,252,57,12.31578947368421,958.5599999999997,443.25999999999993,515.3,0.6381766381766382,0.6288888888888889,0.6547619047619048,15.966026785714288,-24.483083003952565,0.6521248481303078,1.365470085470085,0.985022222222222,2.0448412698412697,1.1547507192188848,1.1086229881001393,1.2438135793707124,2021-07-06T06:28:40+00:00,2026-03-11T15:51:40+00:00
EURUSD_18_6.6.111_SELL_M15,1535,947,588,57,26.92982456140351,8982.460000000001,5807.360000000001,3175.1000000000004,0.44234527687296415,0.426610348468849,0.467687074829932,58.541855670103104,-36.197011764705884,1.617311839182943,5.851765472312704,6.132375923970433,5.39982993197279,1.2919467515355512,1.3032158625269938,1.2733643854015102,2021-07-05T12:14:40+00:00,2026-03-11T23:45:00+00:00
EURUSD_59_2.34.129_SELL_M15,964,607,357,57,16.912280701754387,758.5199999999999,305.12,453.3999999999999,0.6317427385892116,0.627677100494234,0.6386554621848739,19.890837438423645,-32.07627118644068,0.6201106519772761,0.7868464730290455,0.502668863261944,1.2700280112044815,1.0668005284015853,1.0416511958064867,1.1125229562714052,2021-07-05T23:45:00+00:00,2026-03-11T12:04:20+00:00
EURUSD_64_4.34.165_BUY_M15,855,551,304,57,15.0,824.5000000000002,-3.5,827.9999999999999,0.7403508771929824,0.7223230490018149,0.7730263157894737,11.150394944707742,-28.206787330316747,0.39530893093674874,0.9643274853801173,-0.006352087114337568,2.7236842105263155,1.1322649469817283,0.9992175448793902,1.470294217880268,2021-07-06T23:45:00+00:00,2026-03-12T14:37:40+00:00
EURUSD_71_5.30.159_SELL_M15,1001,631,370,57,17.56140350877193,801.0800000000002,280.4799999999999,520.5999999999999,0.5864135864135864,0.572107765451664,0.6108108108108108,18.579080068143103,-24.407826086956522,0.7611935615221265,0.8002797202797204,0.4445007923930268,1.4070270270270269,1.0792768613852373,1.0426355999963517,1.147633496866404,2021-07-07T16:42:40+00:00,2026-03-10T23:45:00+00:00
EURUSD_72_5.42.127_SELL_M15,989,615,374,57,17.350877192982455,830.6600000000001,132.46000000000004,698.2000000000002,0.6117290192113246,0.591869918699187,0.6443850267379679,16.984595041322315,-24.59640625,0.6905315706973377,0.8398988877654197,0.21538211382113828,1.8668449197860968,1.087946875708045,1.0213730653551742,1.2149961508852964,2021-07-06T06:03:40+00:00,2026-03-12T16:20:40+00:00
EURUSD_73_5.43.181_SELL_M15,941,585,356,57,16.50877192982456,1043.76,642.3599999999999,401.4,0.6078639744952179,0.6,0.6207865168539326,17.197762237762237,-23.830243902439026,0.7216779781260252,1.1092029755579171,1.0980512820512818,1.1275280898876403,1.1186986544392588,1.116201998567283,1.122925215900043,2021-07-06T06:28:40+00:00,2026-03-12T15:36:40+00:00
GBPJPY_50_5.35.116_BUY_M15,539,328,211,57,9.456140350877194,1789.1299999999999,551.7199999999999,1237.4100000000003,0.5936920222634509,0.5914634146341463,0.5971563981042654,33.4114375,-40.65082191780822,0.8219129632250606,3.3193506493506493,1.6820731707317071,5.864502369668248,1.2009687133882165,1.0957018138799892,1.3943885974362082,2021-07-05T23:45:00+00:00,2026-03-05T14:47:20+00:00
GBPJPY_65_2.14.157_BUY_M15,680,435,245,57,11.929824561403509,3744.01,1814.35,1929.6600000000003,0.538235294117647,0.5448275862068965,0.5265306122448979,47.75513661202185,-43.74003184713376,1.0917947380312938,5.50589705882353,4.170919540229884,7.876163265306124,1.2726015099345656,1.1986856860013841,1.4192534236009569,2021-07-06T17:18:40+00:00,2026-03-12T23:45:00+00:00
GBPJPY_66_4.17.131_BOTH_M15,908,582,326,57,15.929824561403509,2886.37,1655.9500000000003,1230.4199999999998,0.5671806167400881,0.5738831615120275,0.5552147239263804,40.05345631067961,-45.14290076335878,0.8872592508098165,3.1788215859030835,2.8452749140893476,3.7742944785276067,1.162693420272406,1.1385645252390015,1.2124927250401958,2021-07-05T23:45:00+00:00,2026-03-12T23:45:00+00:00
GBPJPY_67_4.19.99_BOTH_M15,929,593,336,57,16.29824561403509,2945.41,1476.0799999999997,1469.3300000000002,0.5629709364908504,0.5581787521079258,0.5714285714285714,40.10835564053537,-44.521629629629636,0.9008734849598321,3.1705166846071045,2.489173693086003,4.373005952380953,1.1633502040345487,1.1203348322740747,1.2548787299516726,2021-07-05T23:45:00+00:00,2026-03-12T23:45:00+00:00
GBPUSD_19_0.13205_BUY_M15,498,315,183,54,9.222222222222221,312.59999999999997,409.49999999999994,-96.89999999999998,0.41164658634538154,0.44761904761904764,0.34972677595628415,19.38907317073171,-12.671833910034604,1.5300921167675534,0.6277108433734939,1.2999999999999998,-0.5295081967213113,1.085359459990825,1.1828810804051522,0.9319044272663388,2021-07-12T18:17:40+00:00,2026-02-26T15:43:40+00:00
GBPUSD_20_1.32.126_BUY_M15,610,388,222,57,10.701754385964913,-3.240000000000066,502.26,-505.5,0.42950819672131146,0.44072164948453607,0.4099099099099099,30.69381679389313,-23.117873563218392,1.3277093461886744,-0.005311475409836174,1.2944845360824742,-2.277027027027027,0.9995972663834273,1.0988541219724375,0.8294649483840497,2021-07-06T11:30:40+00:00,2026-03-11T11:45:40+00:00
GBPUSD_21_3.3.167_BUY_M15,774,504,270,57,13.578947368421053,1242.16,962.8599999999999,279.29999999999984,0.47416020671834624,0.4722222222222222,0.4777777777777778,39.516130790190736,-32.580491400491404,1.212877065125995,1.604857881136951,1.9104365079365078,1.0344444444444438,1.0936753879637353,1.1082453828823766,1.0639847884355453,2021-07-06T09:07:20+00:00,2026-03-12T17:29:40+00:00
GBPUSD_22_6.11.100_SELL_M15,394,255,139,57,6.912280701754386,718.5799999999999,559.68,158.9,0.4289340101522843,0.4235294117647059,0.43884892086330934,19.675147928994086,-11.741081081081083,1.6757526664812419,1.8238071065989845,2.1948235294117646,1.1431654676258993,1.2756855884474319,1.3203993542551606,1.1848319181109692,2021-07-06T17:17:40+00:00,2026-03-11T13:22:40+00:00
GBPUSD_69_3.13.113_BUY_M15,758,478,280,57,13.298245614035087,1281.56,796.7600000000001,484.8,0.5303430079155673,0.5230125523012552,0.5428571428571428,18.768805970149256,-17.594101123595507,1.0667669714014743,1.6907124010554089,1.6668619246861927,1.7314285714285715,1.2046076474814402,1.1947211496163055,1.2232352534880508,2021-07-06T12:15:40+00:00,2026-03-11T07:49:40+00:00
GBPUSD_74_6.52.179_SELL_M15,723,446,277,57,12.68421052631579,2441.66,1415.1799999999998,1026.48,0.5103734439834025,0.5112107623318386,0.5090252707581228,35.3890514905149,-29.991242937853105,1.1799794881408203,3.377123098201936,3.17304932735426,3.7057039711191337,1.229978618994245,1.203787224238235,1.279504424778761,2021-07-06T05:04:40+00:00,2026-03-10T23:45:00+00:00
NZDUSD_23_2.12.147_SELL_M15,517,328,189,56,9.232142857142858,815.5,633.0999999999999,182.40000000000006,0.688588007736944,0.7012195121951219,0.6666666666666666,13.06011235955056,-23.961875,0.5450371625572106,1.5773694390715667,1.930182926829268,0.9650793650793654,1.2127076866897935,1.2474883702748132,1.142969117416523,2021-07-06T17:34:40+00:00,2026-03-12T15:19:40+00:00
NZDUSD_24_4.41.120_SELL_M15,639,385,254,57,11.210526315789474,-361.29999999999984,-12.999999999999972,-348.3,0.41158059467918623,0.45454545454545453,0.3464566929133858,9.777946768060838,-7.863002680965146,1.2435385265391568,-0.5654147104851328,-0.033766233766233694,-1.3712598425196851,0.8768113471308264,0.9928739790604617,0.6858199530939926,2021-07-06T17:36:40+00:00,2026-03-11T05:46:40+00:00
NZDUSD_25_5.7.105_SELL_M15,711,431,280,57,12.473684210526315,783.9000000000001,860.8999999999999,-77.0,0.5133614627285513,0.5220417633410673,0.5,23.93753424657534,-23.120058139534883,1.0353578741933431,1.1025316455696204,1.9974477958236656,-0.275,1.0985628606993323,1.1697994122403896,0.9732935627081021,2021-07-06T05:02:40+00:00,2026-03-11T23:45:00+00:00
NZDUSD_26_2.6.180_SELL_M15,759,469,290,57,13.31578947368421,642.1,742.4,-100.30000000000007,0.538866930171278,0.5565031982942431,0.5103448275862069,21.56161369193154,-23.63179190751445,0.9123985932304763,0.8459815546772069,1.5829424307036246,-0.34586206896551747,1.078528972922731,1.1423722312781666,0.9661388879511157,2021-07-06T17:25:40+00:00,2026-03-11T23:45:00+00:00
NZDUSD_27_6.16.107_SELL_M15,576,376,200,57,10.105263157894736,595.8999999999999,745.1,-149.20000000000005,0.5555555555555556,0.5638297872340425,0.54,21.1253125,-24.26850393700788,0.8704826863177701,1.0345486111111108,1.9816489361702128,-0.7460000000000002,1.0966711008727814,1.1757933231095907,0.9225216804278961,2021-07-06T17:35:40+00:00,2026-03-10T23:45:00+00:00
NZDUSD_75_4.73.120_SELL_M15,560,349,211,57,9.824561403508772,910.2999999999998,715.0,195.29999999999998,0.4982142857142857,0.4899713467048711,0.5118483412322274,21.993548387096773,-18.59750889679715,1.1826072249323931,1.625535714285714,2.048710601719198,0.9255924170616113,1.174190091658853,1.1977268327756423,1.121319418561312,2021-07-06T06:47:00+00:00,2026-03-11T12:56:40+00:00
NZDUSD_76_5.71.164_BUY_M15,546,343,203,56,9.75,313.38000000000005,232.77999999999994,80.6,0.5915750915750916,0.5947521865889213,0.5862068965517241,13.978452012383901,-18.84152466367713,0.7418960122336433,0.573956043956044,0.6786588921282797,0.39704433497536945,1.0745848069572503,1.0803837202074684,1.0617246132638998,2021-07-12T13:13:40+00:00,2026-03-12T17:19:40+00:00
US500.cash_28_3.8.114_BUY_M15,547,320,227,57,9.596491228070175,66.91000000000001,84.41,-17.500000000000007,0.453382084095064,0.478125,0.4185022026431718,2.0696774193548384,-1.492876254180602,1.3863690400051452,0.12232175502742232,0.26378124999999997,-0.07709251101321589,1.1498980666263412,1.3885922106620014,0.9236308095134191,2021-07-08T11:00:40+00:00,2026-03-11T11:51:40+00:00
US500.cash_29_3.32.156_BUY_M15,644,434,210,57,11.298245614035087,63.95000000000001,30.509999999999998,33.44,0.7608695652173914,0.7350230414746544,0.8142857142857143,0.2723469387755102,-0.4929078014184397,0.5525311995301718,0.09930124223602486,0.07029953917050691,0.15923809523809523,1.9201438848920862,1.6298513625103221,2.5878442545109213,2021-07-07T04:00:20+00:00,2026-03-10T07:00:40+00:00
USDCAD_30_2.34.141_BUY_M15,635,412,223,57,11.140350877192983,916.4599999999999,764.71,151.75,0.6913385826771653,0.6966019417475728,0.6816143497757847,14.455968109339407,-27.702602040816323,0.5218270864246017,1.4432440944881888,1.856092233009709,0.6804932735426009,1.1687861782673479,1.2035649352205056,1.0906988141914506,2021-07-05T23:45:00+00:00,2026-03-09T23:38:40+00:00
USDCAD_31_3.2.189_BUY_M15,1719,1121,598,57,30.157894736842106,4721.339999999998,2111.79,2609.5499999999997,0.491564863292612,0.47636039250669043,0.520066889632107,45.32776331360947,-38.421762013729975,1.179741920670157,2.746561954624781,1.8838447814451382,4.3637959866220735,1.140597165865312,1.0891770445933782,1.2635975655950906,2021-07-02T15:33:40+00:00,2026-03-11T16:07:20+00:00
USDCAD_32_4.16.175_BUY_M15,765,490,275,57,13.421052631578947,495.31000000000006,706.06,-210.74999999999997,0.6196078431372549,0.6244897959183674,0.610909090909091,19.396265822784812,-29.891821305841926,0.6488820344645273,0.6474640522875817,1.4409387755102039,-0.7663636363636362,1.0569418705710858,1.1200906896803922,0.9252428940843451,2021-07-05T15:04:20+00:00,2026-03-09T23:45:00+00:00
USDCAD_33_5.11.180_BUY_M15,424,242,182,48,8.833333333333334,1018.4599999999999,626.74,391.71999999999997,0.4410377358490566,0.40082644628099173,0.4945054945054945,28.211390374331543,-18.038432203389828,1.5639602187284318,2.402028301886792,2.589834710743802,2.152307692307692,1.2392396648399013,1.232401364580243,1.2510591115640242,2021-07-06T17:35:40+00:00,2026-03-06T17:15:40+00:00
USDCAD_34_1.8.187_BUY_M15,890,562,328,57,15.614035087719298,277.06999999999994,125.57999999999996,151.49,0.6393258426966292,0.6441281138790036,0.6310975609756098,13.473057996485062,-23.0190031152648,0.5853015410363515,0.31131460674157296,0.2234519572953736,0.461859756097561,1.0374971241423177,1.0256198397688951,1.0609022163437765,2021-07-06T09:05:40+00:00,2026-03-12T16:30:40+00:00
USDCAD_51_6.27.122_BUY_M15,1168,752,416,57,20.49122807017544,1145.93,681.1600000000001,464.77000000000004,0.6309931506849316,0.613031914893617,0.6634615384615384,16.382075983717776,-25.354199535962877,0.6461286999213337,0.9811044520547946,0.9057978723404256,1.117235576923077,1.1048650854803317,1.0873349231992206,1.1485714103047702,2021-07-05T23:45:00+00:00,2026-03-12T16:31:40+00:00
USDCAD_77_3.51.113_SELL_M15,580,365,215,57,10.175438596491228,468.6699999999999,308.78000000000003,159.89,0.5913793103448276,0.5945205479452055,0.586046511627907,13.266239067055393,-17.222151898734175,0.7703008976497565,0.8080517241379309,0.8459726027397261,0.7436744186046511,1.1148236619994365,1.1086675746346133,1.1289289918880125,2021-07-06T16:05:40+00:00,2026-03-12T18:08:40+00:00
USDCHF_35_3.1.133_SELL_M15,340,212,128,53,6.415094339622642,229.73000000000002,153.72,76.01000000000002,0.55,0.5613207547169812,0.53125,15.334224598930481,-17.24032679738562,0.8894393232299873,0.6756764705882353,0.7250943396226415,0.5938281250000002,1.0870925061699845,1.0968760437870644,1.0723215984776402,2021-07-09T09:22:00+00:00,2026-03-02T09:18:40+00:00
USDCHF_36_4.5.112_SELL_M15,706,444,262,57,12.385964912280702,468.1699999999999,649.45,-181.28,0.6473087818696884,0.6621621621621622,0.6221374045801527,19.57398249452954,-34.04473895582329,0.5749488201371992,0.6631303116147308,1.4627252252252254,-0.6919083969465649,1.0552273526212852,1.1277609908485007,0.9465852638030303,2021-07-06T09:04:40+00:00,2026-03-10T21:18:40+00:00
USDCHF_52_3.17.186_BOTH_M15,562,369,193,57,9.859649122807017,1837.28,430.21000000000015,1407.0700000000002,0.5498220640569395,0.5230352303523035,0.6010362694300518,25.772006472491906,-24.214505928853754,1.0643209714133481,3.2691814946619218,1.1658807588075886,7.290518134715027,1.2999018978921921,1.102573823063076,1.7282518684139705,2021-07-05T10:17:40+00:00,2026-03-12T15:15:40+00:00
USDCHF_53_6.47.153_BOTH_M15,537,332,205,57,9.421052631578947,1189.67,713.33,476.34,0.5363128491620112,0.5391566265060241,0.5317073170731708,29.306458333333335,-29.11883534136546,1.0064433549545624,2.2154003724394786,2.148584337349398,2.323609756097561,1.164079061152265,1.1569382811657782,1.1760765903966288,2021-07-06T12:35:40+00:00,2026-03-12T21:59:40+00:00
USDCHF_55_6.23.134_BUY_M15,537,357,180,57,9.421052631578947,911.0200000000001,302.80000000000007,608.2200000000001,0.6219739292364991,0.6134453781512605,0.6388888888888888,19.40802395209581,-27.444630541871916,0.7071701665826851,1.6964990689013038,0.8481792717086837,3.379000000000001,1.1635213578256987,1.0772102321406716,1.3687299181570174,2021-07-06T23:45:00+00:00,2026-03-12T17:10:40+00:00
USDJPY_37_0.18430_BUY_M15,1138,746,392,57,19.964912280701753,8198.18,4862.039999999999,3336.14,0.5114235500878734,0.5040214477211796,0.5255102040816326,67.90024054982818,-56.3305035971223,1.2053902630704856,7.204024604569421,6.517479892761393,8.510561224489795,1.261757433645724,1.2396718169557297,1.3023640687649998,2021-07-07T23:45:00+00:00,2026-03-12T23:45:00+00:00
USDJPY_38_1.35.168_BUY_M15,363,242,121,57,6.368421052631579,1963.2399999999998,1581.92,381.31999999999994,0.5702479338842975,0.5991735537190083,0.512396694214876,30.079227053140098,-27.32794871794872,1.1006763575117648,5.408374655647382,6.536859504132232,3.1514049586776856,1.4605128590059957,1.593190340482976,1.2388684256683957,2021-07-14T15:54:40+00:00,2026-03-10T23:45:00+00:00
USDJPY_39_6.27.190_BUY_M15,1727,1114,613,57,30.29824561403509,22168.940000000002,15810.470000000001,6358.47,0.5518239722061378,0.5727109515260324,0.5138662316476346,90.6469464847849,-82.96847545219639,1.0925468497611794,12.83667631731326,14.192522441651706,10.372707993474714,1.3452159532589196,1.409855792598914,1.2479717774533956,2021-07-09T23:45:00+00:00,2026-03-12T23:45:00+00:00
USDJPY_40_2.4.138_BUY_M15,585,382,203,57,10.263157894736842,2725.01,2261.49,463.5200000000001,0.5196581196581197,0.5392670157068062,0.4827586206896552,35.79519736842105,-29.02750889679715,1.2331474084009542,4.658136752136753,5.920130890052356,2.2833497536945817,1.3340811820423135,1.4458527526082947,1.150276386389794,2021-07-12T23:45:30+00:00,2026-03-12T23:45:00+00:00
USDJPY_41_2.5.172_BUY_M15,748,504,244,57,13.12280701754386,3264.21,2343.9300000000003,920.2800000000001,0.5280748663101604,0.5317460317460317,0.5204918032786885,35.46184810126582,-30.434050991501415,1.1652030191829672,4.3639171122994656,4.650654761904763,3.7716393442622955,1.3038390724568614,1.3325100720649155,1.2491269673688825,2021-07-13T23:45:00+00:00,2026-03-12T23:45:00+00:00
USDJPY_57_4.8.181_BUY_M15,953,605,348,57,16.719298245614034,2703.89,2641.2699999999995,62.61999999999978,0.5498426023084995,0.5735537190082645,0.5086206896551724,34.72740458015267,-36.11484848484849,0.9615824525671789,2.837240293809024,4.365735537190082,0.17994252873563155,1.174520291713757,1.2873969567980224,1.0099350304222625,2021-07-05T23:45:30+00:00,2026-03-12T23:45:00+00:00
USOIL.cash_42_1.25.121_BUY_M15,837,531,306,57,14.68421052631579,462.5799999999999,430.05999999999995,32.51999999999998,0.6224611708482676,0.6666666666666666,0.545751633986928,5.451439539347408,-7.524113924050632,0.7245291065997851,0.5526642771804061,0.8099058380414311,0.10627450980392152,1.1945559004382533,1.2822879197626489,1.0380733837544196,2021-07-06T14:42:40+00:00,2026-03-12T16:15:40+00:00
