rank,objective,spearman_score_vs_target,pearson_score_vs_target,top_bucket_target_mean,bottom_bucket_target_mean,top_bottom_spread,complexity_penalty,concentration_penalty,max_weight,weight_entropy,effective_n_features,n_features,features,weights
30,0.7304678165160805,0.970269609866138,0.9659236447535778,0.7690202702702704,0.24610038610038615,0.5229198841698843,0.015,0.0,0.32729901254413096,1.5318544482960132,4.319903678928217,5,rank__net_profit_oos|rank__expectancy_oos|rank__trade_count_oos|rank__active_months|rank__avg_loss_total,0.24708488|0.32729901|0.13751532|0.10597438|0.18212641
31,0.7300970726740144,0.9647752264291098,0.9644168158754403,0.7735569498069497,0.24685328185328184,0.5267036679536679,0.0,0.0,0.42981426584057947,1.0655423017167214,2.819919966647337,3,rank__expectancy_total|rank__profit_factor_oos|rank__trade_count_total,0.22457921|0.42981427|0.34560652
32,0.7296864094341837,0.971454382574931,0.9724015314136636,0.766076254826255,0.24388513513513513,0.5221911196911199,0.03,0.0,0.36354196270906847,1.5653467085597499,4.126128913680462,6,rank__avg_win_total|rank__trade_count_is|rank__net_profit_oos|rank__profit_factor_total|rank__expectancy_oos|rank__win_rate_oos,0.05559030|0.13181485|0.25601844|0.14921035|0.36354196|0.04382410
33,0.7296635875693537,0.9676186809302132,0.9732013015827304,0.768918918918919,0.24685328185328195,0.522065637065637,0.0,0.0,0.396500609232973,1.0802459264009134,2.897691245345751,3,rank__profit_factor_oos|rank__trades_per_month|rank__net_profit_oos,0.39650061|0.35552627|0.24797312
34,0.7284679579475785,0.9681222093314503,0.9658258008729548,0.7684362934362934,0.2488706563706564,0.519565637065637,0.015,0.0,0.3463544987679257,1.5008651628695395,4.153855546774084,5,rank__payoff_ratio_total|rank__net_profit_total|rank__profit_factor_oos|rank__trade_count_total|rank__win_rate_oos,0.06506978|0.21799833|0.34635450|0.17191691|0.19866048
35,0.7284505466333336,0.966108095726502,0.9670805399219865,0.7735569498069497,0.249015444015444,0.5245415057915057,0.015,0.02044840297672537,0.49089680595345075,1.389255687252127,3.245509875998552,5,rank__trade_count_is|rank__expectancy_total|rank__trade_count_oos|rank__net_profit_is|rank__profit_factor_oos,0.15800999|0.13628558|0.12362491|0.09118271|0.49089681
36,0.7284207798244762,0.9711137604211532,0.971467500061874,0.7669256756756757,0.2526254826254827,0.514300193050193,0.015,0.0,0.33773480922880095,1.4642575575740686,3.902546509051608,5,rank__net_profit_is|rank__win_rate_oos|rank__trade_count_is|rank__payoff_ratio_total|rank__expectancy_oos,0.07361668|0.30991525|0.10882855|0.16990472|0.33773481
37,0.72789447938979,0.9618577236337068,0.9647377877659868,0.7735569498069497,0.24685328185328187,0.5267036679536679,0.0,0.014876837730457476,0.47975367546091496,1.0350170898699258,2.6687617350683865,3,rank__profit_factor_oos|rank__trade_count_is|rank__net_profit_total,0.47975368|0.32799769|0.19224863
38,0.7277083114167756,0.9644938429107714,0.9656570636919206,0.7689189189189188,0.24542471042471045,0.5234942084942084,0.015,0.0,0.36368593562918144,1.497206787771776,4.061226483443764,5,rank__expectancy_oos|rank__net_profit_oos|rank__net_profit_total|rank__profit_factor_oos|rank__trade_count_oos,0.09036398|0.36368594|0.18360694|0.12442591|0.23791723
39,0.727497005460163,0.963723740650056,0.9703791451416022,0.7689189189189188,0.24472972972972973,0.5241891891891891,0.015,0.0,0.3025119706937283,1.5508401569754626,4.48209447464983,5,rank__trade_count_total|rank__net_profit_oos|rank__profit_factor_total|rank__profit_factor_oos|rank__trade_count_oos,0.22895451|0.30251197|0.13139154|0.21897052|0.11817147
40,0.7274036573214339,0.9688034536390064,0.9681468488317645,0.7691457528957529,0.2526254826254827,0.5165202702702703,0.03,0.0,0.22734883684284454,1.765926434244419,5.712166658733589,6,rank__net_profit_oos|rank__win_rate_oos|rank__payoff_ratio_total|rank__win_rate_total|rank__trade_count_is|rank__profit_factor_oos,0.22734884|0.16834490|0.18674465|0.14445923|0.10490524|0.16819715
41,0.7269328719894517,0.9633831184962779,0.9674118350623285,0.7721187258687259,0.24542471042471045,0.5266940154440154,0.045,0.0,0.21110006983641472,1.8752451528234904,6.181836331776353,7,rank__profit_factor_oos|rank__net_profit_oos|rank__trade_count_is|rank__win_rate_oos|rank__avg_loss_total|rank__expectancy_total|rank__expectancy_is,0.21110007|0.14997920|0.20521180|0.06622153|0.13823808|0.15219237|0.07705695
42,0.7268440969758051,0.9671743911644158,0.9654787637537477,0.7686196911196911,0.245926640926641,0.5226930501930501,0.015,0.03918629645237945,0.5283725929047589,1.2087806560839598,2.718646671820199,5,rank__net_profit_oos|rank__profit_factor_oos|rank__active_months|rank__net_profit_total|rank__avg_loss_total,0.26143155|0.52837259|0.03112402|0.13018043|0.04889141
43,0.7258696065009732,0.967677919565653,0.9672009434987069,0.7612548262548263,0.24388513513513518,0.5173696911196911,0.03,0.0,0.335759894170121,1.634336450590877,4.623690059770527,6,rank__profit_factor_oos|rank__trades_per_month|rank__profit_factor_total|rank__win_rate_oos|rank__expectancy_oos|rank__trade_count_total,0.17816815|0.11733504|0.18079624|0.15595112|0.33575989|0.03198955
44,0.7257345343192743,0.9587625049319848,0.9553925739177594,0.77382722007722,0.24971042471042473,0.5241167953667953,0.015,0.0,0.28907271132958934,1.5593039287712571,4.565131102882328,5,rank__expectancy_total|rank__trade_count_total|rank__profit_factor_oos|rank__trade_count_oos|rank__net_profit_oos,0.28907271|0.16706845|0.21111865|0.10453257|0.22820762
45,0.7257075431552424,0.9742089791228752,0.9730819623605457,0.7689189189189188,0.2427944015444016,0.5261245173745173,0.0,0.16531827175324568,0.7806365435064914,0.6585953486736897,1.5683456135355578,3,rank__trades_per_month|rank__net_profit_oos|rank__expectancy_is,0.15529414|0.78063654|0.06406931
46,0.725452853855965,0.9690996468162046,0.9675135259690792,0.7648359073359073,0.24326254826254828,0.5215733590733591,0.0,0.08431390841726352,0.6186278168345271,0.8258762964820715,2.0363416236981746,3,rank__trade_count_total|rank__expectancy_oos|rank__profit_factor_is,0.32420386|0.61862782|0.05716832
47,0.7252579455238012,0.960598902630614,0.9634114150868245,0.7738272200772202,0.2552895752895753,0.5185376447876449,0.015,0.0,0.28432582292798037,1.549326862319783,4.506906169815623,5,rank__net_profit_total|rank__net_profit_oos|rank__profit_factor_total|rank__trade_count_total|rank__profit_factor_oos,0.24370992|0.28432582|0.09077398|0.17119061|0.20999966
48,0.7249951572046203,0.9556524765714027,0.9521519585114304,0.7735569498069498,0.249015444015444,0.5245415057915057,0.0,0.0,0.3763744892541395,1.0923022822137285,2.962989183742174,3,rank__expectancy_total|rank__profit_factor_oos|rank__trade_count_is,0.28549861|0.37637449|0.33812690
49,0.7249443615507752,0.9615171014799287,0.9584915701866277,0.768918918918919,0.24452702702702706,0.524391891891892,0.045,0.0,0.2830284911034055,1.7158782080140467,4.954295481214291,7,rank__payoff_ratio_total|rank__expectancy_oos|rank__avg_win_total|rank__win_rate_is|rank__trades_per_month|rank__trade_count_oos|rank__net_profit_oos,0.04055416|0.28302849|0.09325763|0.13110910|0.19331626|0.02127975|0.23745462
50,0.724932328520763,0.9668337690106378,0.9679742746808851,0.755719111969112,0.24308880308880315,0.5126303088803088,0.0,0.0,0.3079987379164591,1.3554997822330193,3.786302288198458,4,rank__win_rate_oos|rank__payoff_ratio_total|rank__trade_count_is|rank__net_profit_oos,0.30799874|0.25597680|0.15219464|0.28382983
51,0.7246728962725106,0.9586884566376852,0.9616844512641697,0.7702992277992278,0.24516409266409273,0.525135135135135,0.03,0.0,0.33918087616467335,1.6439566765075608,4.571201693766219,6,rank__active_months|rank__trade_count_total|rank__win_rate_is|rank__expectancy_is|rank__expectancy_oos|rank__net_profit_oos,0.13475431|0.09496889|0.13670281|0.06199661|0.33918088|0.23239652
