strategy_id,symbol_mode,side_mode,side_mix,trade_count,buy_trade_count,sell_trade_count,session_preferred_regimes,session_forbidden_regimes,session_regime_dependency_score,session_regime_confidence,volatility_preferred_regimes,volatility_forbidden_regimes,volatility_regime_dependency_score,volatility_regime_confidence,trend_preferred_regimes,trend_forbidden_regimes,trend_regime_dependency_score,trend_regime_confidence,composite_preferred_regimes,composite_forbidden_regimes,composite_regime_dependency_score,composite_regime_confidence
EURUSD_11_1.42.105_SELL_M15,EURUSD,,UNKNOWN,533,0,0,ASIA|NY_PM,NEW_YORK,0.7604796072507554,1.0,MID_VOL,UNKNOWN,0.4724644973722464,1.0,RANGE,UNKNOWN,0.6171597464972859,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND,0.2036501224126419,0.7297297297297297
EURUSD_12_3.47.124_BUY_M15,EURUSD,,UNKNOWN,648,0,0,NY_PM,LONDON,0.6222718939146595,1.0,LOW_VOL,MID_VOL|UNKNOWN,0.7021631656897307,1.0,UPTREND,DOWNTREND|UNKNOWN,0.9325996975244766,1.0,ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|UPTREND|LONDON|LOW_VOL|RANGE|LONDON|LOW_VOL|UPTREND|NY_PM|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|RANGE,ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND,0.1618669314796425,0.7763157894736843
EURUSD_13_6.46.178_BUY_M15,EURUSD,,UNKNOWN,524,0,0,NEW_YORK,LONDON,0.6923507985430093,0.9,LOW_VOL,UNKNOWN,0.5279363619145541,1.0,UPTREND,UNKNOWN,0.9288488961007033,0.875,ASIA|LOW_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN,0.169434260657034,0.7162162162162162
EURUSD_14_5.6.167_BUY_M15,EURUSD,,UNKNOWN,702,0,0,LONDON|NEW_YORK|NY_PM,,0.5260390585878818,1.0,HIGH_VOL|LOW_VOL,UNKNOWN,0.7138655677718311,1.0,UPTREND,UNKNOWN,0.6126333146225093,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN,0.16837014053659433,0.7297297297297297
EURUSD_18_6.6.111_SELL_M15,EURUSD,SELL,SELL,1535,0,772,NEW_YORK|NY_PM,,0.5876207631317033,1.0,LOW_VOL,,0.3916432692157828,1.0,DOWNTREND|UPTREND,,0.38110940655455194,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|DOWNTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|UNKNOWN|UNKNOWN,0.156770866041567,0.7976190476190477
EURUSD_59_2.34.129_SELL_M15,EURUSD,,UNKNOWN,964,0,0,NY_PM,NEW_YORK,0.4591791341808902,1.0,,HIGH_VOL|UNKNOWN,0.5211775402075431,1.0,,UNKNOWN,0.5957697854302321,1.0,ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|MID_VOL|DOWNTREND,0.21238350906919534,0.7647058823529411
EURUSD_64_4.34.165_BUY_M15,EURUSD,BUY,BUY,855,855,0,NY_PM,,0.5452516676773801,1.0,LOW_VOL|MID_VOL,UNKNOWN,0.5510265398097146,1.0,UPTREND,UNKNOWN,0.7379245605052056,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.13275874785320677,0.7625
EURUSD_71_5.30.159_SELL_M15,EURUSD,,UNKNOWN,1001,0,0,NY_PM,ASIA,0.4510557469741144,1.0,HIGH_VOL,LOW_VOL|UNKNOWN,0.7503614289944435,1.0,DOWNTREND|RANGE,UNKNOWN|UPTREND,0.5067307566027079,1.0,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|UNKNOWN|UNKNOWN,0.14859823826292307,0.7948717948717949
EURUSD_72_5.42.127_SELL_M15,EURUSD,,UNKNOWN,989,0,0,NY_PM,,0.35287602629234577,1.0,HIGH_VOL,LOW_VOL|UNKNOWN,0.7641616516394318,1.0,DOWNTREND,RANGE|UNKNOWN,0.8259043675287131,1.0,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|UNKNOWN|UNKNOWN|NY_PM|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|MID_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.24078037127357782,0.8243243243243243
EURUSD_73_5.43.181_SELL_M15,EURUSD,,UNKNOWN,941,0,0,NEW_YORK|NY_PM,,0.3313980225339158,1.0,HIGH_VOL,MID_VOL|UNKNOWN,0.7799784510077322,1.0,DOWNTREND,UNKNOWN,0.6030606919176857,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|RANGE,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|MID_VOL|RANGE,0.13202373957987418,0.8108108108108107
GBPJPY_50_5.35.116_BUY_M15,GBPJPY,,UNKNOWN,539,0,0,ASIA|NEW_YORK|NY_PM,,0.7571165873916372,1.0,HIGH_VOL|MID_VOL,UNKNOWN,0.46921974214596746,1.0,UPTREND,UNKNOWN,0.6543246268141141,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|RANGE,ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|UNKNOWN|UNKNOWN,0.10675009633755599,0.7564102564102564
GBPJPY_65_2.14.157_BUY_M15,GBPJPY,,UNKNOWN,680,0,0,ASIA|NEW_YORK|NY_PM,,0.6756205245178298,1.0,HIGH_VOL|LOW_VOL|MID_VOL,UNKNOWN,0.4196821773703341,1.0,RANGE|UPTREND,DOWNTREND|UNKNOWN,0.7240461110772534,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|UPTREND,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN,0.158672451477736,0.6794871794871795
GBPJPY_66_4.17.131_BOTH_M15,GBPJPY,,UNKNOWN,908,0,0,ASIA|NY_PM,,0.85132190259738,1.0,LOW_VOL|MID_VOL,HIGH_VOL|UNKNOWN,0.5838859660857766,1.0,RANGE|UPTREND,DOWNTREND|UNKNOWN,0.5300296009249961,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|RANGE|NEW_YORK|MID_VOL|RANGE,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|DOWNTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE,0.15344852432858055,0.7375
GBPJPY_67_4.19.99_BOTH_M15,GBPJPY,,UNKNOWN,929,0,0,NEW_YORK|NY_PM,,0.6089882223527454,1.0,HIGH_VOL|LOW_VOL,UNKNOWN,0.46777783038969645,1.0,RANGE|UPTREND,UNKNOWN,0.6007240647496983,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|UPTREND|NEW_YORK|MID_VOL|RANGE|NEW_YORK|MID_VOL|UPTREND,ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE,0.13264067950856973,0.763157894736842
GBPUSD_19_0.13205_BUY_M15,GBPUSD,,UNKNOWN,498,0,0,LONDON,NEW_YORK|NY_PM,0.6830880144187444,0.9,,HIGH_VOL,0.5900033211557622,1.0,DOWNTREND,RANGE|UNKNOWN,0.8137507430156529,1.0,LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE,0.23095140416961918,0.6710526315789473
GBPUSD_20_1.32.126_BUY_M15,GBPUSD,,UNKNOWN,610,0,0,NEW_YORK,ASIA|LONDON|NY_PM,1.0,1.0,LOW_VOL,HIGH_VOL|MID_VOL|UNKNOWN,1.0,1.0,,UNKNOWN,0.389859750667854,1.0,ASIA|LOW_VOL|RANGE|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NY_PM|HIGH_VOL|RANGE,0.27980525903374565,0.7162162162162162
GBPUSD_21_3.3.167_BUY_M15,GBPUSD,,UNKNOWN,774,0,0,NEW_YORK,,0.4941231403361886,1.0,UNKNOWN,,0.3564275133638179,1.0,UNKNOWN|UPTREND,RANGE,0.46501087744742564,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|RANGE,0.09915170210421945,0.75
GBPUSD_22_6.11.100_SELL_M15,GBPUSD,,UNKNOWN,394,0,0,NEW_YORK,NY_PM,0.5180728144756921,1.0,HIGH_VOL|MID_VOL,LOW_VOL|UNKNOWN,0.5600679365352367,1.0,DOWNTREND|RANGE,UNKNOWN,0.39952684434144453,1.0,LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND,LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|UPTREND,0.34943606118349907,0.6607142857142857
GBPUSD_69_3.13.113_BUY_M15,GBPUSD,,UNKNOWN,758,0,0,LONDON,,0.5216923124941477,1.0,HIGH_VOL|MID_VOL,,0.4911045912793783,1.0,DOWNTREND|UNKNOWN,,0.3754642779112956,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|RANGE,ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE,0.1859921907683726,0.7567567567567568
GBPUSD_74_6.52.179_SELL_M15,GBPUSD,,UNKNOWN,723,0,0,ASIA|LONDON|NEW_YORK,NY_PM,0.5233800409347519,1.0,HIGH_VOL|LOW_VOL,,0.42854451479731004,1.0,DOWNTREND,,0.6030323632282955,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|RANGE|NEW_YORK|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN,0.1303389809408806,0.7638888888888888
NZDUSD_23_2.12.147_SELL_M15,NZDUSD,,UNKNOWN,517,0,0,ASIA,NY_PM,0.7368643619832963,0.9,HIGH_VOL|LOW_VOL|MID_VOL,UNKNOWN,0.6089813800657174,1.0,DOWNTREND|UPTREND,RANGE|UNKNOWN,0.9717481438626941,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE,0.2526130128037627,0.675
NZDUSD_24_4.41.120_SELL_M15,NZDUSD,,UNKNOWN,639,0,0,,ASIA|NY_PM,0.9295081967213106,1.0,,LOW_VOL|MID_VOL|UNKNOWN,1.0,1.0,,RANGE|UNKNOWN,0.8656832298136647,1.0,ASIA|LOW_VOL|DOWNTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|UPTREND|NEW_YORK|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE,0.31033986175115214,0.6904761904761905
NZDUSD_25_5.7.105_SELL_M15,NZDUSD,,UNKNOWN,711,0,0,,NY_PM,0.812722284320699,1.0,,UNKNOWN,0.4295502265443697,1.0,DOWNTREND|UPTREND,RANGE|UNKNOWN,0.573512154233026,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|UPTREND|NEW_YORK|HIGH_VOL|DOWNTREND,ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.20714359344397482,0.7209302325581395
NZDUSD_26_2.6.180_SELL_M15,NZDUSD,,UNKNOWN,759,0,0,NEW_YORK,NY_PM,0.5893921334922527,1.0,LOW_VOL,UNKNOWN,0.6730622617534943,1.0,DOWNTREND,RANGE|UNKNOWN,0.7899509577125938,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|UNKNOWN|UNKNOWN,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.25316581417291556,0.7325581395348837
NZDUSD_27_6.16.107_SELL_M15,NZDUSD,,UNKNOWN,576,0,0,ASIA,LONDON|NY_PM,0.9602222222222223,1.0,UNKNOWN,LOW_VOL,0.6668239735724398,1.0,DOWNTREND|UNKNOWN,RANGE,0.5766316629004387,1.0,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|DOWNTREND,ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE,0.12789122733902897,0.6951219512195121
NZDUSD_75_4.73.120_SELL_M15,NZDUSD,,UNKNOWN,560,0,0,ASIA|LONDON,NY_PM,0.6039794048346278,1.0,LOW_VOL|MID_VOL,UNKNOWN,0.48462852263023054,1.0,DOWNTREND|UPTREND,RANGE|UNKNOWN,0.6804948277700757,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|UPTREND,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|UPTREND|NY_PM|MID_VOL|UPTREND,0.13537927733907631,0.725
NZDUSD_76_5.71.164_BUY_M15,NZDUSD,,UNKNOWN,546,0,0,ASIA|NEW_YORK,LONDON|NY_PM,0.5305393722984403,1.0,LOW_VOL,UNKNOWN,0.501433157532676,1.0,UPTREND,DOWNTREND|UNKNOWN,0.7817147053423903,1.0,LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND,0.1860010205817316,0.6463414634146342
US500.cash_28_3.8.114_BUY_M15,US500.cash,,UNKNOWN,547,0,0,LONDON|NY_PM,NEW_YORK,0.5681472081218274,1.0,MID_VOL|UNKNOWN,,0.4510536541623075,1.0,UNKNOWN|UPTREND,RANGE,0.7828506386745921,0.875,ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|MID_VOL|UPTREND,0.20283507207135462,0.8035714285714286
US500.cash_29_3.32.156_BUY_M15,US500.cash,,UNKNOWN,644,0,0,ASIA|LONDON,,0.8855355746677092,1.0,HIGH_VOL|LOW_VOL|MID_VOL|UNKNOWN,,0.4514464425332291,1.0,DOWNTREND|RANGE|UNKNOWN|UPTREND,,0.5468334636434714,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|DOWNTREND,0.2752593434702288,0.7619047619047619
USDCAD_30_2.34.141_BUY_M15,USDCAD,BUY,BUY,635,635,0,ASIA|NEW_YORK|NY_PM,LONDON,0.6638397939965311,1.0,MID_VOL|UNKNOWN,,0.37994020470069617,1.0,UNKNOWN|UPTREND,RANGE,0.7064992920848776,1.0,ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|LOW_VOL|DOWNTREND|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|DOWNTREND|LONDON|LOW_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.14293432617056903,0.7380952380952381
