file,error
C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Feutered\Backtest\IS_OOS\failed_files.csv,Account type not recognized from path: C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Feutered\Backtest\IS_OOS\failed_files.csv
