,AUDJPY_1_3.14.146_BUY_M15,AUDJPY_2_5.20.109_BUY_M15,AUDJPY_3_3.19_BUY_M15,AUDJPY_46_3.50.181_BUY_M15,AUDJPY_47_6.30.171_BOTH_M15,AUDJPY_56_1.14.109_BUY_M15,AUDJPY_78_3.7.108_BUY_M15,AUDUSD_48_5.8.189_SELL_M15,AUDUSD_4_3.27.109_SELL_M15,AUDUSD_5_6.3.178_SELL_M15,AUDUSD_60_1.31.145_SELL_M15,AUDUSD_61_6.25.174_SELL_M15,AUDUSD_6_5.9.126_SELL_M15,EURGBP_10_5.21.111_SELL_M15,EURGBP_49_2.36.141_BOTH_M15,EURGBP_62_3.31.132_BUY_M15,EURGBP_63_4.21.189_SELL_M15,EURGBP_70_2.27.108_SELL_M15,EURGBP_7_3.16.177_SELL_M15,EURGBP_8_6.1.186_SELL_M15,EURGBP_9_5.2.127_SELL_M15,EURUSD_11_1.42.105_SELL_M15,EURUSD_12_3.47.124_BUY_M15,EURUSD_13_6.46.178_BUY_M15,EURUSD_14_5.6.167_BUY_M15,EURUSD_18_6.6.111_SELL_M15,EURUSD_59_2.34.129_SELL_M15,EURUSD_64_4.34.165_BUY_M15,EURUSD_71_5.30.159_SELL_M15,EURUSD_72_5.42.127_SELL_M15,EURUSD_73_5.43.181_SELL_M15,GBPJPY_50_5.35.116_BUY_M15,GBPJPY_65_2.14.157_BUY_M15,GBPJPY_66_4.17.131_BOTH_M15,GBPJPY_67_4.19.99_BOTH_M15,GBPUSD_19_0.13205_BUY_M15,GBPUSD_20_1.32.126_BUY_M15,GBPUSD_21_3.3.167_BUY_M15,GBPUSD_22_6.11.100_SELL_M15,GBPUSD_69_3.13.113_BUY_M15,GBPUSD_74_6.52.179_SELL_M15,NZDUSD_23_2.12.147_SELL_M15,NZDUSD_24_4.41.120_SELL_M15,NZDUSD_25_5.7.105_SELL_M15,NZDUSD_26_2.6.180_SELL_M15,NZDUSD_27_6.16.107_SELL_M15,NZDUSD_75_4.73.120_SELL_M15,NZDUSD_76_5.71.164_BUY_M15,US500.cash_28_3.8.114_BUY_M15,US500.cash_29_3.32.156_BUY_M15,USDCAD_30_2.34.141_BUY_M15,USDCAD_31_3.2.189_BUY_M15,USDCAD_32_4.16.175_BUY_M15,USDCAD_33_5.11.180_BUY_M15,USDCAD_34_1.8.187_BUY_M15,USDCAD_51_6.27.122_BUY_M15,USDCAD_77_3.51.113_SELL_M15,USDCHF_35_3.1.133_SELL_M15,USDCHF_36_4.5.112_SELL_M15,USDCHF_52_3.17.186_BOTH_M15,USDCHF_53_6.47.153_BOTH_M15,USDCHF_55_6.23.134_BUY_M15,USDJPY_37_0.18430_BUY_M15,USDJPY_38_1.35.168_BUY_M15,USDJPY_39_6.27.190_BUY_M15,USDJPY_40_2.4.138_BUY_M15,USDJPY_41_2.5.172_BUY_M15,USDJPY_57_4.8.181_BUY_M15,USOIL.cash_42_1.25.121_BUY_M15,USOIL.cash_43_5.11.112_BUY_M15,USOIL.cash_44_6.17.127_BUY_M15,USOIL.cash_54_4.18.190_BOTH_M15,XAUUSD_45_2.13.130_BUY_M15,XAUUSD_58_5.6.136_BUY_M15
AUDJPY_1_3.14.146_BUY_M15,1.0,0.11926605504587157,0.1141552511415525,0.15639810426540285,0.11926605504587157,0.10909090909090909,0.1141552511415525,0.05172413793103448,0.0425531914893617,0.05172413793103448,0.06521739130434782,0.042735042735042736,0.07456140350877193,0.07017543859649122,0.05172413793103448,0.029535864978902954,0.07488986784140969,0.07964601769911504,0.07488986784140969,0.07488986784140969,0.06086956521739131,0.05603448275862069,0.04700854700854701,0.06086956521739131,0.07017543859649122,0.07017543859649122,0.042735042735042736,0.06986899563318777,0.042735042735042736,0.05555555555555555,0.05172413793103448,0.0990990990990991,0.0990990990990991,0.14553990610328638,0.14485981308411214,0.07929515418502203,0.07964601769911504,0.06086956521739131,0.08444444444444445,0.06493506493506493,0.06060606060606061,0.06086956521739131,0.06550218340611354,0.042735042735042736,0.04721030042918455,0.04700854700854701,0.07017543859649122,0.12442396313364056,0.059574468085106386,0.03571428571428571,0.03389830508474576,0.08888888888888889,0.05172413793103448,0.042735042735042736,0.07456140350877193,0.08928571428571429,0.1141552511415525,0.06086956521739131,0.03829787234042553,0.02092050209205021,0.03389830508474576,0.05172413793103448,0.08444444444444445,0.07017543859649122,0.06550218340611354,0.0990990990990991,0.05627705627705628,0.06086956521739131,0.08444444444444445,0.0945273631840796,0.09947643979057591,0.09947643979057591,0.004032258064516129,0.0
AUDJPY_2_5.20.109_BUY_M15,0.11926605504587157,1.0,0.22613065326633167,0.08444444444444445,0.08444444444444445,0.1674641148325359,0.23232323232323232,0.042735042735042736,0.016597510373443983,0.025210084033613446,0.02510460251046025,0.029535864978902954,0.00823045267489712,0.042735042735042736,0.05172413793103448,0.029535864978902954,0.07488986784140969,0.07017543859649122,0.06086956521739131,0.05627705627705628,0.07964601769911504,0.020833333333333332,0.05603448275862069,0.04721030042918455,0.07017543859649122,0.03829787234042553,0.06086956521739131,0.06060606060606061,0.06086956521739131,0.07391304347826087,0.06550218340611354,0.11926605504587157,0.10407239819004525,0.17307692307692307,0.16666666666666666,0.03375527426160337,0.07488986784140969,0.07488986784140969,0.06086956521739131,0.0423728813559322,0.06060606060606061,0.03389830508474576,0.06086956521739131,0.05627705627705628,0.02092050209205021,0.03375527426160337,0.05627705627705628,0.08928571428571429,0.09210526315789473,0.07851239669421488,0.025210084033613446,0.03375527426160337,0.025210084033613446,0.04721030042918455,0.05603448275862069,0.029535864978902954,0.11926605504587157,0.07964601769911504,0.07488986784140969,0.029535864978902954,0.05627705627705628,0.029535864978902954,0.06086956521739131,0.05172413793103448,0.08928571428571429,0.07488986784140969,0.07488986784140969,0.10407239819004525,0.06086956521739131,0.0891089108910891,0.07692307692307693,0.07692307692307693,0.05063291139240506,0.043478260869565216
AUDJPY_3_3.19_BUY_M15,0.1141552511415525,0.22613065326633167,1.0,0.08928571428571429,0.12962962962962962,0.26424870466321243,0.983739837398374,0.03389830508474576,0.03375527426160337,0.02092050209205021,0.020833333333333332,0.02092050209205021,0.012396694214876033,0.06550218340611354,0.04721030042918455,0.03389830508474576,0.042735042735042736,0.07017543859649122,0.08444444444444445,0.06086956521739131,0.07017543859649122,0.05603448275862069,0.038135593220338986,0.04721030042918455,0.06550218340611354,0.05627705627705628,0.06086956521739131,0.05150214592274678,0.06550218340611354,0.06465517241379311,0.06550218340611354,0.12962962962962962,0.1141552511415525,0.08928571428571429,0.09865470852017937,0.06986899563318777,0.06550218340611354,0.04721030042918455,0.07964601769911504,0.04680851063829787,0.06521739130434782,0.029535864978902954,0.03829787234042553,0.03389830508474576,0.02092050209205021,0.02510460251046025,0.03829787234042553,0.07964601769911504,0.07792207792207792,0.044,0.016666666666666666,0.029411764705882353,0.025210084033613446,0.04721030042918455,0.05150214592274678,0.02092050209205021,0.08444444444444445,0.07488986784140969,0.07017543859649122,0.05172413793103448,0.04721030042918455,0.025210084033613446,0.06550218340611354,0.08928571428571429,0.08444444444444445,0.06550218340611354,0.0990990990990991,0.08444444444444445,0.06550218340611354,0.0784313725490196,0.09947643979057591,0.09947643979057591,0.059574468085106386,0.06882591093117409
AUDJPY_46_3.50.181_BUY_M15,0.15639810426540285,0.08444444444444445,0.08928571428571429,1.0,0.12962962962962962,0.0990990990990991,0.08928571428571429,0.06086956521739131,0.03375527426160337,0.03829787234042553,0.04700854700854701,0.042735042735042736,0.06986899563318777,0.07488986784140969,0.05627705627705628,0.05172413793103448,0.0990990990990991,0.06550218340611354,0.05627705627705628,0.06550218340611354,0.07017543859649122,0.0425531914893617,0.07456140350877193,0.06086956521739131,0.06086956521739131,0.06086956521739131,0.08928571428571429,0.05150214592274678,0.09417040358744394,0.0881057268722467,0.07964601769911504,0.05172413793103448,0.08928571428571429,0.10909090909090909,0.12385321100917432,0.05150214592274678,0.06086956521739131,0.08444444444444445,0.05627705627705628,0.1031390134529148,0.09375,0.03829787234042553,0.07488986784140969,0.05627705627705628,0.04721030042918455,0.04700854700854701,0.06550218340611354,0.0990990990990991,0.05063291139240506,0.03571428571428571,0.029535864978902954,0.06521739130434782,0.04721030042918455,0.025210084033613446,0.07929515418502203,0.07488986784140969,0.12962962962962962,0.06086956521739131,0.07488986784140969,0.06550218340611354,0.03389830508474576,0.03389830508474576,0.10407239819004525,0.07017543859649122,0.07488986784140969,0.11926605504587157,0.06550218340611354,0.08928571428571429,0.08928571428571429,0.10831234256926953,0.08527131782945736,0.08527131782945736,0.0163265306122449,0.023255813953488372
AUDJPY_47_6.30.171_BOTH_M15,0.11926605504587157,0.08444444444444445,0.12962962962962962,0.12962962962962962,1.0,0.1509433962264151,0.12442396313364056,0.06550218340611354,0.03375527426160337,0.042735042735042736,0.038135593220338986,0.05172413793103448,0.029411764705882353,0.05172413793103448,0.05627705627705628,0.04721030042918455,0.07488986784140969,0.06550218340611354,0.06550218340611354,0.06086956521739131,0.042735042735042736,0.06521739130434782,0.05150214592274678,0.07017543859649122,0.05172413793103448,0.06550218340611354,0.08444444444444445,0.06521739130434782,0.10407239819004525,0.09777777777777778,0.10909090909090909,0.0990990990990991,0.10407239819004525,0.07964601769911504,0.09375,0.0425531914893617,0.06086956521739131,0.07488986784140969,0.05627705627705628,0.09821428571428571,0.05603448275862069,0.03829787234042553,0.07017543859649122,0.042735042735042736,0.03389830508474576,0.03375527426160337,0.03829787234042553,0.08928571428571429,0.059574468085106386,0.07851239669421488,0.042735042735042736,0.06521739130434782,0.04721030042918455,0.029535864978902954,0.084070796460177,0.04721030042918455,0.08444444444444445,0.04721030042918455,0.08928571428571429,0.03829787234042553,0.03829787234042553,0.03389830508474576,0.06086956521739131,0.06086956521739131,0.08928571428571429,0.11926605504587157,0.06550218340611354,0.05627705627705628,0.06550218340611354,0.08641975308641975,0.06329113924050633,0.06329113924050633,0.020491803278688523,0.027237354085603113
AUDJPY_56_1.14.109_BUY_M15,0.10909090909090909,0.1674641148325359,0.26424870466321243,0.0990990990990991,0.1509433962264151,1.0,0.2708333333333333,0.029535864978902954,0.02510460251046025,0.03829787234042553,0.020833333333333332,0.025210084033613446,0.04700854700854701,0.06086956521739131,0.07017543859649122,0.03829787234042553,0.06550218340611354,0.06086956521739131,0.07017543859649122,0.04721030042918455,0.05627705627705628,0.05150214592274678,0.06521739130434782,0.05627705627705628,0.05172413793103448,0.07017543859649122,0.06550218340611354,0.06986899563318777,0.07964601769911504,0.05555555555555555,0.05172413793103448,0.10909090909090909,0.14018691588785046,0.13488372093023257,0.15023474178403756,0.06060606060606061,0.06086956521739131,0.0990990990990991,0.07964601769911504,0.05128205128205128,0.05150214592274678,0.025210084033613446,0.05627705627705628,0.042735042735042736,0.029535864978902954,0.020833333333333332,0.042735042735042736,0.09417040358744394,0.08733624454148471,0.0653061224489796,0.02092050209205021,0.05150214592274678,0.03389830508474576,0.03389830508474576,0.06521739130434782,0.03829787234042553,0.08444444444444445,0.042735042735042736,0.06086956521739131,0.05172413793103448,0.06086956521739131,0.03829787234042553,0.08928571428571429,0.06550218340611354,0.1141552511415525,0.07964601769911504,0.08444444444444445,0.0990990990990991,0.06086956521739131,0.08108108108108109,0.08247422680412371,0.08247422680412371,0.05508474576271186,0.05179282868525897
AUDJPY_78_3.7.108_BUY_M15,0.1141552511415525,0.23232323232323232,0.983739837398374,0.08928571428571429,0.12442396313364056,0.2708333333333333,1.0,0.03389830508474576,0.029411764705882353,0.02092050209205021,0.016597510373443983,0.02092050209205021,0.012396694214876033,0.06550218340611354,0.04721030042918455,0.03389830508474576,0.042735042735042736,0.07017543859649122,0.08444444444444445,0.06086956521739131,0.07017543859649122,0.05150214592274678,0.038135593220338986,0.04721030042918455,0.06550218340611354,0.05172413793103448,0.05627705627705628,0.05150214592274678,0.06086956521739131,0.060085836909871244,0.06086956521739131,0.12962962962962962,0.1141552511415525,0.08928571428571429,0.09865470852017937,0.06986899563318777,0.06550218340611354,0.05172413793103448,0.07964601769911504,0.04680851063829787,0.06060606060606061,0.029535864978902954,0.03829787234042553,0.03389830508474576,0.02092050209205021,0.020833333333333332,0.03389830508474576,0.08444444444444445,0.07792207792207792,0.044,0.016666666666666666,0.029411764705882353,0.02092050209205021,0.04721030042918455,0.05150214592274678,0.02092050209205021,0.08444444444444445,0.07488986784140969,0.07017543859649122,0.05172413793103448,0.04721030042918455,0.025210084033613446,0.06086956521739131,0.08928571428571429,0.08444444444444445,0.06550218340611354,0.0990990990990991,0.08444444444444445,0.06550218340611354,0.08108108108108109,0.10236220472440945,0.10236220472440945,0.059574468085106386,0.06882591093117409
AUDUSD_48_5.8.189_SELL_M15,0.05172413793103448,0.042735042735042736,0.03389830508474576,0.06086956521739131,0.06550218340611354,0.029535864978902954,0.03389830508474576,1.0,0.18357487922705315,0.23232323232323232,0.13953488372093023,0.23232323232323232,0.1085972850678733,0.06086956521739131,0.06086956521739131,0.07488986784140969,0.042735042735042736,0.05172413793103448,0.07964601769911504,0.05627705627705628,0.05172413793103448,0.1085972850678733,0.029411764705882353,0.03829787234042553,0.025210084033613446,0.11926605504587157,0.11926605504587157,0.020833333333333332,0.09417040358744394,0.0881057268722467,0.12442396313364056,0.04721030042918455,0.04721030042918455,0.042735042735042736,0.05150214592274678,0.020833333333333332,0.042735042735042736,0.029535864978902954,0.05627705627705628,0.10810810810810811,0.1036036036036036,0.10909090909090909,0.08928571428571429,0.17307692307692307,0.18446601941747573,0.18357487922705315,0.1902439024390244,0.012448132780082987,0.028925619834710745,0.044,0.12962962962962962,0.1187214611872146,0.14553990610328638,0.08928571428571429,0.11363636363636363,0.1141552511415525,0.025210084033613446,0.04721030042918455,0.08928571428571429,0.03829787234042553,0.10909090909090909,0.06550218340611354,0.04721030042918455,0.06550218340611354,0.07964601769911504,0.07964601769911504,0.10407239819004525,0.07488986784140969,0.05627705627705628,0.08108108108108109,0.08247422680412371,0.08247422680412371,0.07327586206896551,0.056
AUDUSD_4_3.27.109_SELL_M15,0.0425531914893617,0.016597510373443983,0.03375527426160337,0.03375527426160337,0.03375527426160337,0.02510460251046025,0.029411764705882353,0.18357487922705315,1.0,0.4583333333333333,0.38202247191011235,0.21287128712871287,0.24242424242424243,0.05150214592274678,0.05603448275862069,0.06521739130434782,0.05150214592274678,0.05603448275862069,0.06986899563318777,0.05603448275862069,0.06060606060606061,0.1031390134529148,0.01652892561983471,0.0425531914893617,0.03375527426160337,0.1187214611872146,0.09865470852017937,0.025,0.12385321100917432,0.09251101321585903,0.08888888888888889,0.03375527426160337,0.020833333333333332,0.038135593220338986,0.03361344537815126,0.05128205128205128,0.016597510373443983,0.012396694214876033,0.07456140350877193,0.09777777777777778,0.14953271028037382,0.14485981308411214,0.14485981308411214,0.21287128712871287,0.2962962962962963,0.2,0.20689655172413793,0.00823045267489712,0.02880658436213992,0.06072874493927125,0.1778846153846154,0.14418604651162792,0.21890547263681592,0.1085972850678733,0.11312217194570136,0.12385321100917432,0.012396694214876033,0.02510460251046025,0.084070796460177,0.06521739130434782,0.09375,0.06521739130434782,0.06521739130434782,0.06060606060606061,0.06060606060606061,0.05603448275862069,0.06986899563318777,0.06060606060606061,0.06060606060606061,0.07823960880195599,0.06313131313131314,0.06313131313131314,0.06382978723404255,0.06
AUDUSD_5_6.3.178_SELL_M15,0.05172413793103448,0.025210084033613446,0.02092050209205021,0.03829787234042553,0.042735042735042736,0.03829787234042553,0.02092050209205021,0.23232323232323232,0.4583333333333333,1.0,0.2694300518134715,0.25773195876288657,0.20689655172413793,0.04721030042918455,0.04721030042918455,0.08444444444444445,0.05172413793103448,0.042735042735042736,0.07017543859649122,0.029535864978902954,0.025210084033613446,0.1085972850678733,0.020833333333333332,0.03389830508474576,0.029535864978902954,0.13488372093023257,0.1141552511415525,0.016597510373443983,0.11926605504587157,0.09292035398230089,0.10909090909090909,0.025210084033613446,0.029535864978902954,0.03829787234042553,0.04700854700854701,0.04700854700854701,0.02092050209205021,0.012448132780082987,0.07964601769911504,0.1031390134529148,0.13953488372093023,0.14018691588785046,0.15639810426540285,0.22,0.32608695652173914,0.18932038834951456,0.22,0.00411522633744856,0.03319502074688797,0.05668016194331984,0.1509433962264151,0.1722488038277512,0.1902439024390244,0.09417040358744394,0.1085972850678733,0.12962962962962962,0.016666666666666666,0.03389830508474576,0.10407239819004525,0.042735042735042736,0.11926605504587157,0.07964601769911504,0.05627705627705628,0.07964601769911504,0.06550218340611354,0.07964601769911504,0.08928571428571429,0.07488986784140969,0.042735042735042736,0.07317073170731707,0.06870229007633588,0.06870229007633588,0.046218487394957986,0.03937007874015748
