trade_date_utc,AUDJPY_1_3.14.146_BUY_M15,AUDJPY_2_5.20.109_BUY_M15,AUDJPY_3_3.19_BUY_M15,AUDJPY_46_3.50.181_BUY_M15,AUDJPY_47_6.30.171_BOTH_M15,AUDJPY_56_1.14.109_BUY_M15,AUDJPY_78_3.7.108_BUY_M15,AUDUSD_48_5.8.189_SELL_M15,AUDUSD_4_3.27.109_SELL_M15,AUDUSD_5_6.3.178_SELL_M15,AUDUSD_60_1.31.145_SELL_M15,AUDUSD_61_6.25.174_SELL_M15,AUDUSD_6_5.9.126_SELL_M15,EURGBP_10_5.21.111_SELL_M15,EURGBP_49_2.36.141_BOTH_M15,EURGBP_62_3.31.132_BUY_M15,EURGBP_63_4.21.189_SELL_M15,EURGBP_70_2.27.108_SELL_M15,EURGBP_7_3.16.177_SELL_M15,EURGBP_8_6.1.186_SELL_M15,EURGBP_9_5.2.127_SELL_M15,EURUSD_11_1.42.105_SELL_M15,EURUSD_12_3.47.124_BUY_M15,EURUSD_13_6.46.178_BUY_M15,EURUSD_14_5.6.167_BUY_M15,EURUSD_18_6.6.111_SELL_M15,EURUSD_59_2.34.129_SELL_M15,EURUSD_64_4.34.165_BUY_M15,EURUSD_71_5.30.159_SELL_M15,EURUSD_72_5.42.127_SELL_M15,EURUSD_73_5.43.181_SELL_M15,GBPJPY_50_5.35.116_BUY_M15,GBPJPY_65_2.14.157_BUY_M15,GBPJPY_66_4.17.131_BOTH_M15,GBPJPY_67_4.19.99_BOTH_M15,GBPUSD_19_0.13205_BUY_M15,GBPUSD_20_1.32.126_BUY_M15,GBPUSD_21_3.3.167_BUY_M15,GBPUSD_22_6.11.100_SELL_M15,GBPUSD_69_3.13.113_BUY_M15,GBPUSD_74_6.52.179_SELL_M15,NZDUSD_23_2.12.147_SELL_M15,NZDUSD_24_4.41.120_SELL_M15,NZDUSD_25_5.7.105_SELL_M15,NZDUSD_26_2.6.180_SELL_M15,NZDUSD_27_6.16.107_SELL_M15,NZDUSD_75_4.73.120_SELL_M15,NZDUSD_76_5.71.164_BUY_M15,US500.cash_28_3.8.114_BUY_M15,US500.cash_29_3.32.156_BUY_M15,USDCAD_30_2.34.141_BUY_M15,USDCAD_31_3.2.189_BUY_M15,USDCAD_32_4.16.175_BUY_M15,USDCAD_33_5.11.180_BUY_M15,USDCAD_34_1.8.187_BUY_M15,USDCAD_51_6.27.122_BUY_M15,USDCAD_77_3.51.113_SELL_M15,USDCHF_35_3.1.133_SELL_M15,USDCHF_36_4.5.112_SELL_M15,USDCHF_52_3.17.186_BOTH_M15,USDCHF_53_6.47.153_BOTH_M15,USDCHF_55_6.23.134_BUY_M15,USDJPY_37_0.18430_BUY_M15,USDJPY_38_1.35.168_BUY_M15,USDJPY_39_6.27.190_BUY_M15,USDJPY_40_2.4.138_BUY_M15,USDJPY_41_2.5.172_BUY_M15,USDJPY_57_4.8.181_BUY_M15,USOIL.cash_42_1.25.121_BUY_M15,USOIL.cash_43_5.11.112_BUY_M15,USOIL.cash_44_6.17.127_BUY_M15,USOIL.cash_54_4.18.190_BOTH_M15,XAUUSD_45_2.13.130_BUY_M15,XAUUSD_58_5.6.136_BUY_M15
2022-08-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81,-18.63,0.0,-8.0,16.5,13.34,-4.86,-31.09,0.0,-17.0,-16.2,-29.4,0.0,0.0,9.6,22.2,20.2,14.8,0.0,0.0,0.0,0.41,-0.4,0.0,-40.7,0.0,-14.3,41.9,0.0,0.0,0.0,0.0,25.6,24.4,-0.6,-1.04,0.16,12.04,0.0,0.0,0.0,0.0,14.98,-24.98,16.39,21.27,-21.9,0.0,-15.25,-155.29999999999998,0.0,532.9,0.0,0.0,0.0,5.5,-5.3,-6.25,-6.25,-232.0,-100.5
2022-08-08 00:00:00+00:00,35.94,0.0,0.0,29.31,21.16,54.14,0.0,-25.0,-66.0,-61.0,-33.8,12.8,0.0,-9.34,-6.32,0.0,-4.99,0.0,0.0,29.27,0.0,11.3,0.0,0.0,24.4,0.0,-10.8,13.2,20.5,-4.3,-24.1,0.0,-25.3,-19.08,-15.0,0.0,36.6,-10.6,0.0,0.0,-36.6,-37.1,3.6,-38.6,-40.7,14.1,0.0,15.4,-0.26,-0.04,-63.26,-97.07,-57.85,0.0,0.0,-32.04,0.0,0.0,-37.9,-79.6,-58.46,0.0,0.0,-41.84,0.0,-38.07,-27.95,-7.52,0.0,0.0,0.0,0.0,0.0,-100.48
2022-08-09 00:00:00+00:00,4.18,4.4,4.4,-9.44,-23.26,-4.029999999999999,4.4,0.0,0.0,0.0,18.7,0.0,0.0,0.0,-25.27,0.0,-21.89,-15.53,0.0,0.0,0.0,0.0,0.0,8.2,8.2,0.0,-35.7,0.0,4.7,20.1,-19.6,41.78,-7.66,0.0,0.0,-22.4,0.0,45.6,0.0,-8.8,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.37,14.61,0.0,21.29,0.0,14.54,18.55,10.26,0.0,-22.83,15.36,0.0,0.0,14.99,0.0,38.66,0.0,7.73,18.02,-10.62,-5.3,6.35,6.35,87.76,101.48
2022-08-10 00:00:00+00:00,0.0,0.0,25.18,0.0,-23.22,-36.45,25.18,0.0,0.0,15.7,0.0,-26.5,0.0,0.0,35.39,6.26,14.49,0.0,0.0,0.0,0.0,0.0,0.0,19.7,12.2,0.0,0.0,0.0,-22.2,-16.7,-16.7,-71.37,-75.07,0.0,0.0,-14.2,0.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,12.0,1.75,0.1,-63.49,-97.47,-85.62,0.0,-28.24,-32.14,9.25,0.0,-27.62,115.64,0.0,0.0,0.0,0.0,-302.62,-38.11,-60.35,-75.57,0.0,0.0,-6.25,-6.25,226.96,101.48
2022-08-11 00:00:00+00:00,0.0,0.0,37.64,25.96,9.71,31.1,37.64,0.6000000000000001,-13.6,-10.2,-36.3,13.1,-21.5,0.0,4.13,0.0,-28.48,-22.0,0.0,-36.61,-31.53,-39.5,0.0,29.2,0.0,-44.4,0.0,12.7,27.2,24.6,24.6,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,-21.6,0.0,0.0,-4.1,-39.1,-13.0,-37.7,-27.4,0.0,0.0,0.0,-5.94,-98.19,-10.09,0.0,0.0,-32.379999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.67,5.5,0.0,6.35,6.35,-22.64,101.48
2022-08-12 00:00:00+00:00,36.45,22.37,0.0,20.23,21.51,20.8,0.0,0.0,25.6,24.0,22.0,0.0,-9.3,0.0,12.35,8.13,0.0,0.0,0.0,0.0,0.0,0.0,-21.2,-20.2,-34.3,0.0,0.0,-21.8,0.0,15.8,16.0,37.92,-49.17,-41.68,-43.7,-1.2,0.0,-37.8,32.5,0.0,0.0,0.0,-2.6,-9.3,-9.3,-9.5,30.2,0.0,0.0,0.07,14.03,121.08,19.1,0.0,14.65,18.78,8.32,18.34,0.0,11.41,-4.19,0.0,-31.96,0.0,1.7399999999999998,0.0,0.0,34.58,5.5,-5.3,6.35,6.35,188.36,-100.52
2022-08-15 00:00:00+00:00,-16.009999999999998,-34.92,-53.49,0.0,0.0,-38.54,-53.49,19.0,0.0,0.0,0.0,0.0,20.2,0.0,3.85,0.0,14.2,0.0,0.0,0.0,0.0,9.6,0.0,-17.0,0.0,0.0,20.1,-32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.9,-25.1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.7,0.0,0.0,-22.0,-0.96,0.21,0.0,0.0,7.91,0.0,14.63,15.88,-16.69,-17.11,22.85,0.0,33.18,15.73,-155.36,0.0,-306.71000000000004,0.0,0.0,-7.38,0.0,0.0,0.0,0.0,0.0,-100.52
2022-08-16 00:00:00+00:00,0.0,56.02,0.0,34.3,0.0,0.0,0.0,19.0,3.8,24.0,25.0,0.0,3.8,0.0,4.18,0.0,14.89,0.0,0.0,0.0,0.0,-18.6,0.0,0.0,0.0,-55.6,0.0,13.8,0.0,0.0,0.0,0.0,74.99,62.12,62.19,0.0,-17.0,0.0,0.0,0.0,-43.3,0.0,6.7,-4.6,-15.0,0.0,0.0,-24.3,0.0,0.08,14.49,-97.33,-38.31,0.0,0.0,-32.07,0.0,13.9,0.0,0.0,0.0,0.0,292.45,0.0,302.68,62.19,0.0,99.24,5.5,-5.3,6.35,6.35,-140.16,-32.580000000000005
2022-08-17 00:00:00+00:00,-15.83,-38.74,-33.57,-27.1,0.0,0.0,-33.57,19.0,0.0,15.7,19.0,0.0,19.0,0.0,3.36,0.0,0.0,-30.53,10.38,0.0,-31.14,8.9,-18.5,0.0,16.4,68.0,19.2,0.0,19.1,15.7,15.7,0.0,23.43,62.08,62.08,-21.7,-31.8,19.4,-7.1,-16.0,-33.6,15.1,5.9,41.4,29.0,0.0,0.0,16.8,-1.14,0.01,16.26,120.32,23.08,0.0,14.55,4.81,-22.68,-15.08,21.91,0.0,29.02,24.67,290.64,51.18,255.92000000000002,61.85,83.93,27.2,5.5,-5.3,6.35,6.35,-231.96,65.52000000000001
2022-08-18 00:00:00+00:00,16.0,0.0,16.37,0.0,0.0,16.0,16.37,19.0,40.9,24.0,26.9,16.8,37.9,-10.31,-21.05,9.18,17.45,-21.52,8.39,29.17,-9.47,0.0,-18.2,0.0,0.0,49.6,20.1,10.0,21.3,18.2,0.0,47.68,0.0,0.0,0.0,0.0,-24.1,-43.4,0.0,0.0,68.3,21.8,1.7000000000000002,0.0,29.0,0.0,0.0,0.0,2.19,0.02,18.79,119.63,0.0,0.0,14.46,0.0,-3.16,0.0,20.41,22.07,29.26,23.25,-153.5,0.0,244.45,-38.11,56.47,64.34,5.5,9.75,6.35,6.35,-142.76,65.52000000000001
2022-08-19 00:00:00+00:00,35.52,0.0,-5.24,0.0,21.02,36.76,-5.24,0.0,0.0,0.0,0.0,0.0,0.0,17.45,-33.64,0.0,-30.74,-16.97,-12.3,0.0,-30.74,12.9,0.0,0.0,-28.5,0.0,0.0,10.9,0.0,0.0,20.0,-39.21,-74.07,-16.119999999999997,-36.28,0.0,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,0.11,0.0,0.0,0.0,0.0,0.0,18.89,0.0,0.0,25.37,0.0,-3.92,18.49,0.0,27.93,263.83,61.04,52.77,43.71,-11.91,-5.3,-6.25,-6.25,-194.96,65.52000000000001
2022-08-22 00:00:00+00:00,-15.62,14.06,11.95,-4.13,20.85,8.89,11.95,0.0,29.5,24.0,-33.9,14.3,-30.0,28.53,45.44,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,403.6,0.0,10.6,0.0,16.1,16.1,38.82,-74.08,-74.07,-74.06,0.0,-26.8,0.0,0.0,0.0,0.0,14.0,-5.3,11.5,11.5,41.0,0.0,18.9,0.0,0.02,19.14,118.89,20.13,49.34,0.0,17.89,0.0,0.0,22.1,20.74,30.6,7.29,0.0,34.06,49.55,28.89,38.42,28.09,0.0,0.0,0.0,0.0,0.0,-100.48
2022-08-23 00:00:00+00:00,-15.56,0.0,0.0,-26.48,-22.84,22.25,0.0,-46.1,0.0,0.0,0.0,23.6,-8.9,28.67,3.71,0.0,0.0,0.0,7.33,0.0,0.0,-63.2,0.0,0.0,0.0,18.4,24.0,10.9,-36.8,-41.6,-41.6,-70.22,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,-46.5,11.7,1.6,-32.6,-30.7,29.5,8.3,19.2,0.0,0.09,15.25,-96.33,-70.34,-24.06,-27.93,-31.75,0.0,0.0,26.63,0.0,30.31,0.0,0.0,-41.13,-297.74,-37.47,-47.74,-74.27,0.0,0.0,6.35,6.35,227.04,-100.48
2022-08-24 00:00:00+00:00,0.0,0.0,8.19,-26.57,20.87,7.39,8.19,0.0,0.0,0.0,0.0,0.0,3.2,-30.01,4.67,0.0,-31.25,1.83,8.34,-26.95,-30.55,0.0,-20.0,0.0,23.1,88.0,28.0,13.2,25.1,19.9,-21.2,5.42,0.0,13.51,9.35,0.0,-25.9,-2.8,-2.4,20.2,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,119.04,23.31,-1.39,14.41,19.26,18.26,0.0,17.84,-21.71,11.52,-38.82,-151.28,0.0,71.2,0.0,27.15,29.63,5.5,9.75,6.35,6.35,72.24,37.52
2022-08-25 00:00:00+00:00,35.62,0.0,0.0,19.75,0.0,37.78,0.0,-11.1,0.0,24.0,0.0,15.7,-67.8,28.54,26.47,0.0,18.76,16.98,10.61,0.0,30.61,0.0,0.0,0.0,0.0,-67.6,-43.5,19.6,-33.6,-36.1,26.0,-9.72,-12.06,-6.06,-6.06,0.0,0.0,32.1,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-34.7,-24.2,0.0,0.0,0.66,-16.47,-96.85,-10.9,-24.2,-28.06,-32.010000000000005,0.0,0.0,-28.2,-21.14,0.0,0.0,0.0,-14.63,-96.58000000000001,0.0,-7.45,-31.92,-10.86,-5.3,6.35,6.35,227.04,101.52
2022-08-26 00:00:00+00:00,35.43,33.03,-33.95,0.0,20.92,36.28,-33.95,0.0,33.0,24.0,0.0,13.0,36.1,0.0,3.85,0.0,-24.0,-14.44,-23.54,0.0,-30.67,0.0,-16.9,0.0,16.5,60.0,0.0,10.3,17.2,-38.2,45.0,28.36,-14.09,61.26,-47.04,0.0,-21.1,-37.8,0.0,17.9,-40.7,14.1,-2.0,31.9,29.0,0.0,39.6,15.0,-0.99,0.01,0.0,0.0,0.0,-24.24,14.44,-31.98,10.13,0.0,22.51,0.0,0.0,-4.109999999999999,-151.59,64.9,276.84999999999997,-37.65,-35.27,57.33,5.5,-5.3,-6.25,-6.25,-231.96,-100.48
2022-08-29 00:00:00+00:00,0.0,43.97,0.0,24.95,0.0,0.0,0.0,0.0,-7.4,-4.2,-47.6,16.6,-32.2,-59.52,0.0,0.0,-38.54,-24.57,-17.34,0.0,-30.18,0.0,36.5,0.0,29.1,-76.8,-51.4,19.4,-6.0,-17.2,-17.2,50.66,43.04,35.69,35.47,0.0,0.0,-63.5,0.0,0.0,0.0,-31.5,-1.5,-43.9,-24.3,0.0,-9.0,0.0,0.0,0.06,-23.75,-96.23,-40.66,0.0,0.0,-31.71,0.0,0.0,0.0,22.61,0.14,31.04,0.0,81.84,0.0,60.22,58.68,96.17,0.0,0.0,0.0,0.0,0.0,65.52000000000001
2022-08-30 00:00:00+00:00,35.08,39.35,45.99,0.0,-22.73,-50.3,45.99,19.0,38.9,24.0,24.3,15.1,0.0,-59.21,-62.07,7.91,13.87,12.24,7.789999999999999,-55.66,-30.26,0.0,35.1,0.0,20.0,-39.2,-47.3,22.4,-34.1,20.4,-30.0,-4.53,-72.99,-18.22,-18.22,0.0,38.4,62.8,0.0,-5.3,57.7,12.3,13.1,-34.1,29.0,26.1,0.0,19.0,0.0,0.28,19.28,118.81,26.18,78.66,14.36,19.79,-15.36,0.0,20.87,0.0,50.84,12.35,1.1199999999999999,0.0,1.1199999999999999,0.0,15.57,0.0,5.5,-5.3,6.35,6.35,-231.96,-100.48
2022-08-31 00:00:00+00:00,0.0,0.0,0.0,0.0,20.66,0.0,0.0,0.0,0.0,24.0,-34.4,0.0,0.0,-59.22,-71.3,5.64,0.0,-15.52,10.29,-67.23,-30.11,0.0,-21.5,-24.1,-33.4,83.2,25.2,16.3,21.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.1,-22.2,0.0,37.6,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,15.03,118.0,30.82,0.0,14.28,16.66,0.0,0.0,0.0,14.18,10.76,1.25,42.85,0.0,44.65,0.0,32.03,12.1,-15.65,-5.3,-6.25,-6.25,-231.96,65.52000000000001
2022-09-01 00:00:00+00:00,0.0,0.0,0.0,-26.02,9.54,0.0,0.0,19.0,0.0,24.0,30.9,16.0,0.0,27.93,32.01,8.4,22.11,21.42,12.44,27.93,45.14,0.0,-23.2,31.2,0.0,0.0,33.0,16.0,31.3,0.0,26.5,17.83,8.56,17.83,17.83,0.0,-27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.93,13.06,0.0,31.2,0.0,0.0,28.02,0.0,0.0,-42.32,17.47,52.6,27.39,92.71000000000001,18.54,190.43,59.66,81.02,51.42,-15.9,0.0,-6.25,-6.25,0.0,-100.48
2022-09-02 00:00:00+00:00,34.61,4.63,4.63,24.31,0.0,44.52,4.63,0.0,-0.3,24.0,-36.9,18.6,0.0,0.0,5.12,0.0,-30.94,-16.15,-14.04,-33.91,20.06,-44.7,0.0,0.0,0.0,-129.6,-41.0,0.0,-26.3,35.1,-34.0,0.0,-38.65,-37.8,-37.8,0.0,28.9,-26.3,0.0,36.9,0.0,13.5,12.4,34.4,29.0,21.9,-23.9,16.1,0.0,0.6,19.35,0.0,-16.46,0.0,14.19,-31.5,13.3,0.0,22.8,14.57,-12.11,-73.97,0.0,0.0,0.0,-6.35,2.07,0.5700000000000001,5.5,9.75,-6.25,-6.25,227.04,101.52
2022-09-05 00:00:00+00:00,0.0,0.0,0.0,0.0,20.34,15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4,0.0,-19.8,1.9,-0.8,-7.4,-18.4,37.91,0.0,7.75,0.0,0.0,0.0,25.8,0.0,29.4,0.0,0.0,0.0,0.0,-0.2,-4.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,-3.51,-9.52,5.77,0.0,0.0,24.61,-25.39,0.0,-2.15,9.31,82.13999999999999,9.31,16.43,14.37,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-06 00:00:00+00:00,-15.23,0.0,1.38,-25.9,20.29,37.55,1.38,19.0,0.0,0.0,0.0,0.0,0.0,28.01,5.02,14.19,0.0,0.0,-10.67,27.94,-5.26,0.0,-30.3,0.0,14.1,0.0,31.5,-24.4,-26.7,-27.5,20.5,0.0,101.29,59.21,59.21,0.0,0.0,-17.2,0.0,-21.4,-34.7,0.0,0.0,0.0,0.0,30.3,32.4,-31.9,0.0,0.15,0.0,0.0,0.0,-23.89,-27.72,13.46,18.68,0.0,-38.26,-21.38,0.0,28.56,0.0,79.94,505.46000000000004,58.95,80.13,94.15,5.5,-5.3,6.35,6.35,227.04,80.25999999999999
2022-09-07 00:00:00+00:00,33.64,48.25,44.05,-25.44,19.81,0.0,44.05,0.0,0.0,0.0,0.0,17.4,0.0,0.0,4.3,0.0,-32.33,-19.12,18.16,0.0,0.0,13.7,64.8,0.0,20.3,0.0,0.0,14.2,-31.8,-42.1,24.8,0.0,0.0,0.0,58.04,0.0,65.7,-45.4,0.0,0.0,64.0,21.4,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.95,117.28999999999999,31.72,0.0,0.0,22.44,15.93,0.0,31.54,-77.72,0.0,0.0,0.0,78.79,0.0,57.85,14.54,-70.49,5.5,0.0,-6.25,-6.25,227.04,101.52
2022-09-08 00:00:00+00:00,-14.87,8.23,8.23,-25.28,12.26,28.1,8.23,19.0,14.520000000000003,10.12,-48.88,0.0,0.0,0.0,-32.97,0.0,-37.85,-18.59,8.67,-7.78,-47.849999999999994,11.7,0.0,58.9,0.0,0.0,24.2,0.0,27.4,-36.0,32.7,0.0,80.64,36.25,0.0,0.0,0.0,4.0,-2.5,-46.08,64.3,17.5,18.1,-37.2,-20.5,39.9,0.0,0.0,0.0,0.0,17.03,117.64999999999999,0.0,0.0,14.22,-31.55,21.63,0.0,-42.53,70.4,0.0,0.0,0.0,0.0,-23.05,0.0,-40.97,0.0,5.5,-5.3,-6.25,-6.25,-231.96,-100.48
2022-09-09 00:00:00+00:00,-15.09,8.75,0.0,-25.69,0.0,42.57,0.0,19.0,19.4,-61.0,10.7,16.3,0.0,0.0,22.4,10.26,20.79,19.87,12.45,0.0,29.7,18.2,0.0,0.0,0.0,0.0,39.2,21.5,-35.7,33.0,0.0,17.51,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,12.5,-42.5,18.1,0.0,14.7,14.7,-38.8,-24.9,0.0,2.74,0.0,-7.99,-96.32,26.29,0.0,0.0,0.0,0.0,0.0,0.0,113.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.35,6.35,227.04,101.52
2022-09-12 00:00:00+00:00,0.0,0.0,44.5,10.69,11.48,56.27,44.5,19.0,-29.8,-9.3,6.2,0.0,-29.8,0.0,7.48,14.09,-39.06,18.84,0.0,0.0,0.0,0.0,0.0,8.0,8.0,-49.2,-47.7,0.0,-35.2,-31.8,-44.6,0.0,68.38,58.29,58.26,-0.4,-0.4,0.0,0.0,-20.1,0.0,0.0,-4.2,0.0,-19.1,-24.6,0.0,18.6,0.0,0.15,0.0,45.29,0.0,0.0,-27.95,-31.82,0.0,0.0,0.0,0.0,0.0,0.0,-145.29,0.0,-2.55,0.0,-7.1,15.94,0.0,0.0,0.0,0.0,0.0,65.52000000000001
2022-09-13 00:00:00+00:00,34.25,-38.84,-49.56,0.0,-22.15,-44.58,-49.56,0.0,0.0,24.0,0.0,0.0,43.1,0.0,4.62,8.72,14.47,0.0,0.0,0.0,0.0,0.0,29.9,27.0,17.2,-64.8,-50.1,-61.4,-28.1,-29.8,-29.8,0.0,-47.64,58.92,58.92,0.0,-64.3,0.0,0.0,-15.6,50.5,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.02,14.85,119.04,17.3,139.52,14.38,15.38,0.0,0.0,0.0,0.0,4.2,6.18,193.60999999999999,0.0,193.60999999999999,0.0,-9.62,19.76,5.5,-5.3,6.35,6.35,-231.96,-100.48
2022-09-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,32.2,20.8,4.5,0.0,45.15,0.0,14.64,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,144.8,0.0999999999999999,17.9,29.7,24.3,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0.0,0.0,0.0,0.0,18.8,0.8,-1.7,-1.7,0.0,0.0,0.0,0.0,0.29,24.33,0.0,30.36,0.0,0.0,28.86,0.0,22.24,0.0,0.0,3.05,0.0,0.0,-39.11,0.0,0.0,-121.5,-70.74,5.5,-5.3,-6.25,-6.25,0.0,65.52000000000001
2022-09-15 00:00:00+00:00,-14.95,0.0,0.0,25.74,0.0,-47.59,0.0,0.0,0.0,0.0,26.8,0.0,46.9,0.0,6.03,0.0,-27.83,-25.39,-16.08,-69.87,-29.67,11.7,0.0,0.0,0.0,-110.8,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,-70.64,0.0,-21.1,-37.9,0.0,21.6,0.0,15.8,-3.9,38.5,29.0,32.4,0.0,-24.2,0.0,0.77,20.54,0.0,0.0,0.0,14.18,24.89,0.0,0.0,-45.49,0.0,-58.46,-40.9,0.0,0.0,0.0,-35.9,0.0,0.0,0.0,0.0,-6.25,-6.25,0.0,-100.48
2022-09-16 00:00:00+00:00,0.0,-24.119999999999997,0.0,0.0,0.0,0.0,0.0,-44.7,0.0,0.0,0.0,-16.9,-17.8,-72.75,-20.18,0.0,-36.07,-23.18,9.54,0.0,5.62,0.0,-22.2,0.0,19.3,0.0,24.3,11.0,20.92,25.32,24.22,-18.12,0.0,-63.440000000000005,0.0,0.0,-26.7,0.0,0.0,0.0,16.9,17.5,-0.8,-18.4,29.0,-28.7,0.0,23.8,0.0,0.36,0.0,0.0,0.0,0.0,0.0,26.78,-26.72,-22.67,0.0,0.0,26.78,-0.38,-168.35,0.0,-168.07,0.0,-32.449999999999996,-45.19,5.5,9.75,-6.25,-6.25,227.04,65.52000000000001
2022-09-19 00:00:00+00:00,-14.96,0.0,0.0,-25.42,0.0,0.0,0.0,-49.8,0.0,0.0,0.0,0.0,-27.6,-0.09,0.14,0.0,10.55,0.0,10.16,-0.09,0.0,0.0,-22.2,-20.9,-33.6,0.0,-39.8,13.0,25.3,20.2,-38.3,0.0,9.19,35.72,36.91,0.0,-26.0,-46.8,0.0,0.0,49.8,16.4,-6.6,0.0,0.0,32.8,0.0,11.0,0.0,-0.06,0.0,116.36,28.34,0.0,14.06,21.21,0.0,0.0,29.38,-12.4,-19.35,22.65,-4.65,-28.72,34.8,-16.15,-22.5,5.0,0.0,0.0,0.0,0.0,0.0,-100.48
2022-09-20 00:00:00+00:00,-14.93,0.0,0.0,-25.36,-21.89,0.0,0.0,19.0,0.0,0.0,0.0,0.0,33.2,0.0,4.16,8.59,16.87,14.8,9.76,0.0,0.0,12.5,0.0,-19.3,17.3,0.0,23.2,0.0,19.1,16.7,18.6,0.0,0.0,0.0,0.0,0.0,35.4,-46.5,0.6000000000000001,-19.7,38.7,0.0,0.0,0.0,0.0,27.7,0.0,-33.3,0.0,0.0,20.46,116.45,24.16,0.0,14.08,20.32,-25.71,13.94,20.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,6.35,0.0,-100.48
2022-09-21 00:00:00+00:00,0.0,0.28,0.28,0.0,-21.85,-9.4,0.28,0.0,0.0,0.0,43.5,0.0,33.8,0.24,53.28,14.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.3,0.0,0.0,-68.75999999999999,0.0,0.0,0.0,-67.18,-24.630000000000003,-9.95,-21.85,0.0,-37.3,-48.5,0.0,0.0,0.0,13.9,1.7999999999999998,34.6,0.0,0.0,0.0,-25.1,0.0,0.05,0.0,0.0,25.8,0.0,0.0,16.54,0.0,-20.25,23.03,0.0,-3.59,-53.55,390.90999999999997,-50.79,183.43,-27.94,30.43,49.8,6.19,0.0,6.35,6.35,-231.96,-100.48
2022-09-22 00:00:00+00:00,0.0,39.25,0.0,0.0,0.0,0.0,0.0,19.0,-12.1,24.0,0.0,23.7,-36.0,0.0,7.32,14.63,23.02,17.82,-20.52,27.33,44.42,-62.4,0.0,0.0,0.0,-136.8,-62.4,22.1,0.0,42.6,42.2,-67.83,0.0,58.42,58.42,0.0,51.2,0.0,0.0,0.0,0.0,7.2,-5.2,7.2,7.2,28.4,16.6,0.0,0.0,0.09,33.41,-93.32,13.24,0.0,0.0,-30.69,0.0,0.0,35.37,-21.65,-57.49,64.21,0.0,-39.09,492.53,57.31,-35.78,-70.48,5.5,9.75,6.35,6.35,227.04,-100.48
2022-09-23 00:00:00+00:00,0.0,-53.37,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.53,0.0,18.22,16.37,0.0,0.0,0.0,12.8,-23.6,0.0,-36.5,0.0,31.5,13.1,0.0,0.0,21.9,0.0,0.0,0.0,0.0,0.0,-25.8,-46.5,0.0,27.4,0.0,13.8,25.0,36.8,29.0,26.3,0.0,0.0,0.0,0.17,21.21,0.0,32.58,0.0,13.82,30.91,-23.99,0.0,0.0,0.0,42.96,-25.78,0.0,0.0,73.15,0.0,0.0,50.98,0.0,0.0,-6.25,-6.25,-231.96,-100.48
