strategy_id,AUDJPY_1_3.14.146_BUY_M15,AUDJPY_2_5.20.109_BUY_M15,AUDJPY_3_3.19_BUY_M15,AUDJPY_46_3.50.181_BUY_M15,AUDJPY_47_6.30.171_BOTH_M15,AUDJPY_56_1.14.109_BUY_M15,AUDJPY_78_3.7.108_BUY_M15,AUDUSD_48_5.8.189_SELL_M15,AUDUSD_4_3.27.109_SELL_M15,AUDUSD_5_6.3.178_SELL_M15,AUDUSD_60_1.31.145_SELL_M15,AUDUSD_61_6.25.174_SELL_M15,AUDUSD_6_5.9.126_SELL_M15,EURGBP_10_5.21.111_SELL_M15,EURGBP_49_2.36.141_BOTH_M15,EURGBP_62_3.31.132_BUY_M15,EURGBP_63_4.21.189_SELL_M15,EURGBP_70_2.27.108_SELL_M15,EURGBP_7_3.16.177_SELL_M15,EURGBP_8_6.1.186_SELL_M15,EURGBP_9_5.2.127_SELL_M15,EURUSD_11_1.42.105_SELL_M15,EURUSD_12_3.47.124_BUY_M15,EURUSD_13_6.46.178_BUY_M15,EURUSD_14_5.6.167_BUY_M15,EURUSD_18_6.6.111_SELL_M15,EURUSD_59_2.34.129_SELL_M15,EURUSD_64_4.34.165_BUY_M15,EURUSD_71_5.30.159_SELL_M15,EURUSD_72_5.42.127_SELL_M15,EURUSD_73_5.43.181_SELL_M15,GBPJPY_50_5.35.116_BUY_M15,GBPJPY_65_2.14.157_BUY_M15,GBPJPY_66_4.17.131_BOTH_M15,GBPJPY_67_4.19.99_BOTH_M15,GBPUSD_19_0.13205_BUY_M15,GBPUSD_20_1.32.126_BUY_M15,GBPUSD_21_3.3.167_BUY_M15,GBPUSD_22_6.11.100_SELL_M15,GBPUSD_69_3.13.113_BUY_M15,GBPUSD_74_6.52.179_SELL_M15,NZDUSD_23_2.12.147_SELL_M15,NZDUSD_24_4.41.120_SELL_M15,NZDUSD_25_5.7.105_SELL_M15,NZDUSD_26_2.6.180_SELL_M15,NZDUSD_27_6.16.107_SELL_M15,NZDUSD_75_4.73.120_SELL_M15,NZDUSD_76_5.71.164_BUY_M15,US500.cash_28_3.8.114_BUY_M15,US500.cash_29_3.32.156_BUY_M15,USDCAD_30_2.34.141_BUY_M15,USDCAD_31_3.2.189_BUY_M15,USDCAD_32_4.16.175_BUY_M15,USDCAD_33_5.11.180_BUY_M15,USDCAD_34_1.8.187_BUY_M15,USDCAD_51_6.27.122_BUY_M15,USDCAD_77_3.51.113_SELL_M15,USDCHF_35_3.1.133_SELL_M15,USDCHF_36_4.5.112_SELL_M15,USDCHF_52_3.17.186_BOTH_M15,USDCHF_53_6.47.153_BOTH_M15,USDCHF_55_6.23.134_BUY_M15,USDJPY_37_0.18430_BUY_M15,USDJPY_38_1.35.168_BUY_M15,USDJPY_39_6.27.190_BUY_M15,USDJPY_40_2.4.138_BUY_M15,USDJPY_41_2.5.172_BUY_M15,USDJPY_57_4.8.181_BUY_M15,USOIL.cash_42_1.25.121_BUY_M15,USOIL.cash_43_5.11.112_BUY_M15,USOIL.cash_44_6.17.127_BUY_M15,USOIL.cash_54_4.18.190_BOTH_M15,XAUUSD_45_2.13.130_BUY_M15,XAUUSD_58_5.6.136_BUY_M15
AUDJPY_1_3.14.146_BUY_M15,1.0,0.22695199201012692,0.28200721443320825,0.29355039910760605,0.2713472444408616,0.3052916704165212,0.281048462660123,-0.08527873367388825,-0.1412711844138392,-0.11607764749512578,-0.09666611762490988,-0.009057340449773825,-0.11001627852487164,0.010914697339507487,0.021147787732079672,0.03931146386686692,0.02881141503934327,0.046688921603986355,0.044627140474409396,0.01578564520610248,0.044660479696023304,0.0055936060387029515,0.06822829289413677,0.005222630258787163,0.04543218937444363,0.005497254683286386,-0.029587081399570416,0.03791242365114022,-0.011123675972394652,-0.043146374777078035,-0.037055897510811946,0.087616662714897,0.1777562456660079,0.24362884966242865,0.24061827420385318,0.0013521330381703332,0.04595678173518672,0.0453371061450949,-0.014131002820812161,-0.021823435944726945,-0.02301999568133941,-0.0492362944247183,0.020984498342091883,-0.1030694156062419,-0.09361742676010444,-0.10972415262494101,-0.06252702741682303,0.12325226407617541,0.044127548260863424,0.019438701158231278,-0.06061231704856946,-0.07196967672572727,-0.10807014949335987,-0.07044187936170275,-0.12062275720484775,-0.14896024762039203,0.02990845472234896,0.01348728742661097,-0.003919946175317577,-0.014316729389823243,-0.049236786487462755,-0.027009341577436966,0.0401831675621395,0.10964923052631426,0.11554387623271095,0.07133283890804837,0.09464562978758222,0.13110720989384636,0.047044313375168546,0.04669071283656837,0.0675641333523929,0.0675641333523929,0.004058378825836223,0.011397357756700569
AUDJPY_2_5.20.109_BUY_M15,0.22695199201012692,1.0,0.4106855634085357,0.20586155409478132,0.15629767682849394,0.29075402956736685,0.41634189660208326,-0.16507832869973404,-0.10965247015778443,-0.11366733389543238,-0.09174172622810879,-0.008351379302035748,-0.19701969151671891,0.01823543236874553,0.03406454456272437,0.00788264629060099,-0.03588881477745728,-0.04047920503070373,-0.010180829244150511,0.01182055087492883,0.008068581931085356,-0.030618749201908057,0.06798836030528688,-0.019377700204735157,0.07657200057523739,-0.07149551781960302,-0.04689134899198441,0.04337948144149369,-0.024308333154617272,-0.05800923132328676,-0.007000788551435666,0.1646299344293083,0.18898365844380188,0.25540967661610664,0.25267292408035114,0.0030849373528281897,0.019642683037412505,0.08333770323386805,-0.000720218954835457,-0.058771726744527485,-0.0120559397044423,-0.0964763424124914,-0.04629396234530711,-0.08903123709931035,-0.1478846595236476,-0.09948100909149957,-0.058581750544228,0.05862513411941423,0.06257944276239234,0.054925199348734424,-0.09861490348149579,-0.1012764137214815,-0.1384440734866181,-0.08273070065639498,-0.07157823475905664,-0.1336473182149382,0.05986169799905218,0.043869880757006874,0.05894354813761357,0.007546565805665458,-0.016602432885487753,-0.044521035362921596,0.04084696326554132,0.08401873099270131,0.08933806191811595,0.09338051001323178,0.11101286166893345,0.11555327811039831,-0.002532350639375014,0.009352511998984268,0.018805282734223935,0.018805282734223935,0.005526351290521095,0.018816911162700036
AUDJPY_3_3.19_BUY_M15,0.28200721443320825,0.4106855634085357,1.0,0.22623340524889402,0.22775216837225262,0.3738039391692467,0.99388905180966,-0.16454847920198018,-0.06732762488810902,-0.11431502886510424,-0.06552165072333657,-0.09415618715937928,-0.1378250807694782,0.04084218633701568,0.01082575594534565,-0.021577798513738436,-0.016676160925064572,0.033276295489217136,0.06175277553752936,0.040802616989816895,0.06370458403741865,-0.00021460390832368559,-0.011476792894148229,-0.04565389260245856,0.0760162229662969,-0.027288101804904017,-0.02951509191904581,0.023570396487761967,-0.011850731786911126,-0.06588792798919395,-0.05648421926763773,0.14835487331814926,0.270850119434572,0.27357549925001995,0.2592046203856811,-0.004000449902131796,0.057314499494788104,0.08733879238882311,0.017090979757516674,-0.07100511198758759,-0.04506490107759165,-0.07675107969343946,-0.03735414401973113,-0.088460769034163,-0.13027133887423192,-0.11131014232237746,-0.08400023430725259,0.058004890555293065,0.026235852173655413,0.06343009533079426,-0.09907072272373202,-0.07634981050094239,-0.09749516925018743,-0.0972633133345287,-0.07976271395711766,-0.14736955944137548,0.07363311922147713,0.009509251645677227,0.015954940075073653,0.0022382707372255715,-0.011421209935474854,-0.03547636271040568,0.06854175373437679,0.09675002209962309,0.12881091757910243,0.12286279685503136,0.14007026311688509,0.1297048476652342,0.04395999292374338,0.05812295183135763,0.041759924190194725,0.041759924190194725,-0.05470918242000508,-0.027599540106564544
AUDJPY_46_3.50.181_BUY_M15,0.29355039910760605,0.20586155409478132,0.22623340524889402,1.0,0.16519784273948593,0.31010356508204096,0.23247093701654237,-0.10651951543666548,-0.1102585727866614,-0.13808385863265857,-0.12265881644136055,-0.05737443896840679,-0.15060075977192713,0.05529645263435658,0.0005773654503706924,-0.010285999647601636,0.0583880318037549,0.015706998012287997,0.02019156617389908,0.050074466218225096,0.001995086288343885,0.0006515233069744924,0.06372221963351564,-0.026956807786504295,0.05375459028065017,-0.009429979120528573,-0.006012388685140425,0.06725548734913536,0.028959427570629775,-0.03333724741285178,-0.001505342441083116,0.10597295024404309,0.19667045444627396,0.20387635794181214,0.21211955415037037,0.008820287873276014,0.01914016366689318,0.05542019292450859,-0.002778394758440336,-0.011240165757023256,-0.049876280237902165,-0.060923478576499955,-0.00011689526459452211,-0.05523533895453948,-0.06865621987485651,-0.12892738930699968,-0.05261635600145503,0.05231159837745681,0.04689020897858364,0.040614857174896615,-0.08190912807192248,-0.12352942503837948,-0.1339480068743571,-0.10177074960414428,-0.07749034822236225,-0.1280508957620883,0.013517153634555083,0.010133556153434147,0.021123771399267396,-0.0237106256081749,-0.011962729062066298,-0.013617720172191981,0.10521199976970758,0.11453428307969012,0.19668082860529634,0.16793224043193675,0.1442431159498222,0.13694997881420465,-0.0009148973547071384,0.020172966966535134,0.026148846385257198,0.026148846385257198,0.003323442673297409,0.013410425951680979
AUDJPY_47_6.30.171_BOTH_M15,0.2713472444408616,0.15629767682849394,0.22775216837225262,0.16519784273948593,1.0,0.2958683550348117,0.23434186092123804,-0.08433435279838784,-0.0803576972072766,-0.07944889408040298,-0.09451213945407315,-0.01375452953045556,-0.10993616329571844,0.0005539486934910015,0.01641864385438495,-0.023711948981346185,0.018260887642268887,0.02300355705372154,-0.025342517692085318,0.01329351632036921,-0.017793377544873732,0.01462221746932106,0.04773297733704093,0.002916613551327057,0.007662440535479529,-0.005933875119494194,0.0003856950025398406,0.0324911814356666,-0.014409218723909864,-0.06265780192634471,-0.05565814813930698,0.11013348832551258,0.18311634621088757,0.1525961279520508,0.16303262023307108,-0.0001400919658285009,0.03637797930917534,0.02702741927905894,-0.050133071165172675,-0.060685937559579295,-0.08278165613347366,-0.0872595636455769,-0.0058262191413387876,-0.0796483738832418,-0.10724340338338736,-0.08789368944183175,-0.0252019196870059,0.03962631824121881,0.00868395663080371,0.034597611160894264,-0.060861090463010435,-0.0300204279796328,-0.07541299601335516,-0.11912760721295734,-0.05052191221804854,-0.11101929554032691,0.021804224208692727,-0.012052407017884839,-0.029116214340717227,0.02719769016723411,-0.06685500777785423,-0.05234243958872584,0.06162672184764168,0.08726748746253682,0.11834220124234067,0.1151661392950739,0.12924875067460379,0.06731842244324726,0.0047907315838066344,0.03618776102827187,-0.02248293870880378,-0.02248293870880378,0.023849248834955386,-0.0009476875893542881
AUDJPY_56_1.14.109_BUY_M15,0.3052916704165212,0.29075402956736685,0.3738039391692467,0.31010356508204096,0.2958683550348117,1.0,0.3757912074652935,-0.1649673370373228,-0.1608381906136109,-0.12189638132390229,-0.12375616002998222,-0.06455151682910867,-0.15457917620845663,0.024652084620628588,0.05424898637930246,-0.03268568000890535,0.01932662612476384,0.003336009093949197,0.04314833839582997,0.05948151995379763,0.07866404046859213,0.028299617667968215,0.010671744299567217,-0.014802609258632242,0.02746051467080501,-0.03186893980584072,-0.02417472750811259,0.08269314344632359,-0.0517714637146755,-0.09899098809852129,-0.07019987521779217,0.17785862248839768,0.32700780820758546,0.2756228318305544,0.29004551963767417,0.03347222681039127,0.012901668916099888,0.10857677947942573,-0.009296340791304356,-0.040536547677014916,-0.09870410621202015,-0.08860647304093816,-0.05963746451533942,-0.09366940525420428,-0.14910128507996825,-0.2038001542924947,-0.07171297184750387,0.10189660632821444,0.08434017827150489,0.035079946236737984,-0.13519967590915483,-0.10225816290304966,-0.1266960471973436,-0.10572340811458927,-0.05697884831968544,-0.14356733695063092,0.06587627325456138,-0.02783352077832789,0.03689623055546871,-0.012698520771774375,-0.003879588002157306,-0.022589447350315255,0.09419456839919,0.1292410277090403,0.18676598303580733,0.13475405967888926,0.12557742226624186,0.16387805220497348,0.02283631049324411,0.04822631723524152,0.02416134646642751,0.02416134646642751,-0.0048783244057982655,-0.0025997970457796653
AUDJPY_78_3.7.108_BUY_M15,0.281048462660123,0.41634189660208326,0.99388905180966,0.23247093701654237,0.23434186092123804,0.3757912074652935,1.0,-0.16370339813664983,-0.06707701755200626,-0.1139725261064447,-0.0731636583617564,-0.08908121552428704,-0.13718247303755865,0.04509206164076139,0.011345117445478087,-0.022017113155964742,-0.014714736911264695,0.03728163504608889,0.06666323613818721,0.04379462138165763,0.06338405932903907,-0.0019287636300790903,-0.009204205166191375,-0.04505481897424545,0.07384894109003427,-0.026535143745980348,-0.03094645500243158,0.025281872407069434,-0.01476365016821438,-0.07457561355082427,-0.05892954150111472,0.14743502888344695,0.27441642054769777,0.27485987974441484,0.2608280192617213,-0.003473216371390687,0.05155090758680281,0.09214028740562226,0.016327004708214615,-0.07681260640286963,-0.044176737697135204,-0.08326940406165671,-0.037742090138014696,-0.08871508894929916,-0.12937254184698896,-0.11647524629116549,-0.08238746865179612,0.06207880193454052,0.023543499877613762,0.06623170910746803,-0.09651807933557989,-0.07557532875880436,-0.0961923755850393,-0.09647246826534399,-0.0808096172554151,-0.14558197842102433,0.07268822420030167,0.010089303256331379,0.014373143819577498,0.004148862794982857,-0.019649481451973205,-0.036684639932864825,0.06801703480691235,0.09647381874837221,0.12777106523801895,0.12354011438735824,0.14087807699546753,0.12780880552947038,0.04484523705425196,0.06105191044417729,0.043687980762287026,0.043687980762287026,-0.05473701571388018,-0.03444252382705935
AUDUSD_48_5.8.189_SELL_M15,-0.08527873367388825,-0.16507832869973404,-0.16454847920198018,-0.10651951543666548,-0.08433435279838784,-0.1649673370373228,-0.16370339813664983,1.0,0.2954094788009047,0.38504164599940116,0.22960581830207857,0.2562335881754267,0.23005324295551235,-0.03312198818345695,-0.02553063274230877,0.05860822704606972,-0.03292289008334268,0.00184278775987995,0.009906862409093185,-0.020771623246904947,-0.030009825689827272,0.12794821592151204,-0.09465148629194849,-0.07401359011777497,-0.0965991741527787,0.16954759886397397,0.22122147981919735,-0.10441243429491504,0.1737285043892034,0.14557059766669758,0.1644148883324561,-0.046663205036784464,-0.058283979501487025,-0.07085061804622825,-0.07275741161922086,-0.07409968353771637,-0.10904602356145257,-0.21830486976731173,0.11026480981138682,0.1660369379922642,0.15511299162252792,0.18893752360157764,0.12338868498413659,0.3056743126101408,0.3806995773333791,0.3004214467767919,0.259779376274431,-0.126773204169107,-0.14225026390328332,-0.013396046964136004,0.16965438790716106,0.24067505717706134,0.2896287584575975,0.16984041701426197,0.21925009179187477,0.24087268531689682,-0.05863306404594464,-0.044347048127882614,0.09741471998422163,-0.042972890098989865,0.17154108723940265,0.15034520557064462,0.07278594530358157,0.06699059798969689,0.12160374369730848,0.10927434403211514,0.11908727572015741,0.11384195881083237,0.002638883191760264,-0.05994017397932644,-0.0017134176378265128,-0.0017134176378265128,-0.07394350550619815,-0.05346665480582825
AUDUSD_4_3.27.109_SELL_M15,-0.1412711844138392,-0.10965247015778443,-0.06732762488810902,-0.1102585727866614,-0.0803576972072766,-0.1608381906136109,-0.06707701755200626,0.2954094788009047,1.0,0.5712910518083508,0.5040746492801451,0.2706536416484386,0.25393222735222487,0.018589473124337744,-0.06119145914761023,0.04329490579845081,0.07848086048434957,0.050693091844557094,0.01111266266299064,-0.0046854777737203365,0.03046997258304436,0.12091372840788288,-0.03282596276358138,-0.02602739721331083,-0.02670919715128001,0.14560552042399907,0.1508098584982047,-0.010024184032878938,0.18124134258844704,0.13501942166353278,0.105962680852808,-0.03237243653322058,-0.029188083832392,-0.019644763807854845,-0.024449359083468482,-0.06270890829637338,-0.16095710887375358,-0.09184547026400347,0.05198484951341569,0.08706242507278984,0.162152557813492,0.16969191364119923,0.14425389818529333,0.30165731336877366,0.37021581646398133,0.28451634319187047,0.2279295526020388,-0.1129459609897324,-0.04952681588956521,0.014037163053873447,0.20164104185510193,0.25620118714226175,0.2741004224994383,0.09919321681987307,0.13729175814585556,0.18965149599276757,0.002902816335832252,-0.004397178555846644,0.011046452120719528,-0.025187496978623686,0.12366918749131628,0.1283085219666572,0.06706133804429716,0.025329485750318553,0.04532179842655221,0.0615711472162349,0.09273765566685435,0.06057993786983525,0.016056742418724314,-0.030412500665241458,-0.02861714674764295,-0.02861714674764295,-0.0660282838611906,-0.006320111836033266
AUDUSD_5_6.3.178_SELL_M15,-0.11607764749512578,-0.11366733389543238,-0.11431502886510424,-0.13808385863265857,-0.07944889408040298,-0.12189638132390229,-0.1139725261064447,0.38504164599940116,0.5712910518083508,1.0,0.3332026448658834,0.26145683762030825,0.29494096060751074,-0.012783587780819533,0.0019672826519870875,0.08166880384788044,0.03524986090005087,0.035206084469222264,-0.021224576107697755,-0.03783933843500252,-0.004762815108535528,0.1388885805332812,-0.08433135362027044,-0.10196345805325475,-0.05987523394377556,0.18956538465312053,0.17970105572096215,-0.03364397132048305,0.1415980854182166,0.12667524572605238,0.14663111720614103,-0.06559220669771201,-0.05175335899601128,-0.06368934418687003,-0.05286961539316717,-0.05054450205917559,-0.12828444767868838,-0.11859007234708571,0.0664621217082749,0.14452106479031956,0.16398453636211385,0.199663054218358,0.20940102673501793,0.2943314375195775,0.43378584542082504,0.25541935674994914,0.2603167350481725,-0.1154234849819891,-0.08659852879193805,-0.0034747860058813385,0.1812919644381264,0.28803812059196504,0.25516415870758546,0.1699332761411281,0.18411586735143026,0.20225958367993474,-0.017813428912603593,-0.05429862324282062,0.034390087055776855,-0.08509200274816285,0.10974110673999554,0.11399928830875372,0.07109670935176962,0.08652494713591612,0.08674154774717037,0.07619907451809119,0.12622012114084408,0.09201083556236853,-0.04793609350404789,-0.08365247705388512,-0.03708496113933085,-0.03708496113933085,-0.08448883904311631,-0.04968389203538551
