strategy_id,side_mix,symbol_count,trade_count,baseline_lot,avg_trade_0_1,avg_loss_0_1,p05_trade_0_1,p01_trade_0_1,worst_day_0_1,p05_day_0_1,expected_dd_0_1,stress_dd_0_1,robustness_score,portfolio_fit_score,diversification_score,regime_dependency_score,correlation_penalty,allowed_expected_dd_limit_abs,allowed_stress_dd_limit_abs,allowed_worst_day_limit_abs,allowed_day_p05_limit_abs,recommended_lot_size,max_safe_lot_size,expected_dd_at_recommended_lot,stress_dd_at_recommended_lot,max_loss_per_day_recommendation,recommended_risk_budget,sizing_constraints
GBPUSD_22_6.11.100_SELL_M15,,1,394,0.1,1.8238071065989845,-11.741081081081083,-23.915,-59.6526,-178.5,-23.05,-183.70000000000005,-493.4290000000005,0.6000000000000001,0.7220563268672036,0.9440120813538074,0.45677591413396806,0.0243917532341554,1020.0,1912.5,650.0,450.0,0.2,0.3,-367.4000000000001,-986.858000000001,-46.1,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPUSD_69_3.13.113_BUY_M15,,1,758,0.1,1.6907124010554089,-17.594101123595507,-29.9,-64.145,-124.2,-29.9,-357.78,-581.9200000000004,1.0,0.71603200842411,0.9316654992621408,0.39356334311329855,0.0248037315819057,1200.0,2500.0,650.0,450.0,0.2,0.3,-715.56,-1163.8400000000008,-59.8,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPUSD_74_6.52.179_SELL_M15,,1,723,0.1,3.377123098201936,-29.991242937853105,-47.86,-68.57799999999999,-108.4,-47.879999999999995,-483.4999999999999,-846.56,1.0,0.7112025143092634,0.9220263055529956,0.4213239749753095,0.0355439006189531,1200.0,2500.0,650.0,450.0,0.1,0.2,-483.4999999999999,-846.56,-47.879999999999995,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
NZDUSD_23_2.12.147_SELL_M15,,1,517,0.1,1.5773694390715667,-23.961875,-45.8,-70.224,-86.1,-45.85,-268.3,-500.32000000000016,0.8,0.7092042124808279,0.9184662087454396,0.6425517246788677,0.0600163572573847,1020.0,2000.0,650.0,450.0,0.2,0.3,-536.6,-1000.6400000000003,-91.7,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2000.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
NZDUSD_24_4.41.120_SELL_M15,,1,639,0.1,-0.5654147104851328,-7.863002680965146,-18.019999999999992,-62.932,-101.7,-18.019999999999992,-482.4999999999999,-776.9000000000005,0.35,0.7113815838531409,0.9228323213530792,0.7763828220715319,0.044052853156606,663.0,1300.0,454.99999999999994,315.0,0.1,0.1,-482.4999999999999,-776.9000000000005,-18.019999999999992,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 663.0, ""max_stress_dd_abs"": 1300.0, ""max_worst_day_abs"": 454.99999999999994, ""max_daily_p05_abs"": 315.0}"
NZDUSD_25_5.7.105_SELL_M15,,1,711,0.1,1.1025316455696204,-23.120058139534883,-40.7,-62.26,-111.3,-40.04,-465.0000000000002,-927.01,0.6000000000000001,0.6995959126258053,0.8992147460216957,0.5057320646355173,0.0836485920088333,1020.0,1912.5,650.0,450.0,0.1,0.2,-465.0000000000002,-927.01,-40.04,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
NZDUSD_26_2.6.180_SELL_M15,,1,759,0.1,0.8459815546772069,-23.63179190751445,-49.59,-81.0,-81.0,-49.349999999999994,-462.9999999999998,-973.85,0.6000000000000001,0.697587410254578,0.8950543166217071,0.576392791782814,0.0901395957187157,1020.0,1912.5,650.0,450.0,0.1,0.1,-462.9999999999998,-973.85,-49.349999999999994,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
NZDUSD_27_6.16.107_SELL_M15,,1,576,0.1,1.0345486111111108,-24.26850393700788,-50.324999999999996,-59.35,-93.8,-50.335,-459.5999999999992,-836.4749999999998,0.6000000000000001,0.7062615022716214,0.912385925313328,0.5828922715085324,0.0772064263921792,1020.0,1912.5,650.0,450.0,0.1,0.2,-459.5999999999992,-836.4749999999998,-50.335,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
NZDUSD_75_4.73.120_SELL_M15,,1,560,0.1,1.625535714285714,-18.59750889679715,-29.429999999999996,-47.428,-77.9,-29.459999999999997,-251.10000000000002,-577.405,0.6000000000000001,0.705665909977712,0.9113344667529064,0.4761205081435026,0.0648774414529734,1020.0,1912.5,650.0,450.0,0.2,0.3,-502.20000000000005,-1154.81,-58.919999999999995,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
NZDUSD_76_5.71.164_BUY_M15,,1,546,0.1,0.573956043956044,-18.84152466367713,-26.1,-32.894999999999996,-39.2,-26.1,-297.79999999999995,-533.33,0.6000000000000001,0.7191678011546678,0.93819242718901,0.49992206393880956,0.0242307203313923,1020.0,1912.5,650.0,450.0,0.2,0.3,-595.5999999999999,-1066.66,-52.2,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
US500.cash_28_3.8.114_BUY_M15,,1,547,0.1,0.12232175502742232,-1.492876254180602,-2.437,-3.9444000000000004,-7.68,-2.4385,-53.139999999999915,-56.20850000000002,0.35,0.733253657243668,0.9663462900519416,0.5012216432575204,0.0235593617074663,780.0,1462.5,454.99999999999994,315.0,1.3,1.4,-690.8199999999989,-730.7105000000003,-31.700499999999998,MEDIUM,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 1.3, ""max_safe_lot_size"": 1.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 780.0, ""max_stress_dd_abs"": 1462.5, ""max_worst_day_abs"": 454.99999999999994, ""max_daily_p05_abs"": 315.0}"
US500.cash_29_3.32.156_BUY_M15,,1,644,0.1,0.09930124223602486,-0.4929078014184397,-0.06,-4.0305,-7.43,-0.06,-16.940000000000005,-19.0065,1.0,0.7342438482093282,0.9683152884216184,0.5397687060786596,0.0125196506579134,1200.0,2250.0,650.0,450.0,4.9,5.0,-830.0600000000003,-931.3185,-2.94,VERY_HIGH,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 4.9, ""max_safe_lot_size"": 5.0, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_30_2.34.141_BUY_M15,BUY,1,635,0.1,1.4432440944881888,-27.702602040816323,-58.661,-63.721000000000004,-113.28999999999999,-58.664500000000004,-321.7099999999998,-679.001,0.6000000000000001,0.7065715557498264,0.9129550185711078,0.4733034042381684,0.0522099379288982,1020.0,1912.5,650.0,450.0,0.1,0.2,-321.7099999999998,-679.001,-58.664500000000004,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_31_3.2.189_BUY_M15,BUY,1,1719,0.1,2.746561954624781,-38.421762013729975,-72.347,-74.9102,-108.75999999999999,-98.69,-1486.5,-2043.6469999999986,1.0,0.7037398611106845,0.9075913005257008,0.5250364459373541,0.0611308614267056,1200.0,2250.0,650.0,450.0,0.1,,-1486.5,-2043.6469999999986,-98.69,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_32_4.16.175_BUY_M15,,1,765,0.1,0.6474640522875817,-29.891821305841926,-59.49799999999999,-102.3416,-205.02,-59.49799999999999,-493.2000000000002,-1233.7174999999997,0.6000000000000001,0.7012923167155087,0.9024784309134314,0.5878089185652079,0.0764045578538408,1020.0,1912.5,650.0,450.0,0.1,0.1,-493.2000000000002,-1233.7174999999997,-59.49799999999999,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_33_5.11.180_BUY_M15,,1,424,0.1,2.402028301886792,-18.038432203389828,-24.6755,-24.97,-25.19,-24.677,-230.54999999999995,-563.0415,1.0,0.7164672601298299,0.9327513177420738,0.4199630729755185,0.0483673405373087,1200.0,2500.0,650.0,450.0,0.3,0.4,-691.6499999999997,-1689.1245,-74.03099999999999,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.3, ""max_safe_lot_size"": 0.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_34_1.8.187_BUY_M15,,1,890,0.1,0.31131460674157296,-23.0190031152648,-28.511,-29.0811,-29.43,-28.511,-331.4699999999998,-794.2344999999996,0.8,0.7087262748684848,0.9173501691371918,0.7402864233302701,0.0604317180690329,1020.0,2000.0,650.0,450.0,0.1,0.2,-331.4699999999998,-794.2344999999996,-28.511,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2000.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_51_6.27.122_BUY_M15,,1,1168,0.1,0.9811044520547946,-25.354199535962877,-32.45,-33.0633,-51.9,-32.53,-480.37999999999954,-799.051,0.8,0.7086066635588867,0.91708139857279,0.3895199491716504,0.0660285579367287,1200.0,2500.0,650.0,450.0,0.1,0.2,-480.37999999999954,-799.051,-32.53,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCAD_77_3.51.113_SELL_M15,,1,580,0.1,0.8080517241379309,-17.222151898734175,-25.934499999999996,-36.9151,-44.93,-26.0035,-184.67000000000004,-472.0775,0.8,0.7228296998969188,0.9455062657694024,0.618452171155647,0.0075717385370524,1020.0,2000.0,650.0,450.0,0.3,0.4,-554.0100000000001,-1416.2324999999998,-78.01049999999998,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.3, ""max_safe_lot_size"": 0.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2000.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCHF_35_3.1.133_SELL_M15,,1,340,0.1,0.6756764705882353,-17.24032679738562,-24.5795,-34.8168,-39.99,-24.6385,-198.34000000000023,-428.3555,0.8,0.7261814169393501,0.9522950286213884,0.5688967944748702,0.0529870439126082,1200.0,2250.0,650.0,450.0,0.4,0.5,-793.3600000000009,-1713.422,-98.554,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.4, ""max_safe_lot_size"": 0.5, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCHF_36_4.5.112_SELL_M15,,1,706,0.1,0.6631303116147308,-34.04473895582329,-46.959999999999994,-66.358,-122.09,-46.959999999999994,-634.9399999999998,-977.7735000000017,0.6000000000000001,0.7154890272257344,0.930830180701006,0.5665215835844155,0.0392735156591147,1020.0,1912.5,650.0,450.0,0.1,0.1,-634.9399999999998,-977.7735000000017,-46.959999999999994,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCHF_52_3.17.186_BOTH_M15,,1,562,0.1,3.2691814946619218,-24.214505928853754,-33.555,-70.1051,-93.25,-33.63549999999999,-422.1200000000001,-667.4164999999997,1.0,0.7244899940709154,0.9490639363091764,0.44992699941325587,0.0239820301196853,1200.0,2500.0,650.0,450.0,0.1,0.2,-422.1200000000001,-667.4164999999997,-33.63549999999999,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCHF_53_6.47.153_BOTH_M15,,1,537,0.1,2.2154003724394786,-29.11883534136546,-61.278,-68.1352,-71.87,-61.2915,-346.8599999999999,-901.968,0.8,0.7131108023213512,0.926176991166212,0.5043405696381629,0.040509897551261,1200.0,2250.0,650.0,450.0,0.1,0.2,-346.8599999999999,-901.968,-61.2915,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDCHF_55_6.23.134_BUY_M15,BUY,1,537,0.1,1.6964990689013038,-27.444630541871916,-46.094,-61.0708,-78.85,-46.202,-312.0499999999999,-715.8965000000002,0.8,0.7200495556714573,0.940196662249986,0.4907132915373995,0.0301029139896686,1200.0,2250.0,650.0,450.0,0.2,0.3,-624.0999999999998,-1431.7930000000003,-92.404,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDJPY_37_0.18430_BUY_M15,,1,1138,0.1,7.204024604569421,-56.3305035971223,-118.896,-144.2541,-225.56,-156.84799999999998,-1407.67,-2389.138000000001,1.0,0.7086923065943881,0.9182609038218752,0.4880964537876573,0.0627077911614079,1200.0,2250.0,650.0,450.0,0.1,,-1407.67,-2389.138000000001,-156.84799999999998,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDJPY_38_1.35.168_BUY_M15,,1,363,0.1,5.408374655647382,-27.32794871794872,-42.277,-49.194,-50.93,-42.461,-271.4400000000005,-547.086,0.8,0.7087386905432639,0.9173425895278458,0.5354129371418105,0.0364974067421327,1200.0,2250.0,650.0,450.0,0.3,0.4,-814.3200000000014,-1641.2579999999998,-127.38299999999998,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.3, ""max_safe_lot_size"": 0.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDJPY_39_6.27.190_BUY_M15,BUY,1,1727,0.1,12.83667631731326,-82.96847545219639,-223.11599999999999,-249.328,-371.04999999999995,-298.25,-4509.760000000011,-3623.1975000000043,1.0,0.700193811403657,0.8996860504267142,0.49244563187047075,0.0796565193144875,1200.0,2250.0,650.0,450.0,0.1,,-4509.760000000011,-3623.1975000000043,-298.25,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDJPY_40_2.4.138_BUY_M15,BUY,1,585,0.1,4.658136752136753,-29.02750889679715,-38.516000000000005,-45.2932,-46.75,-38.574,-438.38000000000034,-699.1605000000014,0.8,0.701643198837584,0.9031411266644312,0.5371322374996,0.0744902386189917,1200.0,2250.0,650.0,450.0,0.1,0.2,-438.38000000000034,-699.1605000000014,-38.574,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDJPY_41_2.5.172_BUY_M15,,1,748,0.1,4.3639171122994656,-30.434050991501415,-55.7485,-95.02890000000001,-169.83,-55.821,-599.4699999999997,-1005.4375000000016,1.0,0.7010621471096092,0.9020411875920432,0.515967811687964,0.0576918352834301,1200.0,2250.0,650.0,450.0,0.1,0.2,-599.4699999999997,-1005.4375000000016,-55.821,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USDJPY_57_4.8.181_BUY_M15,,1,953,0.1,2.837240293809024,-36.11484848484849,-71.414,-78.464,-92.21,-71.63,-1048.0400000000009,-1393.051000000001,0.8,0.6999344876867306,0.8997465399791628,0.6180698889530065,0.0741587428049976,1020.0,2000.0,650.0,450.0,0.1,,-1048.0400000000009,-1393.051000000001,-71.63,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2000.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USOIL.cash_42_1.25.121_BUY_M15,,1,837,0.1,0.5526642771804061,-7.524113924050632,-11.494,-19.0164,-34.17,-11.524,-121.13000000000005,-200.17250000000018,0.8,0.7221433332898667,0.9440901900895444,0.5277409163026757,0.0291454765546349,1200.0,2250.0,650.0,450.0,0.8,0.9,-969.0400000000004,-1601.3800000000015,-92.192,MEDIUM,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.8, ""max_safe_lot_size"": 0.9, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USOIL.cash_43_5.11.112_BUY_M15,,1,547,0.1,0.4420840950639854,-5.198536585365853,-5.3,-5.3,-5.3,-5.3,-112.3700000000004,-170.98100000000062,0.6000000000000001,0.7199396005249354,0.9396548615459832,0.5266156330741277,0.0099107883349777,1020.0,1912.5,650.0,450.0,0.8,0.9,-898.9600000000032,-1367.848000000005,-42.4,MEDIUM,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.8, ""max_safe_lot_size"": 0.9, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USOIL.cash_44_6.17.127_BUY_M15,,1,689,0.1,0.5582728592162554,-6.134789644012946,-6.25,-6.25,-6.73,-6.25,-84.39999999999975,-149.4270000000002,1.0,0.7166858881044984,0.9331814641023696,0.39319770922752517,0.0127059364311839,1200.0,2500.0,650.0,450.0,1.3,1.4,-1097.1999999999966,-1942.5510000000024,-81.25,MEDIUM,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 1.3, ""max_safe_lot_size"": 1.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
USOIL.cash_54_4.18.190_BOTH_M15,,1,689,0.1,0.5582728592162554,-6.134789644012946,-6.25,-6.25,-6.73,-6.25,-84.39999999999975,-151.77050000000006,1.0,0.7166858881044984,0.9331814641023696,0.39319770922752517,0.0127059364311839,1200.0,2500.0,650.0,450.0,1.3,1.4,-1097.1999999999966,-1973.0165000000006,-81.25,MEDIUM,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 1.3, ""max_safe_lot_size"": 1.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
XAUUSD_45_2.13.130_BUY_M15,,1,1570,0.1,11.234101910828024,-97.35191549295773,-116.46,-116.8048,-332.90000000000003,-232.92,-2628.0399999999904,-2685.2510000000398,1.0,0.7295755686519039,0.9603869073889616,0.42217535399600226,0.0207659691974046,1200.0,2500.0,650.0,450.0,0.1,,-2628.0399999999904,-2685.2510000000398,-232.92,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
XAUUSD_58_5.6.136_BUY_M15,,1,1190,0.1,8.39670588235294,-91.36456479690521,-100.96,-101.3644,-140.4,-100.96,-932.4600000000019,-2564.2400000000166,1.0,0.7331309981099251,0.965254574524182,0.4348999495012381,0.0141582472101401,1200.0,2500.0,650.0,450.0,0.1,,-932.4600000000019,-2564.2400000000166,-100.96,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
