Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,USOIL.cash,Buy,06.07.2021 08:45:00,75.979,0.1,06.07.2021 14:42:40,75.354,5h 57m,-6.25,-6.25,0,-6.25,-6.25,-6250,-6250,-0.06,-0.06,sl 75.354,IS
4,USOIL.cash,Buy,07.07.2021 04:15:00,72.832,0.1,07.07.2021 10:03:20,73.467,5h 48m,6.35,0.1,0,6.35,0.1,6350,100,0.06,0,tp 73.467,IS
6,USOIL.cash,Buy,08.07.2021 04:15:00,71.29,0.1,08.07.2021 11:02:40,70.665,6h 47m,-6.25,-6.15,0,-6.25,-6.15,-6250,-6150,-0.06,-0.06,sl 70.665,IS
8,USOIL.cash,Buy,09.07.2021 04:15:00,72.261,0.1,09.07.2021 10:16:40,72.896,6h 1m,6.35,0.2,0,6.35,0.2,6350,200,0.06,0,tp 72.896,IS
10,USOIL.cash,Buy,13.07.2021 14:00:00,73.611,0.1,13.07.2021 18:42:40,74.246,4h 42m,6.35,6.55,0,6.35,6.55,6350,6550,0.06,0.07,tp 74.246,IS
12,USOIL.cash,Buy,14.07.2021 01:15:30,74.577,0.1,14.07.2021 14:10:40,73.952,12h 55m,-6.25,0.3,0,-6.25,0.3,-6250,300,-0.06,0,sl 73.952,IS
14,USOIL.cash,Buy,15.07.2021 03:30:00,72.159,0.1,15.07.2021 04:35:20,71.534,1h 5m,-6.25,-5.95,0,-6.25,-5.95,-6250,-5950,-0.06,-0.06,sl 71.534,IS
16,USOIL.cash,Buy,16.07.2021 08:45:00,71.126,0.1,16.07.2021 11:55:40,71.761,3h 10m,6.35,0.4,0,6.35,0.4,6350,400,0.06,0,tp 71.761,IS
18,USOIL.cash,Buy,23.07.2021 17:00:00,71.26,0.1,23.07.2021 21:28:40,71.895,4h 28m,6.35,6.75,0,6.35,6.75,6350,6750,0.06,0.07,tp 71.895,IS
20,USOIL.cash,Buy,27.07.2021 03:30:00,71.823,0.1,27.07.2021 18:40:40,71.198,15h 10m,-6.25,0.5,0,-6.25,0.5,-6250,500,-0.06,0.01,sl 71.198,IS
22,USOIL.cash,Buy,28.07.2021 10:00:00,71.764,0.1,28.07.2021 23:45:00,72.094,13h 45m,3.3,3.8,0,3.3,3.8,3300,3800,0.03,0.04,Strategy 6.17.127,IS
24,USOIL.cash,Buy,30.07.2021 04:15:00,72.856,0.1,30.07.2021 16:33:40,73.491,12h 18m,6.35,10.15,0,6.35,10.15,6350,10150,0.06,0.1,tp 73.491,IS
26,USOIL.cash,Buy,03.08.2021 05:45:00,70.867,0.1,03.08.2021 12:00:40,71.502,6h 15m,6.35,16.5,0,6.35,16.5,6350,16500,0.06,0.17,tp 71.502,IS
28,USOIL.cash,Buy,11.08.2021 13:15:00,67.429,0.1,11.08.2021 15:05:40,66.804,1h 50m,-6.25,10.25,0,-6.25,10.25,-6250,10250,-0.06,0.1,sl 66.804,IS
30,USOIL.cash,Buy,12.08.2021 03:30:00,69.031,0.1,12.08.2021 18:10:40,68.406,14h 40m,-6.25,4,0,-6.25,4,-6250,4000,-0.06,0.04,sl 68.406,IS
32,USOIL.cash,Buy,13.08.2021 02:15:00,68.551,0.1,13.08.2021 21:33:40,67.926,19h 18m,-6.25,-2.25,0,-6.25,-2.25,-6250,-2250,-0.06,-0.02,sl 67.926,IS
34,USOIL.cash,Buy,31.08.2021 21:30:00,68.31,0.1,31.08.2021 23:45:00,68.396,2h 15m,0.86,-1.39,0,0.86,-1.39,860,-1390,0.01,-0.01,Strategy 6.17.127,IS
36,USOIL.cash,Buy,01.09.2021 12:00:00,68.586,0.1,01.09.2021 16:03:40,67.961,4h 3m,-6.25,-7.64,0,-6.25,-7.64,-6250,-7640,-0.06,-0.08,sl 67.961,IS
38,USOIL.cash,Buy,02.09.2021 03:45:00,67.83,0.1,02.09.2021 11:33:40,68.465,7h 48m,6.35,-1.29,0,6.35,-1.29,6350,-1290,0.06,-0.01,tp 68.465,IS
40,USOIL.cash,Buy,03.09.2021 16:30:00,69.607,0.1,03.09.2021 21:33:20,68.982,5h 3m,-6.25,-7.54,0,-6.25,-7.54,-6250,-7540,-0.06,-0.08,sl 68.982,IS
42,USOIL.cash,Buy,07.09.2021 10:15:00,68.728,0.1,07.09.2021 13:19:40,68.103,3h 4m,-6.25,-13.79,0,-6.25,-13.79,-6250,-13790,-0.06,-0.14,sl 68.103,IS
44,USOIL.cash,Buy,08.09.2021 20:15:00,68.769,0.1,08.09.2021 23:45:00,69.189,3h 30m,4.2,-9.59,0,4.2,-9.59,4200,-9590,0.04,-0.1,Strategy 6.17.127,IS
46,USOIL.cash,Buy,09.09.2021 04:00:00,68.909,0.1,09.09.2021 14:07:40,69.544,10h 7m,6.35,-3.24,0,6.35,-3.24,6350,-3240,0.06,-0.03,tp 69.544,IS
48,USOIL.cash,Buy,10.09.2021 04:15:00,67.588,0.1,10.09.2021 06:15:40,68.223,2h 0m,6.35,3.11,0,6.35,3.11,6350,3110,0.06,0.03,tp 68.223,IS
50,USOIL.cash,Buy,21.09.2021 16:00:00,70.503,0.1,21.09.2021 17:08:40,69.878,1h 8m,-6.25,-3.14,0,-6.25,-3.14,-6250,-3140,-0.06,-0.03,sl 69.878,IS
52,USOIL.cash,Buy,22.09.2021 15:30:00,71.225,0.1,22.09.2021 18:50:40,71.86,3h 20m,6.35,3.21,0,6.35,3.21,6350,3210,0.06,0.03,tp 71.860,IS
54,USOIL.cash,Buy,23.09.2021 10:30:00,72.118,0.1,23.09.2021 17:01:40,72.753,6h 31m,6.35,9.56,0,6.35,9.56,6350,9560,0.06,0.1,tp 72.753,IS
56,USOIL.cash,Buy,24.09.2021 14:15:00,72.972,0.1,24.09.2021 17:09:40,73.607,2h 54m,6.35,15.91,0,6.35,15.91,6350,15910,0.06,0.16,tp 73.607,IS
58,USOIL.cash,Buy,30.09.2021 14:45:00,73.839,0.1,30.09.2021 16:36:40,73.214,1h 51m,-6.25,9.66,0,-6.25,9.66,-6250,9660,-0.06,0.1,sl 73.214,IS
60,USOIL.cash,Buy,01.10.2021 10:45:00,74.38,0.1,01.10.2021 16:39:40,75.015,5h 54m,6.35,16.01,0,6.35,16.01,6350,16010,0.06,0.16,tp 75.015,IS
62,USOIL.cash,Buy,05.10.2021 04:00:00,77.337,0.1,05.10.2021 13:50:40,77.972,9h 50m,6.35,22.36,0,6.35,22.36,6350,22360,0.06,0.22,tp 77.972,IS
64,USOIL.cash,Buy,08.10.2021 12:30:00,78.771,0.1,08.10.2021 16:30:40,79.406,4h 0m,6.35,28.71,0,6.35,28.71,6350,28710,0.06,0.29,tp 79.406,IS
66,USOIL.cash,Buy,12.10.2021 02:45:00,79.754,0.1,12.10.2021 13:59:40,80.389,11h 14m,6.35,35.06,0,6.35,35.06,6350,35060,0.06,0.35,tp 80.389,IS
68,USOIL.cash,Buy,13.10.2021 05:45:00,79.369,0.1,13.10.2021 18:21:40,80.004,12h 36m,6.35,41.41,0,6.35,41.41,6350,41410,0.06,0.41,tp 80.004,IS
70,USOIL.cash,Buy,14.10.2021 05:30:00,79.888,0.1,14.10.2021 09:26:40,80.523,3h 56m,6.35,47.76,0,6.35,47.76,6350,47760,0.06,0.48,tp 80.523,IS
72,USOIL.cash,Buy,15.10.2021 15:30:00,81.319,0.1,15.10.2021 16:45:40,81.954,1h 15m,6.35,54.11,0,6.35,54.11,6350,54110,0.06,0.54,tp 81.954,IS
74,USOIL.cash,Buy,19.10.2021 04:00:00,81.299,0.1,19.10.2021 08:30:40,81.934,4h 30m,6.35,60.46,0,6.35,60.46,6350,60460,0.06,0.6,tp 81.934,IS
76,USOIL.cash,Buy,20.10.2021 04:45:00,81.958,0.1,20.10.2021 12:40:40,81.333,7h 55m,-6.25,54.21,0,-6.25,54.21,-6250,54210,-0.06,0.54,sl 81.333,IS
78,USOIL.cash,Buy,21.10.2021 05:45:00,83.312,0.1,21.10.2021 11:00:40,82.687,5h 15m,-6.25,47.96,0,-6.25,47.96,-6250,47960,-0.06,0.48,sl 82.687,IS
80,USOIL.cash,Buy,22.10.2021 18:00:00,82.406,0.1,22.10.2021 19:17:40,83.041,1h 17m,6.35,54.31,0,6.35,54.31,6350,54310,0.06,0.54,tp 83.041,IS
82,USOIL.cash,Buy,26.10.2021 04:45:00,83.146,0.1,26.10.2021 15:05:40,83.781,10h 20m,6.35,60.66,0,6.35,60.66,6350,60660,0.06,0.61,tp 83.781,IS
84,USOIL.cash,Buy,27.10.2021 17:45:00,82.733,0.1,27.10.2021 18:11:40,83.368,26m 40s,6.35,67.01,0,6.35,67.01,6350,67010,0.06,0.67,tp 83.368,IS
86,USOIL.cash,Buy,28.10.2021 03:45:00,81.336,0.1,28.10.2021 04:14:20,80.711,29m 20s,-6.25,60.76,0,-6.25,60.76,-6250,60760,-0.06,0.61,sl 80.711,IS
88,USOIL.cash,Buy,29.10.2021 09:15:00,82.128,0.1,29.10.2021 15:19:40,81.503,6h 4m,-6.25,54.51,0,-6.25,54.51,-6250,54510,-0.06,0.54,sl 81.503,IS
90,USOIL.cash,Buy,02.11.2021 14:30:00,82.571,0.1,02.11.2021 15:58:40,83.206,1h 28m,6.35,60.86,0,6.35,60.86,6350,60860,0.06,0.61,tp 83.206,IS
92,USOIL.cash,Buy,03.11.2021 11:00:00,81.605,0.1,03.11.2021 14:10:40,80.98,3h 10m,-6.25,54.61,0,-6.25,54.61,-6250,54610,-0.06,0.55,sl 80.980,IS
94,USOIL.cash,Buy,04.11.2021 04:15:00,79.002,0.1,04.11.2021 10:11:40,79.637,5h 56m,6.35,60.96,0,6.35,60.96,6350,60960,0.06,0.61,tp 79.637,IS
96,USOIL.cash,Buy,05.11.2021 08:30:00,78.605,0.1,05.11.2021 11:15:40,79.24,2h 45m,6.35,67.31,0,6.35,67.31,6350,67310,0.06,0.67,tp 79.240,IS
98,USOIL.cash,Buy,09.11.2021 05:30:00,80.898,0.1,09.11.2021 11:31:40,81.533,6h 1m,6.35,73.66,0,6.35,73.66,6350,73660,0.06,0.73,tp 81.533,IS
100,USOIL.cash,Buy,10.11.2021 11:30:00,82.487,0.1,10.11.2021 15:56:40,83.122,4h 26m,6.35,80.01,0,6.35,80.01,6350,80010,0.06,0.8,tp 83.122,IS
102,USOIL.cash,Buy,11.11.2021 08:45:00,80.163,0.1,11.11.2021 11:33:40,80.798,2h 48m,6.35,86.36,0,6.35,86.36,6350,86360,0.06,0.86,tp 80.798,IS
104,USOIL.cash,Buy,12.11.2021 05:15:00,80.012,0.1,12.11.2021 11:00:40,79.387,5h 45m,-6.25,80.11,0,-6.25,80.11,-6250,80110,-0.06,0.8,sl 79.387,IS
106,USOIL.cash,Buy,16.11.2021 11:15:00,80.023,0.1,16.11.2021 16:39:40,79.398,5h 24m,-6.25,73.86,0,-6.25,73.86,-6250,73860,-0.06,0.74,sl 79.398,IS
108,USOIL.cash,Buy,17.11.2021 01:15:00,79.552,0.1,17.11.2021 03:59:40,78.927,2h 44m,-6.25,67.61,0,-6.25,67.61,-6250,67610,-0.06,0.67,sl 78.927,IS
