position_id,symbol,direction,open_time_utc,close_time_utc,entry_price,exit_price,price_delta,volume_in,volume_out,profit_sum,swap_sum,commission_sum,net_sum,magic,comment_last,close_ticket,strategy_id,sample_type,source_file,source_path,environment,symbol_folder,account_type
732,USDCAD,SELL,2024-07-05 16:30:00+00:00,2024-07-05 16:47:40+00:00,1.3624,1.36438,0.0019799999999998708,0.1,0.1,-15.01,0.0,-0.5,-15.51,,[sl 1.36438],732,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
734,USDCAD,SELL,2024-07-09 14:15:00+00:00,2024-07-09 20:08:40+00:00,1.36426,1.36321,-0.0010499999999999954,0.1,0.1,7.2,0.0,-0.5,6.7,,[tp 1.36321],734,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
736,USDCAD,SELL,2024-07-10 10:45:00+00:00,2024-07-10 15:39:40+00:00,1.36372,1.36283,-0.0008900000000000574,0.1,0.1,6.03,0.0,-0.5,5.53,,[tp 1.36283],736,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
738,USDCAD,SELL,2024-07-11 10:30:00+00:00,2024-07-11 15:30:40+00:00,1.3632,1.36233,-0.0008699999999999264,0.1,0.1,5.89,0.0,-0.5,5.39,,[tp 1.36233],738,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
740,USDCAD,SELL,2024-07-15 07:45:00+00:00,2024-07-15 11:20:40+00:00,1.36548,1.36428,-0.0012000000000000899,0.1,0.1,8.3,0.0,-0.5,7.800000000000001,,[tp 1.36428],740,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
742,USDCAD,SELL,2024-07-17 08:15:00+00:00,2024-07-17 11:43:40+00:00,1.36764,1.36664,-0.0009999999999998899,0.1,0.1,6.82,0.0,-0.5,6.32,,[tp 1.36664],742,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
744,USDCAD,SELL,2024-07-18 16:15:00+00:00,2024-07-18 17:47:40+00:00,1.36845,1.36986,0.0014100000000001334,0.1,0.1,-10.79,0.0,-0.5,-11.29,,[sl 1.36986],744,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
746,USDCAD,SELL,2024-07-26 15:15:00+00:00,2024-07-26 16:38:40+00:00,1.38203,1.38097,-0.001060000000000061,0.1,0.1,7.18,0.0,-0.5,6.68,,[tp 1.38097],746,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
748,USDCAD,SELL,2024-07-29 11:00:00+00:00,2024-07-29 17:13:40+00:00,1.38375,1.38519,0.0014399999999998858,0.1,0.1,-10.9,0.0,-0.5,-11.4,,[sl 1.38519],748,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
750,USDCAD,SELL,2024-07-30 16:00:00+00:00,2024-07-30 16:54:40+00:00,1.38631,1.38521,-0.0010999999999998789,0.1,0.1,7.44,0.0,-0.5,6.94,,[tp 1.38521],750,1.23947,OOS,listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,C:\Users\Leon\Desktop\Business_Code\Quant_Structure\FTMO\Data_Center\Data\Trades\Raw\Backtest\DEMO_ACCOUNT\USDCAD\listOfTrades_USDCAD_77_3.51.113_SELL_M15.csv,DEMO_ACCOUNT,USDCAD,DEMO_ACCOUNT
