Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,GBPJPY,Buy,06.07.2021 02:30:00,153.717,0.1,06.07.2021 17:18:40,152.717,14h 48m,-90.96,-90.96,-0.5,-90.96,-90.96,-100,-100,-0.91,-0.91,sl 152.717,IS
4,GBPJPY,Buy,12.07.2021 14:15:00,152.841,0.1,12.07.2021 23:45:00,153.182,9h 30m,30.4,-60.56,-0.5,30.4,-60.56,34.1,-65.9,0.31,-0.6,Strategy 2.14.157,IS
6,GBPJPY,Buy,13.07.2021 03:15:00,153.248,0.1,13.07.2021 23:45:00,152.837,20h 30m,-37.65,-98.21,-0.5,-37.65,-98.21,-41.1,-107,-0.38,-0.98,Strategy 2.14.157,IS
8,GBPJPY,Buy,14.07.2021 11:30:00,153.242,0.1,14.07.2021 23:45:00,152.414,12h 15m,-75.81,-174.02,-0.5,-75.81,-174.02,-82.8,-189.8,-0.77,-1.75,Strategy 2.14.157,IS
10,GBPJPY,Buy,22.07.2021 08:30:00,151.238,0.1,22.07.2021 23:45:00,151.679,15h 15m,39.52,-134.5,-0.5,39.52,-134.5,44.1,-145.7,0.4,-1.35,Strategy 2.14.157,IS
12,GBPJPY,Buy,23.07.2021 01:45:00,151.647,0.1,23.07.2021 23:45:00,151.971,22h 0m,28.81,-105.69,-0.5,28.81,-105.69,32.4,-113.3,0.29,-1.05,Strategy 2.14.157,IS
14,GBPJPY,Buy,26.07.2021 12:45:00,152.357,0.1,26.07.2021 23:45:00,152.546,11h 0m,16.62,-89.07,-0.5,16.62,-89.07,18.9,-94.4,0.17,-0.89,Strategy 2.14.157,IS
16,GBPJPY,Buy,27.07.2021 01:00:00,152.719,0.1,27.07.2021 10:37:40,151.719,9h 37m,-91.39,-180.46,-0.5,-91.39,-180.46,-100,-194.4,-0.92,-1.81,sl 151.719,IS
18,GBPJPY,Buy,28.07.2021 02:30:00,152.419,0.1,28.07.2021 23:45:00,152.814,21h 15m,35.44,-145.02,-0.5,35.44,-145.02,39.5,-154.9,0.36,-1.45,Strategy 2.14.157,IS
20,GBPJPY,Buy,29.07.2021 07:15:00,152.918,0.1,29.07.2021 23:45:00,152.811,16h 30m,-10.28,-155.3,-0.5,-10.28,-155.3,-10.7,-165.6,-0.1,-1.55,Strategy 2.14.157,IS
