Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,GBPJPY,Buy,05.07.2021 06:00:00,153.57,0.1,05.07.2021 23:45:00,153.628,17h 45m,4.73,4.73,-0.5,4.73,4.73,5.8,5.8,0.05,0.05,Strategy_4_19_99,IS
4,GBPJPY,Buy,06.07.2021 07:15:00,153.906,0.1,06.07.2021 17:05:40,152.906,9h 50m,-90.89,-86.16,-0.5,-90.89,-86.16,-100,-94.2,-0.91,-0.86,sl 152.906,IS
6,GBPJPY,Buy,07.07.2021 15:45:00,152.979,0.1,07.07.2021 23:45:00,152.675,8h 0m,-27.98,-114.14,-0.5,-27.98,-114.14,-30.4,-124.6,-0.28,-1.14,Strategy_4_19_99,IS
8,GBPJPY,Buy,08.07.2021 06:00:00,152.396,0.1,08.07.2021 10:18:40,151.396,4h 18m,-91.39,-205.53,-0.5,-91.39,-205.53,-100,-224.6,-0.92,-2.07,sl 151.396,IS
10,GBPJPY,Buy,09.07.2021 08:00:00,151.511,0.1,09.07.2021 16:39:20,152.361,8h 39m,76.77,-128.76,-0.5,76.77,-128.76,85,-139.6,0.78,-1.28,tp 152.361,IS
12,GBPJPY,Buy,12.07.2021 06:00:00,153.241,0.1,12.07.2021 23:45:00,153.182,17h 45m,-5.85,-134.61,-0.5,-5.85,-134.61,-5.9,-145.5,-0.06,-1.34,Strategy_4_19_99,IS
14,GBPJPY,Buy,14.07.2021 15:00:00,153.244,0.1,14.07.2021 23:45:00,152.414,8h 45m,-75.99,-210.6,-0.5,-75.99,-210.6,-83,-228.5,-0.77,-2.11,Strategy_4_19_99,IS
16,GBPJPY,Buy,15.07.2021 19:15:00,152.238,0.1,15.07.2021 23:45:00,151.843,4h 30m,-36.46,-247.06,-0.5,-36.46,-247.06,-39.5,-268,-0.37,-2.49,Strategy_4_19_99,IS
18,GBPJPY,Buy,16.07.2021 08:30:00,152.26,0.1,16.07.2021 23:45:00,151.491,15h 15m,-70.37,-317.43,-0.5,-70.37,-317.43,-76.9,-344.9,-0.72,-3.21,Strategy_4_19_99,IS
20,GBPJPY,Buy,20.07.2021 12:00:00,149.943,0.1,20.07.2021 15:31:40,148.943,3h 31m,-91.8,-409.23,-0.5,-91.8,-409.23,-100,-444.9,-0.95,-4.16,sl 148.943,IS
22,GBPJPY,Buy,21.07.2021 07:00:00,149.666,0.1,21.07.2021 16:32:40,150.516,9h 32m,76.57,-332.66,-0.5,76.57,-332.66,85,-359.9,0.8,-3.36,tp 150.516,IS
24,GBPJPY,Buy,22.07.2021 06:15:00,150.919,0.1,22.07.2021 13:37:40,151.769,7h 22m,76.56,-256.1,-0.5,76.56,-256.1,85,-274.9,0.79,-2.57,tp 151.769,IS
26,GBPJPY,Buy,27.07.2021 06:30:00,152.502,0.1,27.07.2021 23:45:00,152.364,17h 15m,-13.07,-269.17,-0.5,-13.07,-269.17,-13.8,-288.7,-0.13,-2.7,Strategy_4_19_99,IS
28,GBPJPY,Buy,28.07.2021 06:45:00,152.317,0.1,28.07.2021 23:45:00,152.814,17h 0m,44.73,-224.44,-0.5,44.73,-224.44,49.7,-239,0.46,-2.24,Strategy_4_19_99,IS
30,GBPJPY,Buy,29.07.2021 06:15:00,152.888,0.1,29.07.2021 23:45:00,152.811,17h 30m,-7.53,-231.97,-0.5,-7.53,-231.97,-7.7,-246.7,-0.08,-2.32,Strategy_4_19_99,IS
32,GBPJPY,Buy,03.08.2021 16:15:00,151.701,0.1,03.08.2021 23:45:00,151.728,7h 30m,1.98,-229.99,-0.5,1.98,-229.99,2.7,-244,0.02,-2.3,Strategy_4_19_99,IS
34,GBPJPY,Buy,04.08.2021 06:15:00,151.865,0.1,04.08.2021 23:45:00,152.056,17h 30m,16.95,-213.04,-0.5,16.95,-213.04,19.1,-224.9,0.17,-2.12,Strategy_4_19_99,IS
36,GBPJPY,Buy,05.08.2021 06:00:00,152.278,0.1,05.08.2021 23:45:00,152.884,17h 45m,54.7,-158.34,-0.5,54.7,-158.34,60.6,-164.3,0.56,-1.56,Strategy_4_19_99,IS
38,GBPJPY,Buy,06.08.2021 07:00:00,152.938,0.1,06.08.2021 23:45:00,152.965,16h 45m,1.95,-156.39,-0.5,1.95,-156.39,2.7,-161.6,0.02,-1.54,Strategy_4_19_99,IS
40,GBPJPY,Buy,10.08.2021 11:15:00,153.128,0.1,10.08.2021 23:45:00,153.044,12h 30m,-8.1,-164.49,-0.5,-8.1,-164.49,-8.4,-170,-0.08,-1.63,Strategy_4_19_99,IS
42,GBPJPY,Buy,11.08.2021 06:45:00,153.023,0.1,11.08.2021 23:45:00,153.122,17h 0m,8.46,-156.03,-0.5,8.46,-156.03,9.9,-160.1,0.09,-1.54,Strategy_4_19_99,IS
44,GBPJPY,Buy,18.08.2021 08:00:00,150.794,0.1,18.08.2021 23:45:00,150.998,15h 45m,18.09,-137.94,-0.5,18.09,-137.94,20.4,-139.7,0.18,-1.36,Strategy_4_19_99,IS
46,GBPJPY,Buy,19.08.2021 06:15:00,151.138,0.1,19.08.2021 11:18:40,150.138,5h 3m,-91.69,-229.63,-0.5,-91.69,-229.63,-100,-239.7,-0.93,-2.29,sl 150.138,IS
48,GBPJPY,Buy,23.08.2021 06:15:00,149.862,0.1,23.08.2021 14:55:40,150.712,8h 40m,76.69,-152.94,-0.5,76.69,-152.94,85,-154.7,0.78,-1.5,tp 150.712,IS
50,GBPJPY,Buy,24.08.2021 06:30:00,150.577,0.1,24.08.2021 23:45:00,150.587,17h 15m,0.41,-152.53,-0.5,0.41,-152.53,1,-153.7,0,-1.5,Strategy_4_19_99,IS
52,GBPJPY,Buy,25.08.2021 16:00:00,150.865,0.1,25.08.2021 23:45:00,151.401,7h 45m,48.23,-104.3,-0.5,48.23,-104.3,53.6,-100.1,0.49,-1.01,Strategy_4_19_99,IS
54,GBPJPY,Buy,26.08.2021 06:00:00,151.291,0.1,26.08.2021 23:45:00,150.786,17h 45m,-46.38,-150.68,-0.5,-46.38,-150.68,-50.5,-150.6,-0.47,-1.48,Strategy_4_19_99,IS
56,GBPJPY,Buy,27.08.2021 18:15:00,151.33,0.1,27.08.2021 23:45:00,151.139,5h 30m,-17.89,-168.57,-0.5,-17.89,-168.57,-19.1,-169.7,-0.18,-1.66,Strategy_4_19_99,IS
58,GBPJPY,Buy,30.08.2021 06:15:00,151.171,0.1,30.08.2021 23:45:00,151.207,17h 30m,2.77,-165.8,-0.5,2.77,-165.8,3.6,-166.1,0.03,-1.63,Strategy_4_19_99,IS
60,GBPJPY,Buy,31.08.2021 06:00:00,151.229,0.1,31.08.2021 23:45:00,151.282,17h 45m,4.32,-161.48,-0.5,4.32,-161.48,5.3,-160.8,0.04,-1.59,Strategy_4_19_99,IS
62,GBPJPY,Buy,01.09.2021 06:00:00,151.402,0.1,01.09.2021 23:45:00,151.536,17h 45m,11.67,-149.81,-0.5,11.67,-149.81,13.4,-147.4,0.12,-1.47,Strategy_4_19_99,IS
64,GBPJPY,Buy,02.09.2021 17:30:00,152.208,0.1,02.09.2021 23:45:00,152.102,6h 15m,-10.14,-159.95,-0.5,-10.14,-159.95,-10.6,-158,-0.1,-1.57,Strategy_4_19_99,IS
66,GBPJPY,Buy,03.09.2021 06:30:00,152.205,0.1,03.09.2021 23:45:00,152.097,17h 15m,-10.34,-170.29,-0.5,-10.34,-170.29,-10.8,-168.8,-0.11,-1.68,Strategy_4_19_99,IS
68,GBPJPY,Buy,07.09.2021 08:00:00,151.967,0.1,07.09.2021 23:45:00,152.03,15h 45m,5.21,-165.08,-0.5,5.21,-165.08,6.3,-162.5,0.05,-1.62,Strategy_4_19_99,IS
70,GBPJPY,Buy,08.09.2021 06:00:00,152.157,0.1,08.09.2021 23:45:00,151.867,17h 45m,-26.8,-191.88,-0.5,-26.8,-191.88,-29,-191.5,-0.27,-1.89,Strategy_4_19_99,IS
72,GBPJPY,Buy,09.09.2021 16:00:00,152.216,0.1,09.09.2021 23:45:00,151.838,7h 45m,-34.95,-226.83,-0.5,-34.95,-226.83,-37.8,-229.3,-0.36,-2.25,Strategy_4_19_99,IS
74,GBPJPY,Buy,10.09.2021 06:30:00,152.042,0.1,10.09.2021 23:45:00,151.987,17h 15m,-5.5,-232.33,-0.5,-5.5,-232.33,-5.5,-234.8,-0.06,-2.31,Strategy_4_19_99,IS
76,GBPJPY,Buy,14.09.2021 07:00:00,152.39,0.1,14.09.2021 22:16:40,151.39,15h 16m,-91.72,-324.05,-0.5,-91.72,-324.05,-100,-334.8,-0.94,-3.25,sl 151.390,IS
78,GBPJPY,Buy,16.09.2021 06:15:00,151.252,0.1,16.09.2021 23:45:00,151.365,17h 30m,9.8,-314.25,-0.5,9.8,-314.25,11.3,-323.5,0.1,-3.15,Strategy_4_19_99,IS
80,GBPJPY,Buy,17.09.2021 06:00:00,151.659,0.1,17.09.2021 23:45:00,150.984,17h 45m,-61.88,-376.13,-0.5,-61.88,-376.13,-67.5,-391,-0.64,-3.78,Strategy_4_19_99,IS
82,GBPJPY,Buy,21.09.2021 08:00:00,149.839,0.1,21.09.2021 23:45:00,149.204,15h 45m,-58.64,-434.77,-0.5,-58.64,-434.77,-63.5,-454.5,-0.61,-4.39,Strategy_4_19_99,IS
84,GBPJPY,Buy,22.09.2021 06:30:00,149.589,0.1,22.09.2021 23:45:00,149.552,17h 15m,-3.87,-438.64,-0.5,-3.87,-438.64,-3.7,-458.2,-0.04,-4.43,Strategy_4_19_99,IS
86,GBPJPY,Buy,23.09.2021 06:15:00,149.715,0.1,23.09.2021 14:08:40,150.565,7h 53m,76.86,-361.78,-0.5,76.86,-361.78,85,-373.2,0.8,-3.63,tp 150.565,IS
88,GBPJPY,Buy,24.09.2021 07:00:00,151.545,0.1,24.09.2021 23:45:00,151.473,16h 45m,-7,-368.78,-0.5,-7,-368.78,-7.2,-380.4,-0.07,-3.7,Strategy_4_19_99,IS
90,GBPJPY,Buy,27.09.2021 17:45:00,152.273,0.1,27.09.2021 23:45:00,152.141,6h 0m,-12.39,-381.17,-0.5,-12.39,-381.17,-13.2,-393.6,-0.13,-3.83,Strategy_4_19_99,IS
92,GBPJPY,Buy,28.09.2021 06:30:00,152.505,0.1,28.09.2021 13:54:20,151.505,7h 24m,-90.27,-471.44,-0.5,-90.27,-471.44,-100,-493.6,-0.94,-4.77,sl 151.505,IS
94,GBPJPY,Buy,30.09.2021 06:15:00,150.417,0.1,30.09.2021 23:45:00,149.899,17h 30m,-47.06,-518.5,-0.5,-47.06,-518.5,-51.8,-545.4,-0.49,-5.26,Strategy_4_19_99,IS
96,GBPJPY,Buy,01.10.2021 17:00:00,150.498,0.1,01.10.2021 23:45:00,150.423,6h 45m,-7.25,-525.75,-0.5,-7.25,-525.75,-7.5,-552.9,-0.08,-5.34,Strategy_4_19_99,IS
98,GBPJPY,Buy,04.10.2021 06:15:00,150.347,0.1,04.10.2021 13:39:20,151.197,7h 24m,75.89,-449.86,-0.5,75.89,-449.86,85,-467.9,0.8,-4.54,tp 151.197,IS
100,GBPJPY,Buy,05.10.2021 06:30:00,151.088,0.1,05.10.2021 17:44:40,151.938,11h 14m,75.75,-374.11,-0.5,75.75,-374.11,85,-382.9,0.79,-3.75,tp 151.938,IS
102,GBPJPY,Buy,06.10.2021 06:00:00,151.964,0.1,06.10.2021 17:00:40,150.964,11h 0m,-90.33,-464.44,-0.5,-90.33,-464.44,-100,-482.9,-0.94,-4.68,sl 150.964,IS
104,GBPJPY,Buy,07.10.2021 16:15:00,151.567,0.1,07.10.2021 23:45:00,151.997,7h 30m,38.02,-426.42,-0.5,38.02,-426.42,43,-439.9,0.4,-4.29,Strategy_4_19_99,IS
106,GBPJPY,Buy,08.10.2021 06:00:00,152.261,0.1,08.10.2021 23:45:00,152.832,17h 45m,50.37,-376.05,-0.5,50.37,-376.05,57.1,-382.8,0.53,-3.76,Strategy_4_19_99,IS
108,GBPJPY,Buy,11.10.2021 07:00:00,153.676,0.1,11.10.2021 23:45:00,154.02,16h 45m,29.86,-346.19,-0.5,29.86,-346.19,34.4,-348.4,0.31,-3.45,Strategy_4_19_99,IS
110,GBPJPY,Buy,13.10.2021 14:00:00,154.684,0.1,13.10.2021 23:45:00,154.721,9h 45m,2.77,-343.42,-0.5,2.77,-343.42,3.7,-344.7,0.03,-3.42,Strategy_4_19_99,IS
112,GBPJPY,Buy,14.10.2021 06:00:00,155.113,0.1,14.10.2021 23:45:00,155.447,17h 45m,28.88,-314.54,-0.5,28.88,-314.54,33.4,-311.3,0.3,-3.12,Strategy_4_19_99,IS
114,GBPJPY,Buy,15.10.2021 06:45:00,155.882,0.1,15.10.2021 11:05:40,156.732,4h 20m,73.98,-240.56,-0.5,73.98,-240.56,85,-226.3,0.76,-2.36,tp 156.732,IS
116,GBPJPY,Buy,18.10.2021 07:15:00,157.027,0.1,18.10.2021 23:45:00,156.912,16h 30m,-10.56,-251.12,-0.5,-10.56,-251.12,-11.5,-237.8,-0.11,-2.47,Strategy_4_19_99,IS
118,GBPJPY,Buy,19.10.2021 14:00:00,157.833,0.1,19.10.2021 23:45:00,157.737,9h 45m,-8.89,-260.01,-0.5,-8.89,-260.01,-9.6,-247.4,-0.09,-2.56,Strategy_4_19_99,IS
120,GBPJPY,Buy,20.10.2021 06:00:00,158.081,0.1,20.10.2021 15:03:40,157.081,9h 3m,-87.97,-347.98,-0.5,-87.97,-347.98,-100,-347.4,-0.9,-3.46,sl 157.081,IS
122,GBPJPY,Buy,21.10.2021 06:15:00,158.085,0.1,21.10.2021 16:15:40,157.085,10h 0m,-88.32,-436.3,-0.5,-88.32,-436.3,-100,-447.4,-0.92,-4.38,sl 157.085,IS
124,GBPJPY,Buy,22.10.2021 08:00:00,157.359,0.1,22.10.2021 17:42:40,156.359,9h 42m,-88.51,-524.81,-0.5,-88.51,-524.81,-100,-547.4,-0.93,-5.3,sl 156.359,IS
126,GBPJPY,Buy,25.10.2021 10:00:00,156.613,0.1,25.10.2021 23:45:00,156.568,13h 45m,-4.46,-529.27,-0.5,-4.46,-529.27,-4.5,-551.9,-0.05,-5.35,Strategy_4_19_99,IS
128,GBPJPY,Buy,26.10.2021 06:30:00,156.778,0.1,26.10.2021 13:57:40,157.628,7h 27m,74.07,-455.2,-0.5,74.07,-455.2,85,-466.9,0.78,-4.57,tp 157.628,IS
130,GBPJPY,Buy,28.10.2021 16:30:00,156.148,0.1,28.10.2021 23:45:00,156.641,7h 15m,42.91,-412.29,-0.5,42.91,-412.29,49.3,-417.6,0.45,-4.12,Strategy_4_19_99,IS
132,GBPJPY,Buy,29.10.2021 07:00:00,156.717,0.1,29.10.2021 23:45:00,155.994,16h 45m,-63.93,-476.22,-0.5,-63.93,-476.22,-72.3,-489.9,-0.67,-4.78,Strategy_4_19_99,IS
134,GBPJPY,Buy,03.11.2021 06:00:00,155.136,0.1,03.11.2021 22:32:40,155.986,16h 32m,74.03,-402.19,-0.5,74.03,-402.19,85,-404.9,0.78,-4.01,tp 155.986,IS
136,GBPJPY,Buy,04.11.2021 06:00:00,156.105,0.1,04.11.2021 14:36:40,155.105,8h 36m,-88.34,-490.53,-0.5,-88.34,-490.53,-100,-504.9,-0.92,-4.93,sl 155.105,IS
138,GBPJPY,Buy,08.11.2021 06:15:00,153.151,0.1,08.11.2021 23:45:00,153.592,17h 30m,38.45,-452.08,-0.5,38.45,-452.08,44.1,-460.8,0.4,-4.52,Strategy_4_19_99,IS
140,GBPJPY,Buy,09.11.2021 06:00:00,152.988,0.1,09.11.2021 23:45:00,153.057,17h 45m,5.61,-446.47,-0.5,5.61,-446.47,6.9,-453.9,0.06,-4.46,Strategy_4_19_99,IS
142,GBPJPY,Buy,10.11.2021 16:45:00,153.472,0.1,10.11.2021 23:45:00,152.676,7h 0m,-70.38,-516.85,-0.5,-70.38,-516.85,-79.6,-533.5,-0.74,-5.2,Strategy_4_19_99,IS
144,GBPJPY,Buy,12.11.2021 10:00:00,152.694,0.1,12.11.2021 23:45:00,152.819,13h 45m,10.47,-506.38,-0.5,10.47,-506.38,12.5,-521,0.11,-5.09,Strategy_4_19_99,IS
146,GBPJPY,Buy,15.11.2021 06:00:00,152.888,0.1,15.11.2021 23:45:00,153.094,17h 45m,17.55,-488.83,-0.5,17.55,-488.83,20.6,-500.4,0.18,-4.9,Strategy_4_19_99,IS
148,GBPJPY,Buy,16.11.2021 06:00:00,153.39,0.1,16.11.2021 23:45:00,154.127,17h 45m,63.7,-425.13,-0.5,63.7,-425.13,73.7,-426.7,0.67,-4.23,Strategy_4_19_99,IS
150,GBPJPY,Buy,17.11.2021 06:00:00,154.116,0.1,17.11.2021 23:45:00,153.963,17h 45m,-13.91,-439.04,-0.5,-13.91,-439.04,-15.3,-442,-0.15,-4.38,Strategy_4_19_99,IS
152,GBPJPY,Buy,19.11.2021 06:00:00,154.237,0.1,19.11.2021 11:37:40,153.237,5h 37m,-88.1,-527.14,-0.5,-88.1,-527.14,-100,-542,-0.92,-5.3,sl 153.237,IS
154,GBPJPY,Buy,22.11.2021 12:00:00,153.26,0.1,22.11.2021 23:45:00,153.835,11h 45m,49.56,-477.58,-0.5,49.56,-477.58,57.5,-484.5,0.52,-4.78,Strategy_4_19_99,IS
156,GBPJPY,Buy,23.11.2021 06:15:00,154.179,0.1,23.11.2021 23:45:00,154.026,17h 30m,-13.79,-491.37,-0.5,-13.79,-491.37,-15.3,-499.8,-0.14,-4.92,Strategy_4_19_99,IS
158,GBPJPY,Buy,24.11.2021 06:00:00,153.853,0.1,24.11.2021 23:45:00,153.841,17h 45m,-1.54,-492.91,-0.5,-1.54,-492.91,-1.2,-501,-0.02,-4.94,Strategy_4_19_99,IS
160,GBPJPY,Buy,25.11.2021 06:00:00,154.002,0.1,25.11.2021 23:45:30,153.664,17h 45m,-29.8,-522.71,-0.5,-29.8,-522.71,-33.8,-534.8,-0.31,-5.25,Strategy_4_19_99,IS
162,GBPJPY,Buy,29.11.2021 08:00:00,151.105,0.1,29.11.2021 23:45:00,151.171,15h 45m,5.31,-517.4,-0.5,5.31,-517.4,6.6,-528.2,0.06,-5.2,Strategy_4_19_99,IS
164,GBPJPY,Buy,30.11.2021 06:00:00,151.417,0.1,30.11.2021 15:32:40,150.417,9h 32m,-89.18,-606.58,-0.5,-89.18,-606.58,-100,-628.2,-0.94,-6.14,sl 150.417,IS
166,GBPJPY,Buy,01.12.2021 09:00:00,151.358,0.1,01.12.2021 17:34:40,150.358,8h 34m,-89.04,-695.62,-0.5,-89.04,-695.62,-100,-728.2,-0.95,-7.08,sl 150.358,IS
168,GBPJPY,Buy,02.12.2021 12:00:00,150.729,0.1,02.12.2021 23:45:00,150.537,11h 45m,-17.46,-713.08,-0.5,-17.46,-713.08,-19.2,-747.4,-0.19,-7.27,Strategy_4_19_99,IS
170,GBPJPY,Buy,03.12.2021 06:45:00,150.451,0.1,03.12.2021 18:16:40,149.451,11h 31m,-88.9,-801.98,-0.5,-88.9,-801.98,-100,-847.4,-0.96,-8.23,sl 149.451,IS
172,GBPJPY,Buy,06.12.2021 14:30:00,150.19,0.1,06.12.2021 23:45:00,150.524,9h 15m,28.93,-773.05,-0.5,28.93,-773.05,33.4,-814,0.31,-7.92,Strategy_4_19_99,IS
174,GBPJPY,Buy,07.12.2021 07:00:00,150.948,0.1,07.12.2021 23:45:00,150.356,16h 45m,-52.64,-825.69,-0.5,-52.64,-825.69,-59.2,-873.2,-0.57,-8.49,Strategy_4_19_99,IS
176,GBPJPY,Buy,10.12.2021 06:00:00,150.193,0.1,10.12.2021 23:45:00,150.449,17h 45m,22.08,-803.61,-0.5,22.08,-803.61,25.6,-847.6,0.24,-8.25,Strategy_4_19_99,IS
178,GBPJPY,Buy,13.12.2021 06:15:00,150.515,0.1,13.12.2021 23:45:00,150.066,17h 30m,-40.03,-843.64,-0.5,-40.03,-843.64,-44.9,-892.5,-0.44,-8.68,Strategy_4_19_99,IS
180,GBPJPY,Buy,14.12.2021 16:45:00,150.53,0.1,14.12.2021 23:45:00,150.455,7h 0m,-7.09,-850.73,-0.5,-7.09,-850.73,-7.5,-900,-0.08,-8.76,Strategy_4_19_99,IS
182,GBPJPY,Buy,15.12.2021 07:30:00,150.598,0.1,15.12.2021 23:45:00,151.246,16h 15m,56.32,-794.41,-0.5,56.32,-794.41,64.8,-835.2,0.62,-8.14,Strategy_4_19_99,IS
184,GBPJPY,Buy,16.12.2021 06:00:00,151.254,0.1,16.12.2021 14:00:40,152.104,8h 0m,73.94,-720.47,-0.5,73.94,-720.47,85,-750.2,0.8,-7.34,tp 152.104,IS
186,GBPJPY,Buy,21.12.2021 06:00:00,150.177,0.1,21.12.2021 18:03:00,151.027,12h 3m,74,-646.47,-0.5,74,-646.47,85,-665.2,0.8,-6.54,tp 151.027,IS
188,GBPJPY,Buy,22.12.2021 06:15:00,151.231,0.1,22.12.2021 12:22:40,152.081,6h 7m,73.85,-572.62,-0.5,73.85,-572.62,85,-580.2,0.79,-5.75,tp 152.081,IS
190,GBPJPY,Buy,23.12.2021 06:00:00,152.347,0.1,23.12.2021 11:55:40,153.197,5h 55m,73.86,-498.76,-0.5,73.86,-498.76,85,-495.2,0.78,-4.97,tp 153.197,IS
192,GBPJPY,Buy,24.12.2021 06:00:00,153.286,0.1,24.12.2021 23:45:00,153.288,17h 45m,-0.33,-499.09,-0.5,-0.33,-499.09,0.2,-495,-0,-4.97,Strategy_4_19_99,IS
194,GBPJPY,Buy,27.12.2021 12:30:00,153.684,0.1,27.12.2021 23:45:00,154.423,11h 15m,63.83,-435.26,-0.5,63.83,-435.26,73.9,-421.1,0.67,-4.3,Strategy_4_19_99,IS
196,GBPJPY,Buy,28.12.2021 06:00:00,154.32,0.1,28.12.2021 23:45:00,154.21,17h 45m,-10.08,-445.34,-0.5,-10.08,-445.34,-11,-432.1,-0.11,-4.41,Strategy_4_19_99,IS
198,GBPJPY,Buy,29.12.2021 18:45:00,154.979,0.1,29.12.2021 23:45:00,155.091,5h 0m,9.24,-436.1,-0.5,9.24,-436.1,11.2,-420.9,0.1,-4.31,Strategy_4_19_99,IS
