Date	ActualValue	ForecastValue	PreviousValue
2016.05.02	59.0		51.5
2016.04.01	51.5		38.5
2016.03.01	38.5		33.5
2016.02.01	33.5		33.5
2016.01.04	33.5		35.5
2015.12.01	35.5		39.0
2015.11.02	39.0		38.0
2015.10.01	38.0		39.0
2015.09.01	39.0		44.0
2015.08.03	44.0		49.5
2015.07.01	49.5		49.5
2015.06.01	49.5		40.5
2015.05.01	40.5		39.0
2015.04.01	39.0		35.0
2015.03.02	35.0		35.0
2015.02.02	35.0		38.5
2015.01.02	38.5		44.5
2014.12.01	44.5		53.5
2014.11.03	53.5		59.5
2014.10.01	59.5		58.0
2014.09.02	58.0		59.5
2014.08.01	59.5		58.0
2014.07.01	58.0		60.0
2014.06.02	60.0		56.5
2014.05.01	56.5		59.0
2014.04.01	59.0		60.0
2014.03.03	60.0		60.5
2014.02.03	60.5		53.5
2014.01.02	53.5		52.5
2013.12.02	52.5		55.5
2013.11.01	55.5		56.5
2013.10.01	56.5		54.0
2013.09.03	54.0		49.0
2013.08.01	49.0		52.5
2013.07.01	52.5		49.5
2013.06.03	49.5		50.0
2013.05.01	50.0		54.5
2013.04.01	54.5		61.5
2013.03.01	61.5		56.5
2013.02.01	56.5		55.5
2013.01.02	55.5		52.5
2012.12.03	52.5		55.0
2012.11.01	55.0		58.0
2012.10.01	58.0		54.0
2012.09.04	54.0		39.5
2012.08.01	39.5		37.0
2012.07.02	37.0		47.5
2012.06.01	47.5		61.0
2012.05.01	61.0		61.0
2012.04.02	61.0		61.5
2012.03.01	61.5		55.5
2012.02.01	55.5		47.5
2012.01.03	47.5		45.0
2011.12.01	45.0		41.0
2011.11.01	41.0		56.0
2011.10.03	56.0		55.5
2011.09.01	55.5		59.0
2011.08.01	59.0		68.0
2011.07.01	68.0		76.5
2011.06.01	76.5		85.5
2011.05.02	85.5		85.0
2011.04.01	85.0		82.0
2011.03.01	82.0		81.5
2011.02.01	81.5		72.5
2011.01.03	72.5		69.5
2010.12.01	69.5		71.0
2010.11.01	71.0		70.5
2010.10.01	70.5		61.5
2010.09.01	61.5		57.5
2010.08.02	57.5		57.0
2010.07.01	57.0		77.5
2010.06.01	77.5		78.0
2010.05.03	78.0		75.0
2010.04.01	75.0		67.0
2010.03.01	67.0		
