Date	ActualValue	ForecastValue	PreviousValue
2008.01.15	0.2		0.4
2007.12.13	0.4		0.0
2007.11.14	0.0		0.1
2007.10.12	0.1		0.2
2007.09.18	0.2		0.1
2007.08.14	0.1		0.3
2007.07.17	0.3		0.2
2007.06.14	0.2		0.0
2007.05.11	0.0		0.0
2007.04.13	0.0		0.4
2007.03.15	0.4		0.2
2007.02.16	0.2		
