Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,USDCHF,Sell,05.07.2021 02:00:00,0.9216,0.1,05.07.2021 10:17:40,0.9236,8h 17m,-22.15,-22.15,-0.5,-22.15,-22.15,-20,-20,-0.22,-0.22,sl 0.92360,IS
4,USDCHF,Buy,06.07.2021 06:30:00,0.92111,0.1,06.07.2021 11:07:40,0.92216,4h 37m,10.89,-11.26,-0.5,10.89,-11.26,10.5,-9.5,0.11,-0.11,tp 0.92216,IS
6,USDCHF,Sell,08.07.2021 17:00:00,0.91529,0.1,08.07.2021 23:45:00,0.91493,6h 45m,3.43,-7.83,-0.5,3.43,-7.83,3.6,-5.9,0.03,-0.08,Strategy_3_17_186,IS
8,USDCHF,Sell,09.07.2021 02:00:00,0.91487,0.1,09.07.2021 09:22:40,0.91687,7h 22m,-22.31,-30.14,-0.5,-22.31,-30.14,-20,-25.9,-0.22,-0.3,sl 0.91687,IS
10,USDCHF,Sell,15.07.2021 17:30:00,0.91763,0.1,15.07.2021 20:15:40,0.91963,2h 45m,-22.25,-52.39,-0.5,-22.25,-52.39,-20,-45.9,-0.22,-0.52,sl 0.91963,IS
12,USDCHF,Sell,16.07.2021 02:00:00,0.91773,0.1,16.07.2021 10:30:40,0.91973,8h 30m,-22.25,-74.64,-0.5,-22.25,-74.64,-20,-65.9,-0.22,-0.75,sl 0.91973,IS
14,USDCHF,Buy,21.07.2021 07:00:00,0.92124,0.1,21.07.2021 09:10:40,0.92197,2h 10m,7.42,-67.22,-0.5,7.42,-67.22,7.3,-58.6,0.07,-0.67,tp 0.92197,IS
16,USDCHF,Sell,22.07.2021 06:15:00,0.91757,0.1,22.07.2021 11:15:40,0.91957,5h 0m,-22.25,-89.47,-0.5,-22.25,-89.47,-20,-78.6,-0.22,-0.9,sl 0.91957,IS
18,USDCHF,Sell,23.07.2021 02:30:00,0.91906,0.1,23.07.2021 09:07:20,0.92106,6h 37m,-22.21,-111.68,-0.5,-22.21,-111.68,-20,-98.6,-0.22,-1.12,sl 0.92106,IS
20,USDCHF,Sell,27.07.2021 02:00:00,0.91591,0.1,27.07.2021 10:53:40,0.91791,8h 53m,-22.29,-133.97,-0.5,-22.29,-133.97,-20,-118.6,-0.23,-1.35,sl 0.91791,IS
