Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,USDJPY,Buy,09.07.2021 11:30:00,110.108,0.1,09.07.2021 23:45:00,110.122,12h 15m,0.77,0.77,-0.5,0.77,0.77,1.4,1.4,0.01,0.01,Strategy 6.27.190,IS
4,USDJPY,Buy,12.07.2021 01:30:00,110.261,0.1,12.07.2021 23:45:30,110.344,22h 15m,7.02,7.79,-0.5,7.02,7.79,8.3,9.7,0.07,0.08,Strategy 6.27.190,IS
6,USDJPY,Buy,13.07.2021 00:30:00,110.372,0.1,13.07.2021 23:45:00,110.64,23h 15m,23.72,31.51,-0.5,23.72,31.51,26.8,36.5,0.24,0.31,Strategy 6.27.190,IS
8,USDJPY,Buy,16.07.2021 10:30:00,110.088,0.1,16.07.2021 23:45:00,110.066,13h 15m,-2.5,29.01,-0.5,-2.5,29.01,-2.2,34.3,-0.02,0.29,Strategy 6.27.190,IS
10,USDJPY,Buy,19.07.2021 10:00:00,110.076,0.1,19.07.2021 16:27:40,109.276,6h 27m,-73.71,-44.7,-0.5,-73.71,-44.7,-80,-45.7,-0.73,-0.44,sl 109.276,IS
12,USDJPY,Buy,20.07.2021 17:30:00,109.777,0.1,20.07.2021 23:45:00,109.852,6h 15m,6.33,-38.37,-0.5,6.33,-38.37,7.5,-38.2,0.06,-0.38,Strategy 6.27.190,IS
14,USDJPY,Buy,21.07.2021 01:45:00,109.88,0.1,21.07.2021 23:45:00,110.286,22h 0m,36.31,-2.06,-0.5,36.31,-2.06,40.6,2.4,0.36,-0.02,Strategy 6.27.190,IS
16,USDJPY,Buy,22.07.2021 10:45:00,110.288,0.1,22.07.2021 23:45:00,110.186,13h 0m,-9.76,-11.82,-0.5,-9.76,-11.82,-10.2,-7.8,-0.1,-0.11,Strategy 6.27.190,IS
18,USDJPY,Buy,23.07.2021 05:15:00,110.246,0.1,23.07.2021 23:45:00,110.551,18h 30m,27.09,15.27,-0.5,27.09,15.27,30.5,22.7,0.27,0.16,Strategy 6.27.190,IS
20,USDJPY,Buy,28.07.2021 11:00:00,110.02,0.1,28.07.2021 23:45:00,109.892,12h 45m,-12.15,3.12,-0.5,-12.15,3.12,-12.8,9.9,-0.12,0.04,Strategy 6.27.190,IS
22,USDJPY,Buy,30.07.2021 09:15:00,109.614,0.1,30.07.2021 23:45:00,109.692,14h 30m,6.61,9.73,-0.5,6.61,9.73,7.8,17.7,0.07,0.1,Strategy 6.27.190,IS
24,USDJPY,Buy,04.08.2021 09:15:00,109.171,0.1,04.08.2021 23:45:00,109.483,14h 30m,28,37.73,-0.5,28,37.73,31.2,48.9,0.28,0.38,Strategy 6.27.190,IS
