Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,EURGBP,Sell,06.07.2021 09:15:00,0.85589,0.1,06.07.2021 09:24:40,0.85659,9m 40s,-10.23,-10.23,-0.5,-10.23,-10.23,-7,-7,-0.1,-0.1,sl 0.85659,IS
4,EURGBP,Sell,09.07.2021 04:45:00,0.85945,0.1,09.07.2021 08:49:00,0.85871,4h 4m,9.7,-0.53,-0.5,9.7,-0.53,7.4,0.4,0.1,-0.01,tp 0.85871,IS
6,EURGBP,Sell,12.07.2021 10:30:00,0.85526,0.1,12.07.2021 10:37:40,0.85605,7m 40s,-11.46,-11.99,-0.5,-11.46,-11.99,-7.9,-7.5,-0.11,-0.12,sl 0.85605,IS
8,EURGBP,Sell,13.07.2021 10:15:00,0.85448,0.1,13.07.2021 10:21:40,0.85521,6m 40s,-10.63,-22.62,-0.5,-10.63,-22.62,-7.3,-14.8,-0.11,-0.23,sl 0.85521,IS
10,EURGBP,Sell,14.07.2021 18:00:00,0.85219,0.1,14.07.2021 18:27:40,0.85351,27m 40s,-18.8,-41.42,-0.5,-18.8,-41.42,-13.2,-28,-0.19,-0.41,sl 0.85351,IS
12,EURGBP,Sell,15.07.2021 20:30:00,0.85445,0.1,15.07.2021 23:45:00,0.85437,3h 15m,0.61,-40.81,-0.5,0.61,-40.81,0.8,-27.2,0.01,-0.41,Strategy 3.16.177,IS
14,EURGBP,Sell,20.07.2021 09:45:00,0.86344,0.1,20.07.2021 09:54:40,0.86433,9m 40s,-12.64,-53.45,-0.5,-12.64,-53.45,-8.9,-36.1,-0.13,-0.54,sl 0.86433,IS
16,EURGBP,Sell,21.07.2021 05:30:00,0.86495,0.1,21.07.2021 09:09:40,0.86586,3h 39m,-12.88,-66.33,-0.5,-12.88,-66.33,-9.1,-45.2,-0.13,-0.66,sl 0.86586,IS
18,EURGBP,Sell,22.07.2021 03:45:00,0.86053,0.1,22.07.2021 04:12:40,0.86126,27m 40s,-10.5,-76.83,-0.5,-10.5,-76.83,-7.3,-52.5,-0.11,-0.77,sl 0.86126,IS
20,EURGBP,Sell,23.07.2021 04:45:00,0.85542,0.1,23.07.2021 09:24:40,0.85629,4h 39m,-12.47,-89.3,-0.5,-12.47,-89.3,-8.7,-61.2,-0.13,-0.9,sl 0.85629,IS
22,EURGBP,Sell,28.07.2021 06:15:00,0.85189,0.1,28.07.2021 07:03:20,0.85261,48m 20s,-10.49,-99.79,-0.5,-10.49,-99.79,-7.2,-68.4,-0.11,-1,sl 0.85261,IS
24,EURGBP,Sell,29.07.2021 16:00:00,0.8516,0.1,29.07.2021 16:40:20,0.85072,40m 20s,11.79,-88,-0.5,11.79,-88,8.8,-59.6,0.12,-0.88,tp 0.85072,IS
26,EURGBP,Sell,30.07.2021 03:15:00,0.85184,0.1,30.07.2021 06:57:00,0.85249,3h 42m,-9.56,-97.56,-0.5,-9.56,-97.56,-6.5,-66.1,-0.1,-0.98,sl 0.85249,IS
28,EURGBP,Sell,02.08.2021 05:30:00,0.85414,0.1,02.08.2021 09:19:20,0.85349,3h 49m,8.54,-89.02,-0.5,8.54,-89.02,6.5,-59.6,0.09,-0.89,tp 0.85349,IS
30,EURGBP,Sell,04.08.2021 15:30:00,0.85217,0.1,04.08.2021 15:48:40,0.85329,18m 40s,-16.11,-105.13,-0.5,-16.11,-105.13,-11.2,-70.8,-0.16,-1.06,sl 0.85329,IS
32,EURGBP,Sell,10.08.2021 06:00:00,0.84796,0.1,10.08.2021 09:58:00,0.84752,3h 58m,5.59,-99.54,-0.5,5.59,-99.54,4.4,-66.4,0.06,-1,tp 0.84752,IS
34,EURGBP,Sell,11.08.2021 03:45:00,0.84743,0.1,11.08.2021 03:48:20,0.84813,3m 20s,-10.17,-109.71,-0.5,-10.17,-109.71,-7,-73.4,-0.1,-1.1,sl 0.84813,IS
36,EURGBP,Sell,12.08.2021 08:30:00,0.84679,0.1,12.08.2021 08:35:40,0.84732,5m 40s,-7.85,-117.56,-0.5,-7.85,-117.56,-5.3,-78.7,-0.08,-1.18,sl 0.84732,IS
38,EURGBP,Sell,13.08.2021 11:30:00,0.8507,0.1,13.08.2021 11:30:40,0.85144,40s,-10.71,-128.27,-0.5,-10.71,-128.27,-7.4,-86.1,-0.11,-1.29,sl 0.85144,IS
40,EURGBP,Sell,16.08.2021 03:15:00,0.85095,0.1,16.08.2021 03:55:40,0.85161,40m 40s,-9.65,-137.92,-0.5,-9.65,-137.92,-6.6,-92.7,-0.1,-1.39,sl 0.85161,IS
