Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,EURGBP,Sell,06.07.2021 09:45:00,0.85603,0.1,06.07.2021 14:09:00,0.85505,4h 24m,13.07,13.07,-0.5,13.07,13.07,9.8,9.8,0.13,0.13,tp 0.85505,IS
4,EURGBP,Sell,08.07.2021 04:30:00,0.85534,0.1,08.07.2021 09:33:40,0.85711,5h 3m,-24.87,-11.8,-0.5,-24.87,-11.8,-17.7,-7.9,-0.25,-0.12,sl 0.85711,IS
6,EURGBP,Sell,14.07.2021 19:15:00,0.85388,0.1,14.07.2021 23:45:00,0.85398,4h 30m,-1.89,-13.69,-0.5,-1.89,-13.69,-1,-8.9,-0.02,-0.14,Strategy 4.21.189,IS
8,EURGBP,Sell,15.07.2021 01:45:00,0.85408,0.1,15.07.2021 05:44:20,0.85597,3h 59m,-26.63,-40.32,-0.5,-26.63,-40.32,-18.9,-27.8,-0.27,-0.4,sl 0.85597,IS
10,EURGBP,Sell,16.07.2021 09:15:00,0.85421,0.1,16.07.2021 10:31:40,0.8559,1h 16m,-23.83,-64.15,-0.5,-23.83,-64.15,-16.9,-44.7,-0.24,-0.64,sl 0.85590,IS
12,EURGBP,Sell,19.07.2021 01:45:00,0.85799,0.1,19.07.2021 15:41:40,0.86045,13h 56m,-34.2,-98.35,-0.5,-34.2,-98.35,-24.6,-69.3,-0.34,-0.99,sl 0.86045,IS
14,EURGBP,Sell,21.07.2021 06:00:00,0.86491,0.1,21.07.2021 11:27:40,0.86367,5h 27m,16.39,-81.96,-0.5,16.39,-81.96,12.4,-56.9,0.17,-0.82,tp 0.86367,IS
16,EURGBP,Sell,22.07.2021 04:15:00,0.86075,0.1,22.07.2021 08:55:00,0.8597,4h 40m,13.91,-68.05,-0.5,13.91,-68.05,10.5,-46.4,0.14,-0.68,tp 0.85970,IS
18,EURGBP,Sell,23.07.2021 05:30:00,0.85565,0.1,23.07.2021 10:52:40,0.85776,5h 22m,-29.48,-97.53,-0.5,-29.48,-97.53,-21.1,-67.5,-0.3,-0.98,sl 0.85776,IS
20,EURGBP,Sell,26.07.2021 04:15:00,0.85614,0.1,26.07.2021 12:42:40,0.85494,8h 27m,16.05,-81.48,-0.5,16.05,-81.48,12,-55.5,0.16,-0.82,tp 0.85494,IS
