Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,EURGBP,Sell,06.07.2021 09:45:00,0.85603,0.1,06.07.2021 23:45:00,0.85674,14h 0m,-10.3,-10.3,-0.5,-10.3,-10.3,-7.1,-7.1,-0.1,-0.1,Strategy 5.21.111,IS
4,EURGBP,Sell,08.07.2021 18:00:00,0.86139,0.1,08.07.2021 23:37:40,0.85889,5h 37m,33.97,23.67,-0.5,33.97,23.67,25,17.9,0.34,0.24,tp 0.85889,IS
6,EURGBP,Sell,09.07.2021 02:00:00,0.85928,0.1,09.07.2021 16:45:40,0.85678,14h 45m,34.14,57.81,-0.5,34.14,57.81,25,42.9,0.34,0.58,tp 0.85678,IS
8,EURGBP,Sell,12.07.2021 03:30:00,0.85445,0.1,12.07.2021 23:45:00,0.8543,20h 15m,1.58,59.39,-0.5,1.58,59.39,1.5,44.4,0.02,0.59,Strategy 5.21.111,IS
10,EURGBP,Sell,14.07.2021 15:30:00,0.85185,0.1,14.07.2021 23:45:00,0.85398,8h 15m,-30.03,29.36,-0.5,-30.03,29.36,-21.3,23.1,-0.3,0.29,Strategy 5.21.111,IS
12,EURGBP,Sell,15.07.2021 20:15:00,0.85396,0.1,15.07.2021 23:45:00,0.85437,3h 30m,-6.17,23.19,-0.5,-6.17,23.19,-4.1,19,-0.06,0.23,Strategy 5.21.111,IS
14,EURGBP,Sell,22.07.2021 03:45:00,0.86053,0.1,22.07.2021 10:23:40,0.85803,6h 38m,33.88,57.07,-0.5,33.88,57.07,25,44,0.34,0.57,tp 0.85803,IS
16,EURGBP,Sell,23.07.2021 05:30:00,0.85565,0.1,23.07.2021 23:45:00,0.85667,18h 15m,-14.52,42.55,-0.5,-14.52,42.55,-10.2,33.8,-0.14,0.43,Strategy 5.21.111,IS
18,EURGBP,Sell,29.07.2021 03:15:00,0.85186,0.1,29.07.2021 23:45:00,0.85132,20h 30m,7.04,49.59,-0.5,7.04,49.59,5.4,39.2,0.07,0.5,Strategy 5.21.111,IS
20,EURGBP,Sell,02.08.2021 01:15:00,0.85381,0.1,02.08.2021 23:45:00,0.85496,22h 30m,-16.47,33.12,-0.5,-16.47,33.12,-11.5,27.7,-0.16,0.33,Strategy 5.21.111,IS
