Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,EURGBP,Buy,06.07.2021 15:30:00,0.85435,0.1,06.07.2021 16:32:40,0.85507,1h 2m,9.47,9.47,-0.5,9.47,9.47,7.2,7.2,0.09,0.09,tp 0.85507,IS
4,EURGBP,Buy,12.07.2021 01:00:00,0.85516,0.1,12.07.2021 10:47:40,0.85585,9h 47m,9.07,18.54,-0.5,9.07,18.54,6.9,14.1,0.09,0.19,tp 0.85585,IS
6,EURGBP,Buy,13.07.2021 18:30:00,0.85404,0.1,13.07.2021 23:45:00,0.85265,5h 15m,-19.71,-1.17,-0.5,-19.71,-1.17,-13.9,0.2,-0.2,-0.01,Strategy 3.31.132,IS
8,EURGBP,Buy,14.07.2021 09:30:00,0.85264,0.1,14.07.2021 11:30:40,0.85113,2h 0m,-21.43,-22.6,-0.5,-21.43,-22.6,-15.1,-14.9,-0.21,-0.23,sl 0.85113,IS
10,EURGBP,Buy,16.07.2021 11:30:00,0.85307,0.1,16.07.2021 12:34:40,0.85385,1h 4m,10.3,-12.3,-0.5,10.3,-12.3,7.8,-7.1,0.1,-0.12,tp 0.85385,IS
12,EURGBP,Buy,22.07.2021 13:30:00,0.85745,0.1,22.07.2021 16:16:20,0.85841,2h 46m,12.73,0.43,-0.5,12.73,0.43,9.6,2.5,0.13,0,tp 0.85841,IS
14,EURGBP,Buy,23.07.2021 16:30:00,0.85551,0.1,23.07.2021 23:45:00,0.85617,7h 15m,8.57,9,-0.5,8.57,9,6.6,9.1,0.09,0.09,Strategy 3.31.132,IS
16,EURGBP,Buy,26.07.2021 12:45:00,0.8553,0.1,26.07.2021 23:45:00,0.85414,11h 0m,-16.54,-7.54,-0.5,-16.54,-7.54,-11.6,-2.5,-0.17,-0.07,Strategy 3.31.132,IS
18,EURGBP,Buy,27.07.2021 18:00:00,0.85245,0.1,27.07.2021 23:45:00,0.85137,5h 45m,-15.5,-23.04,-0.5,-15.5,-23.04,-10.8,-13.3,-0.16,-0.23,Strategy 3.31.132,IS
20,EURGBP,Buy,28.07.2021 10:00:00,0.85139,0.1,28.07.2021 22:40:40,0.8519,12h 40m,6.59,-16.45,-0.5,6.59,-16.45,5.1,-8.2,0.07,-0.16,tp 0.85190,IS
22,EURGBP,Buy,29.07.2021 06:45:00,0.85165,0.1,29.07.2021 23:45:00,0.85127,17h 0m,-5.81,-22.26,-0.5,-5.81,-22.26,-3.8,-12,-0.06,-0.22,Strategy 3.31.132,IS
24,EURGBP,Buy,03.08.2021 11:00:00,0.85423,0.1,03.08.2021 17:00:20,0.85476,6h 0m,6.86,-15.4,-0.5,6.86,-15.4,5.3,-6.7,0.07,-0.15,tp 0.85476,IS
26,EURGBP,Buy,05.08.2021 13:45:00,0.8508,0.1,05.08.2021 14:00:40,0.85149,15m 40s,9.11,-6.29,-0.5,9.11,-6.29,6.9,0.2,0.09,-0.06,tp 0.85149,IS
28,EURGBP,Buy,06.08.2021 15:45:00,0.84781,0.1,06.08.2021 23:45:00,0.84762,8h 0m,-3.14,-9.43,-0.5,-3.14,-9.43,-1.9,-1.7,-0.03,-0.09,Strategy 3.31.132,IS
30,EURGBP,Buy,10.08.2021 13:30:00,0.84592,0.1,10.08.2021 16:29:20,0.8465,2h 59m,7.53,-1.9,-0.5,7.53,-1.9,5.8,4.1,0.08,-0.02,tp 0.84650,IS
32,EURGBP,Buy,11.08.2021 15:45:00,0.84718,0.1,11.08.2021 23:45:00,0.8468,8h 0m,-5.77,-7.67,-0.5,-5.77,-7.67,-3.8,0.3,-0.06,-0.08,Strategy 3.31.132,IS
34,EURGBP,Buy,18.08.2021 01:00:00,0.85216,0.1,18.08.2021 09:00:40,0.85277,8h 0m,7.89,0.22,-0.5,7.89,0.22,6.1,6.4,0.08,0,tp 0.85277,IS
36,EURGBP,Buy,23.08.2021 04:00:00,0.85813,0.1,23.08.2021 05:56:20,0.85878,1h 56m,8.37,8.59,-0.5,8.37,8.59,6.5,12.9,0.08,0.09,tp 0.85878,IS
38,EURGBP,Buy,25.08.2021 04:45:00,0.85601,0.1,25.08.2021 16:07:40,0.85647,11h 22m,5.81,14.4,-0.5,5.81,14.4,4.6,17.5,0.06,0.15,tp 0.85647,IS
40,EURGBP,Buy,27.08.2021 10:30:00,0.85793,0.1,27.08.2021 16:11:20,0.85639,5h 41m,-21.62,-7.22,-0.5,-21.62,-7.22,-15.4,2.1,-0.22,-0.07,sl 0.85639,IS
42,EURGBP,Buy,30.08.2021 09:30:00,0.85726,0.1,30.08.2021 10:29:40,0.8577,59m 40s,5.55,-1.67,-0.5,5.55,-1.67,4.4,6.5,0.06,-0.02,tp 0.85770,IS
44,EURGBP,Buy,31.08.2021 09:30:00,0.85769,0.1,31.08.2021 10:54:40,0.85807,1h 24m,4.74,3.07,-0.5,4.74,3.07,3.8,10.3,0.05,0.03,tp 0.85807,IS
46,EURGBP,Buy,01.09.2021 09:00:00,0.85909,0.1,01.09.2021 09:32:40,0.85773,32m 40s,-19.21,-16.14,-0.5,-19.21,-16.14,-13.6,-3.3,-0.19,-0.16,sl 0.85773,IS
48,EURGBP,Buy,02.09.2021 17:00:00,0.85875,0.1,02.09.2021 23:45:00,0.85824,6h 45m,-7.56,-23.7,-0.5,-7.56,-23.7,-5.1,-8.4,-0.08,-0.24,Strategy 3.31.132,IS
50,EURGBP,Buy,03.09.2021 12:30:00,0.85848,0.1,03.09.2021 13:46:40,0.85891,1h 16m,5.45,-18.25,-0.5,5.45,-18.25,4.3,-4.1,0.05,-0.18,tp 0.85891,IS
52,EURGBP,Buy,08.09.2021 12:45:00,0.85905,0.1,08.09.2021 17:45:40,0.85958,5h 0m,6.78,-11.47,-0.5,6.78,-11.47,5.3,1.2,0.07,-0.11,tp 0.85958,IS
54,EURGBP,Buy,09.09.2021 15:00:00,0.85619,0.1,09.09.2021 15:47:40,0.85412,47m 40s,-29.13,-40.6,-0.5,-29.13,-40.6,-20.7,-19.5,-0.29,-0.4,sl 0.85412,IS
56,EURGBP,Buy,10.09.2021 13:30:00,0.85351,0.1,10.09.2021 17:42:40,0.85411,4h 12m,7.82,-32.78,-0.5,7.82,-32.78,6,-13.5,0.08,-0.33,tp 0.85411,IS
58,EURGBP,Buy,15.09.2021 09:15:00,0.8548,0.1,15.09.2021 12:29:20,0.85531,3h 14m,6.55,-26.23,-0.5,6.55,-26.23,5.1,-8.4,0.07,-0.26,tp 0.85531,IS
60,EURGBP,Buy,16.09.2021 10:15:00,0.85343,0.1,16.09.2021 10:41:40,0.85204,26m 40s,-19.73,-45.96,-0.5,-19.73,-45.96,-13.9,-22.3,-0.2,-0.46,sl 0.85204,IS
62,EURGBP,Buy,21.09.2021 10:30:00,0.85784,0.1,21.09.2021 14:51:40,0.85849,4h 21m,8.4,-37.56,-0.5,8.4,-37.56,6.5,-15.8,0.08,-0.37,tp 0.85849,IS
64,EURGBP,Buy,22.09.2021 04:15:00,0.85816,0.1,22.09.2021 07:45:40,0.85872,3h 30m,7.15,-30.41,-0.5,7.15,-30.41,5.6,-10.2,0.07,-0.3,tp 0.85872,IS
66,EURGBP,Buy,23.09.2021 13:45:00,0.85707,0.1,23.09.2021 14:10:20,0.85448,25m 20s,-36.01,-66.42,-0.5,-36.01,-66.42,-25.9,-36.1,-0.36,-0.66,sl 0.85448,IS
68,EURGBP,Buy,27.09.2021 10:15:00,0.85667,0.1,27.09.2021 10:43:40,0.85474,28m 40s,-26.94,-93.36,-0.5,-26.94,-93.36,-19.3,-55.4,-0.27,-0.93,sl 0.85474,IS
70,EURGBP,Buy,29.09.2021 09:15:00,0.86267,0.1,29.09.2021 10:02:40,0.86321,47m 40s,6.81,-86.55,-0.5,6.81,-86.55,5.4,-50,0.07,-0.87,tp 0.86321,IS
