Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,AUDJPY,Buy,16.07.2021 15:00:00,81.854,0.1,16.07.2021 21:59:40,81.452,6h 59m,-37.03,-37.03,-0.5,-37.03,-37.03,-40.2,-40.2,-0.37,-0.37,sl 81.452,IS
4,AUDJPY,Buy,20.07.2021 06:45:00,80.114,0.1,20.07.2021 23:45:00,80.522,17h 0m,36.64,-0.39,-0.5,36.64,-0.39,40.8,0.6,0.37,-0,Strategy 5.20.109,IS
6,AUDJPY,Buy,21.07.2021 05:15:00,80.346,0.1,21.07.2021 16:34:40,80.805,11h 19m,41.09,40.7,-0.5,41.09,40.7,45.9,46.5,0.41,0.41,tp 80.805,IS
8,AUDJPY,Buy,22.07.2021 03:30:00,81.002,0.1,22.07.2021 12:24:40,81.365,8h 54m,32.42,73.12,-0.5,32.42,73.12,36.3,82.8,0.32,0.73,tp 81.365,IS
10,AUDJPY,Buy,28.07.2021 07:15:00,80.812,0.1,28.07.2021 23:45:00,81.026,16h 30m,18.97,92.09,-0.5,18.97,92.09,21.4,104.2,0.19,0.92,Strategy 5.20.109,IS
12,AUDJPY,Buy,29.07.2021 04:15:00,80.808,0.1,29.07.2021 11:05:20,81.255,6h 50m,40.19,132.28,-0.5,40.19,132.28,44.7,148.9,0.4,1.32,tp 81.255,IS
14,AUDJPY,Buy,02.08.2021 18:00:00,80.7,0.1,02.08.2021 23:45:00,80.508,5h 45m,-18.06,114.22,-0.5,-18.06,114.22,-19.2,129.7,-0.18,1.14,Strategy 5.20.109,IS
16,AUDJPY,Buy,03.08.2021 02:45:00,80.474,0.1,03.08.2021 07:35:40,80.766,4h 50m,26.25,140.47,-0.5,26.25,140.47,29.2,158.9,0.26,1.4,tp 80.766,IS
18,AUDJPY,Buy,06.08.2021 04:15:00,81.172,0.1,06.08.2021 23:45:00,81.069,19h 30m,-9.84,130.63,-0.5,-9.84,130.63,-10.3,148.6,-0.1,1.3,Strategy 5.20.109,IS
20,AUDJPY,Buy,11.08.2021 07:45:00,81.223,0.1,11.08.2021 15:42:40,81.455,7h 57m,20.51,151.14,-0.5,20.51,151.14,23.2,171.8,0.2,1.5,tp 81.455,IS
22,AUDJPY,Buy,12.08.2021 00:30:30,81.434,0.1,12.08.2021 15:09:40,81.193,14h 39m,-22.33,128.81,-0.5,-22.33,128.81,-24.1,147.7,-0.22,1.28,sl 81.193,IS
24,AUDJPY,Buy,13.08.2021 08:30:00,81.006,0.1,13.08.2021 21:42:40,80.786,13h 12m,-20.57,108.24,-0.5,-20.57,108.24,-22,125.7,-0.2,1.08,sl 80.786,IS
26,AUDJPY,Buy,17.08.2021 03:45:00,80.074,0.1,17.08.2021 04:33:40,79.8,48m 40s,-25.59,82.65,-0.5,-25.59,82.65,-27.4,98.3,-0.25,0.83,sl 79.800,IS
28,AUDJPY,Buy,18.08.2021 03:30:00,79.494,0.1,18.08.2021 23:45:00,79.426,20h 15m,-6.7,75.95,-0.5,-6.7,75.95,-6.8,91.5,-0.07,0.76,Strategy 5.20.109,IS
30,AUDJPY,Buy,20.08.2021 04:45:00,78.338,0.1,20.08.2021 23:45:00,78.389,19h 0m,4.14,80.09,-0.5,4.14,80.09,5.1,96.6,0.04,0.8,Strategy 5.20.109,IS
32,AUDJPY,Buy,23.08.2021 00:30:00,78.255,0.1,23.08.2021 08:40:20,78.736,8h 10m,43.27,123.36,-0.5,43.27,123.36,48.1,144.7,0.43,1.23,tp 78.736,IS
34,AUDJPY,Buy,24.08.2021 03:30:00,79.042,0.1,24.08.2021 08:12:20,79.342,4h 42m,26.82,150.18,-0.5,26.82,150.18,30,174.7,0.26,1.5,tp 79.342,IS
36,AUDJPY,Buy,25.08.2021 05:45:00,79.512,0.1,25.08.2021 17:36:40,79.873,11h 51m,32.3,182.48,-0.5,32.3,182.48,36.1,210.8,0.32,1.82,tp 79.873,IS
38,AUDJPY,Buy,26.08.2021 05:00:00,80.051,0.1,26.08.2021 18:00:40,79.72,13h 0m,-30.58,151.9,-0.5,-30.58,151.9,-33.1,177.7,-0.3,1.52,sl 79.720,IS
40,AUDJPY,Buy,30.08.2021 05:00:00,80.223,0.1,30.08.2021 23:45:00,80.194,18h 45m,-3.14,148.76,-0.5,-3.14,148.76,-2.9,174.8,-0.03,1.48,Strategy 5.20.109,IS
42,AUDJPY,Buy,31.08.2021 15:45:00,80.288,0.1,31.08.2021 23:45:00,80.457,8h 0m,14.86,163.62,-0.5,14.86,163.62,16.9,191.7,0.15,1.63,Strategy 5.20.109,IS
44,AUDJPY,Buy,02.09.2021 00:15:00,81.069,0.1,02.09.2021 16:31:40,81.409,16h 16m,30.41,194.03,-0.5,30.41,194.03,34,225.7,0.3,1.93,tp 81.409,IS
46,AUDJPY,Buy,03.09.2021 00:15:00,81.379,0.1,03.09.2021 09:01:40,81.669,8h 46m,25.86,219.89,-0.5,25.86,219.89,29,254.7,0.25,2.18,tp 81.669,IS
48,AUDJPY,Buy,06.09.2021 03:15:00,81.68,0.1,06.09.2021 23:45:00,81.669,20h 30m,-1.5,218.39,-0.5,-1.5,218.39,-1.1,253.6,-0.01,2.17,Strategy 5.20.109,IS
50,AUDJPY,Buy,09.09.2021 12:30:00,81.157,0.1,09.09.2021 21:04:40,80.803,8h 34m,-32.79,185.6,-0.5,-32.79,185.6,-35.4,218.2,-0.32,1.85,sl 80.803,IS
52,AUDJPY,Buy,10.09.2021 17:45:00,81.135,0.1,10.09.2021 23:45:00,80.798,6h 0m,-31.17,154.43,-0.5,-31.17,154.43,-33.7,184.5,-0.31,1.54,Strategy 5.20.109,IS
54,AUDJPY,Buy,13.09.2021 05:00:00,80.893,0.1,13.09.2021 23:45:00,81.088,18h 45m,17.23,171.66,-0.5,17.23,171.66,19.5,204,0.17,1.71,Strategy 5.20.109,IS
56,AUDJPY,Buy,15.09.2021 08:30:00,80.174,0.1,15.09.2021 23:45:00,80.2,15h 15m,1.88,173.54,-0.5,1.88,173.54,2.6,206.6,0.02,1.73,Strategy 5.20.109,IS
58,AUDJPY,Buy,16.09.2021 05:30:00,80.072,0.1,16.09.2021 23:45:00,80.036,18h 15m,-3.78,169.76,-0.5,-3.78,169.76,-3.6,203,-0.04,1.69,Strategy 5.20.109,IS
60,AUDJPY,Buy,20.09.2021 19:30:00,79.282,0.1,20.09.2021 23:45:00,79.332,4h 15m,4.07,173.83,-0.5,4.07,173.83,5,208,0.04,1.73,Strategy 5.20.109,IS
62,AUDJPY,Buy,21.09.2021 00:15:00,79.294,0.1,21.09.2021 23:45:00,79.003,23h 30m,-27.14,146.69,-0.5,-27.14,146.69,-29.1,178.9,-0.27,1.47,Strategy 5.20.109,IS
64,AUDJPY,Buy,23.09.2021 00:15:00,79.457,0.1,23.09.2021 12:09:40,80.095,11h 54m,57.51,204.2,-0.5,57.51,204.2,63.8,242.7,0.57,2.03,tp 80.095,IS
66,AUDJPY,Buy,24.09.2021 10:15:00,80.418,0.1,24.09.2021 16:01:00,80.018,5h 46m,-36.68,167.52,-0.5,-36.68,167.52,-40,202.7,-0.36,1.67,sl 80.018,IS
68,AUDJPY,Buy,27.09.2021 11:00:00,80.46,0.1,27.09.2021 22:03:40,80.9,11h 3m,39.14,206.66,-0.5,39.14,206.66,44,246.7,0.38,2.06,tp 80.900,IS
70,AUDJPY,Buy,28.09.2021 03:30:00,80.79,0.1,28.09.2021 05:59:40,81.126,2h 29m,29.72,236.38,-0.5,29.72,236.38,33.6,280.3,0.29,2.35,tp 81.126,IS
72,AUDJPY,Buy,06.10.2021 04:45:00,81.16,0.1,06.10.2021 10:25:40,80.779,5h 40m,-34.64,201.74,-0.5,-34.64,201.74,-38.1,242.2,-0.34,2.01,sl 80.779,IS
74,AUDJPY,Buy,08.10.2021 08:45:00,81.675,0.1,08.10.2021 21:33:40,82.026,12h 48m,30.79,232.53,-0.5,30.79,232.53,35.1,277.3,0.3,2.31,tp 82.026,IS
76,AUDJPY,Buy,11.10.2021 03:00:00,81.899,0.1,11.10.2021 04:27:40,82.276,1h 27m,33.06,265.59,-0.5,33.06,265.59,37.7,315,0.32,2.64,tp 82.276,IS
78,AUDJPY,Buy,12.10.2021 00:30:00,83.332,0.1,12.10.2021 23:45:00,83.512,23h 15m,15.34,280.93,-0.5,15.34,280.93,18,333,0.15,2.79,Strategy 5.20.109,IS
80,AUDJPY,Buy,15.10.2021 17:45:00,84.653,0.1,15.10.2021 23:45:00,84.782,6h 0m,10.79,291.72,-0.5,10.79,291.72,12.9,345.9,0.1,2.89,Strategy 5.20.109,IS
82,AUDJPY,Buy,18.10.2021 00:15:00,84.749,0.1,18.10.2021 15:02:40,84.404,14h 47m,-30.66,261.06,-0.5,-30.66,261.06,-34.5,311.4,-0.3,2.59,sl 84.404,IS
84,AUDJPY,Buy,20.10.2021 11:00:00,85.625,0.1,20.10.2021 23:45:00,85.923,12h 45m,25.56,286.62,-0.5,25.56,286.62,29.8,341.2,0.25,2.84,Strategy 5.20.109,IS
86,AUDJPY,Buy,21.10.2021 07:30:00,85.673,0.1,21.10.2021 16:30:40,85.166,9h 0m,-45.05,241.57,-0.5,-45.05,241.57,-50.7,290.5,-0.44,2.4,sl 85.166,IS
88,AUDJPY,Buy,26.10.2021 20:00:00,85.6,0.1,26.10.2021 23:45:00,85.635,3h 45m,2.57,244.14,-0.5,2.57,244.14,3.5,294,0.03,2.43,Strategy 5.20.109,IS
90,AUDJPY,Buy,27.10.2021 08:45:00,85.679,0.1,27.10.2021 11:35:40,85.221,2h 50m,-40.77,203.37,-0.5,-40.77,203.37,-45.8,248.2,-0.4,2.03,sl 85.221,IS
92,AUDJPY,Buy,03.11.2021 05:15:00,84.632,0.1,03.11.2021 23:45:00,84.925,18h 30m,25.2,228.57,-0.5,25.2,228.57,29.3,277.5,0.25,2.28,Strategy 5.20.109,IS
94,AUDJPY,Buy,04.11.2021 08:45:00,84.842,0.1,04.11.2021 14:36:40,84.471,5h 51m,-33.09,195.48,-0.5,-33.09,195.48,-37.1,240.4,-0.32,1.95,sl 84.471,IS
96,AUDJPY,Buy,05.11.2021 04:15:00,84.036,0.1,05.11.2021 23:45:00,83.91,19h 30m,-11.62,183.86,-0.5,-11.62,183.86,-12.6,227.8,-0.11,1.84,Strategy 5.20.109,IS
98,AUDJPY,Buy,09.11.2021 14:15:00,83.637,0.1,09.11.2021 18:05:40,83.228,3h 50m,-36.71,147.15,-0.5,-36.71,147.15,-40.9,186.9,-0.36,1.48,sl 83.228,IS
100,AUDJPY,Buy,10.11.2021 21:45:00,83.434,0.1,10.11.2021 23:45:00,83.44,2h 0m,0.03,147.18,-0.5,0.03,147.18,0.6,187.5,0,1.48,Strategy 5.20.109,IS
102,AUDJPY,Buy,16.11.2021 00:15:00,83.877,0.1,16.11.2021 23:45:00,83.831,23h 30m,-4.51,142.67,-0.5,-4.51,142.67,-4.6,182.9,-0.04,1.44,Strategy 5.20.109,IS
104,AUDJPY,Buy,18.11.2021 16:45:00,83.099,0.1,18.11.2021 23:45:00,83.132,7h 0m,2.39,145.06,-0.5,2.39,145.06,3.3,186.2,0.02,1.46,Strategy 5.20.109,IS
106,AUDJPY,Buy,23.11.2021 09:15:00,82.984,0.1,23.11.2021 23:45:00,83.201,14h 30m,18.35,163.41,-0.5,18.35,163.41,21.7,207.9,0.18,1.64,Strategy 5.20.109,IS
108,AUDJPY,Buy,29.11.2021 08:00:00,80.876,0.1,29.11.2021 23:45:00,81.091,15h 45m,18.43,181.84,-0.5,18.43,181.84,21.5,229.4,0.18,1.82,Strategy 5.20.109,IS
110,AUDJPY,Buy,30.11.2021 18:30:00,80.448,0.1,30.11.2021 23:45:00,80.668,5h 15m,18.94,200.78,-0.5,18.94,200.78,22,251.4,0.19,2.01,Strategy 5.20.109,IS
112,AUDJPY,Buy,01.12.2021 14:00:00,81.104,0.1,01.12.2021 18:37:40,80.593,4h 37m,-45.75,155.03,-0.5,-45.75,155.03,-51.1,200.3,-0.45,1.56,sl 80.593,IS
