Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,AUDJPY,Buy,16.07.2021 15:15:00,81.742,0.1,16.07.2021 23:45:00,81.397,8h 30m,-31.84,-31.84,-0.5,-31.84,-31.84,-34.5,-34.5,-0.32,-0.32,Strategy 3.7.108,IS
4,AUDJPY,Buy,21.07.2021 05:15:00,80.346,0.1,21.07.2021 17:40:40,80.996,12h 25m,58.43,26.59,-0.5,58.43,26.59,65,30.5,0.59,0.27,tp 80.996,IS
6,AUDJPY,Buy,22.07.2021 03:45:00,80.944,0.1,22.07.2021 23:45:00,81.336,20h 0m,35.08,61.67,-0.5,35.08,61.67,39.2,69.7,0.35,0.62,Strategy 3.7.108,IS
8,AUDJPY,Buy,23.07.2021 01:00:00,81.287,0.1,23.07.2021 23:45:00,81.405,22h 45m,10.17,71.84,-0.5,10.17,71.84,11.8,81.5,0.1,0.72,Strategy 3.7.108,IS
10,AUDJPY,Buy,26.07.2021 02:45:00,81.424,0.1,26.07.2021 23:45:00,81.474,21h 0m,4.03,75.87,-0.5,4.03,75.87,5,86.5,0.04,0.76,Strategy 3.7.108,IS
12,AUDJPY,Buy,27.07.2021 04:15:00,81.37,0.1,27.07.2021 19:07:20,80.67,14h 52m,-64.36,11.51,-0.5,-64.36,11.51,-70,16.5,-0.64,0.12,sl 80.670,IS
14,AUDJPY,Buy,29.07.2021 04:15:00,80.808,0.1,29.07.2021 23:45:00,80.923,19h 30m,10.01,21.52,-0.5,10.01,21.52,11.5,28,0.1,0.22,Strategy 3.7.108,IS
16,AUDJPY,Buy,02.08.2021 18:15:00,80.679,0.1,02.08.2021 23:45:00,80.508,5h 30m,-16.14,5.38,-0.5,-16.14,5.38,-17.1,10.9,-0.16,0.06,Strategy 3.7.108,IS
18,AUDJPY,Buy,03.08.2021 15:45:00,80.519,0.1,03.08.2021 23:45:00,80.628,8h 0m,9.49,14.87,-0.5,9.49,14.87,10.9,21.8,0.09,0.15,Strategy 3.7.108,IS
20,AUDJPY,Buy,04.08.2021 03:30:00,80.568,0.1,04.08.2021 23:45:00,80.812,20h 15m,21.79,36.66,-0.5,21.79,36.66,24.4,46.2,0.22,0.37,Strategy 3.7.108,IS
22,AUDJPY,Buy,06.08.2021 04:15:00,81.172,0.1,06.08.2021 23:45:00,81.069,19h 30m,-9.84,26.82,-0.5,-9.84,26.82,-10.3,35.9,-0.1,0.27,Strategy 3.7.108,IS
