Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
2,AUDJPY,Buy,20.07.2021 12:00:00,80.315,0.1,20.07.2021 16:13:40,80.015,4h 13m,-27.92,-27.92,-0.5,-27.92,-27.92,-30,-30,-0.28,-0.28,sl 80.015,IS
4,AUDJPY,Buy,21.07.2021 04:00:00,80.663,0.1,21.07.2021 05:10:40,80.363,1h 10m,-27.8,-55.72,-0.5,-27.8,-55.72,-30,-60,-0.28,-0.56,sl 80.363,IS
6,AUDJPY,Buy,22.07.2021 08:00:00,81.074,0.1,22.07.2021 12:24:40,81.374,4h 24m,26.71,-29.01,-0.5,26.71,-29.01,30,-30,0.27,-0.29,tp 81.374,IS
8,AUDJPY,Buy,23.07.2021 02:00:00,81.432,0.1,23.07.2021 23:45:00,81.405,21h 45m,-2.94,-31.95,-0.5,-2.94,-31.95,-2.7,-32.7,-0.03,-0.32,Strategy_6_30_171,IS
10,AUDJPY,Buy,30.07.2021 04:00:00,80.938,0.1,30.07.2021 17:57:40,80.638,13h 57m,-27.84,-59.79,-0.5,-27.84,-59.79,-30,-62.7,-0.28,-0.6,sl 80.638,IS
12,AUDJPY,Sell,03.08.2021 04:15:00,80.506,0.1,03.08.2021 05:22:20,80.427,1h 7m,6.73,-53.06,-0.5,6.73,-53.06,7.9,-54.8,0.07,-0.53,tp 80.427,IS
14,AUDJPY,Buy,05.08.2021 04:00:00,80.991,0.1,05.08.2021 17:14:40,81.291,13h 14m,26.84,-26.22,-0.5,26.84,-26.22,30,-24.8,0.27,-0.26,tp 81.291,IS
16,AUDJPY,Buy,06.08.2021 12:00:00,81.163,0.1,06.08.2021 23:45:00,81.069,11h 45m,-9.03,-35.25,-0.5,-9.03,-35.25,-9.4,-34.2,-0.09,-0.35,Strategy_6_30_171,IS
18,AUDJPY,Buy,11.08.2021 16:00:00,81.481,0.1,11.08.2021 23:45:00,81.426,7h 45m,-5.48,-40.73,-0.5,-5.48,-40.73,-5.5,-39.7,-0.05,-0.41,Strategy_6_30_171,IS
20,AUDJPY,Sell,12.08.2021 12:00:00,81.302,0.1,12.08.2021 13:22:40,81.236,1h 22m,5.47,-35.26,-0.5,5.47,-35.26,6.6,-33.1,0.05,-0.35,tp 81.236,IS
22,AUDJPY,Buy,18.08.2021 16:00:00,79.641,0.1,18.08.2021 23:45:00,79.426,7h 45m,-20.09,-55.35,-0.5,-20.09,-55.35,-21.5,-54.6,-0.2,-0.55,Strategy_6_30_171,IS
