strategy_id,trade_count,is_trade_count,oos_trade_count,pf_is,pf_oos,oos_pf_decay,expectancy_is,expectancy_oos,oos_expectancy_decay,mc_max_dd_p50,mc_max_dd_p95,mc_terminal_p05,mc_terminal_p50,mc_terminal_p95,bootstrap_pf_p05,bootstrap_pf_p50,bootstrap_pf_p95,outlier_dependency_top_1,outlier_dependency_top_5,outlier_dependency_top_10,flag_oos_pf_decay_bad,flag_oos_expectancy_decay_bad,flag_mc_drawdown_bad,flag_bootstrap_pf_bad,flag_outlier_dependency_bad,pass_fail_flags,robustness_score,pass_flag
AUDUSD_60_1.31.145_SELL_M15,556,369,187,1.183734819630287,1.0751734539969835,-0.0917108830736349,1.9975609756097565,0.6663101604278073,-0.6664381370263726,-409.16999999999825,-275.7650000000031,100861.7,100861.7,100861.7,0.9775328075006005,1.1520091028993753,1.3353933969118192,0.01068755588764898,0.03909073091857858,0.07182711270624838,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
AUDUSD_61_6.25.174_SELL_M15,562,354,208,1.220288220455879,1.37546072569416,0.12716053686096493,1.633107344632768,2.203846153846153,0.3494802782493918,-281.9499999999971,-196.5949999999917,101036.52,101036.52,101036.52,1.042034180254856,1.2681990621181565,1.5496483619601402,0.0069441599410053675,0.032344626981850956,0.05944528657462412,False,False,False,False,False,PASS,1.0,True
AUDUSD_6_5.9.126_SELL_M15,752,460,292,1.255269302212729,1.0504774897680764,-0.16314571867857786,2.790304347826087,0.46883561643835636,-0.8319768892581113,-471.6200000000026,-315.8750000000001,101420.44,101420.44,101420.44,1.0285126108525853,1.1801386205103883,1.3628391790120062,0.007433913491515951,0.035979704652036086,0.06659956859286169,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
EURGBP_10_5.21.111_SELL_M15,472,301,171,1.3393281812687525,0.9582834211787253,-0.28450439960806434,3.1523588039867114,-0.4073099415204675,-1.1292079889527018,-391.1499999999942,-266.61649999999867,100879.21,100879.21,100879.21,0.9689505482412298,1.2027061306114786,1.4647760207587663,0.0062936147125404575,0.031316532899290934,0.06227947091728873,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
EURGBP_49_2.36.141_BOTH_M15,1162,740,422,1.0462800771219338,1.2600371254309202,0.20430193882404876,0.36167567567567543,1.6265876777251187,3.4973654218972823,-613.9649999999965,-414.8625000000008,100954.06,100954.06,100954.06,0.9567992230218797,1.1072241574123263,1.2874773492109668,0.014009028656867316,0.048062187460341,0.07708591727890401,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURGBP_62_3.31.132_BUY_M15,633,384,249,1.2612440900691984,0.9846455092917575,-0.2193061461737079,1.2849739583333335,-0.08345381526104412,-1.064945919502748,-252.24000000000524,-176.45650000000026,100472.65,100472.65,100472.65,0.9731847545693837,1.1499809758112933,1.3727370674760055,0.010829741814432655,0.03900645262021605,0.0661736796625363,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
EURGBP_63_4.21.189_SELL_M15,850,534,316,1.1254568304916974,1.0974866616107184,-0.024852280534615644,1.0561985018726592,0.6956012658227848,-0.34141047862738766,-392.36000000000786,-272.93450000001036,100783.81999999999,100783.82,100783.82,0.9823861315055822,1.1178201204379241,1.2508821172237294,0.007224351759434263,0.029149589076005015,0.048091114697700096,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURGBP_70_2.27.108_SELL_M15,816,503,313,1.0507304268431865,1.0216697854351895,-0.02765756150729049,0.3888270377733596,0.14281150159744405,-0.6327120088786461,-418.8249999999971,-280.4015000000051,100240.28,100240.28,100240.28,0.9189944535175928,1.0436936635212102,1.181041206398889,0.0074419405229331275,0.029074393424201976,0.051239457386243685,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
EURGBP_7_3.16.177_SELL_M15,615,389,226,1.0127358755213107,0.9120503914758347,-0.09941929231414628,0.07002570694087402,-0.46274336283185835,-7.608192663054073,-349.95499999999447,-236.5804999999957,99922.66,99922.66,99922.66,0.8563949264038289,0.9729940571759902,1.1249658484782235,0.010176614091595678,0.042961431617029526,0.07230379715682383,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
EURGBP_8_6.1.186_SELL_M15,646,396,250,1.3016484307515117,1.0322496357762714,-0.20696740272617384,2.9629797979797985,0.32584000000000024,-0.890029624831677,-458.72499999999854,-315.00500000000335,101254.8,101254.8,101254.8,1.0171851293509262,1.194669642823212,1.4125805028461844,0.004393466901680208,0.021938653122099274,0.04366480324568996,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
EURGBP_9_5.2.127_SELL_M15,607,371,236,1.1955475297901652,1.060255872210997,-0.1131629267829392,1.9205929919137466,0.5901271186440679,-0.6927370238625913,-462.22499999999854,-309.54800000000546,100851.81,100851.81,100851.81,0.9860008893234564,1.1484196148784238,1.3301995022059667,0.00794189459580957,0.03945972786597207,0.07828921659365294,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
EURUSD_11_1.42.105_SELL_M15,533,330,203,1.093526232310322,1.235294117647059,0.12964287563291482,0.7361818181818184,1.7044334975369455,1.3152344372569025,-384.47000000000116,-255.26500000000462,100588.94,100588.94,100588.94,0.951479991798658,1.148250096793569,1.4171734000435008,0.0076658793214515785,0.035151385011810185,0.06285162121537471,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_12_3.47.124_BUY_M15,648,420,228,1.104469832504543,1.0668164457425298,-0.03409182003335375,1.0594285714285716,0.6521929824561401,-0.3843917371638377,-480.8199999999997,-324.1590000000012,100593.66,100593.66,100593.66,0.9331252620254071,1.0920309754047106,1.2660980426839405,0.015201218357872845,0.057852220423317204,0.0985253687990755,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_13_6.46.178_BUY_M15,524,314,210,1.0528605249481915,1.1919480645317568,0.13210443006248096,0.5247770700636942,1.8866666666666663,2.5951774082615198,-408.52999999999884,-277.5979999999916,100560.98,100560.98,100560.98,0.9472993842768435,1.1086578710683752,1.307824810614505,0.01945200040401648,0.07014562007822595,0.12139650386427833,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_14_5.6.167_BUY_M15,702,450,252,1.1086229881001393,1.2438135793707124,0.12194460400126725,0.985022222222222,2.0448412698412697,1.0759341502246347,-381.5899999999965,-263.8980000000076,100958.56,100958.56,100958.56,1.0116664659505727,1.1598319681044287,1.3154612684087974,0.010135919181073653,0.0381529978553793,0.0681972603658997,False,False,False,False,False,PASS,1.0,True
EURUSD_18_6.6.111_SELL_M15,1535,947,588,1.3032158625269938,1.2733643854015102,-0.022906011186512334,6.132375923970433,5.39982993197279,-0.11945549344655197,-1339.219999999994,-938.4530000000021,108982.45999999999,108982.46,108982.46000000002,1.1343252416724525,1.295613889568927,1.4607258272847308,0.008981150150742441,0.04490575075371221,0.08981150150742442,False,False,False,False,False,PASS,1.0,True
EURUSD_59_2.34.129_SELL_M15,964,607,357,1.0416511958064867,1.1125229562714052,0.06803790054697421,0.502668863261944,1.2700280112044815,1.5265698833282648,-707.8899999999994,-475.06199999999154,100758.52,100758.52,100758.52,0.9507537456798386,1.0660261070664536,1.212062549607923,0.005242076621824209,0.02447678296647052,0.04356289501317536,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_64_4.34.165_BUY_M15,855,551,304,0.9992175448793902,1.470294217880268,0.4714455579918173,-0.006352087114337568,2.7236842105263155,429.7857142857142,-412.169999999991,-286.359000000004,100824.5,100824.5,100824.5,0.9983448392751281,1.139987463102078,1.311220988197952,0.008075713354679664,0.024156300473208468,0.0421495565441614,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_71_5.30.159_SELL_M15,1001,631,370,1.0426355999963517,1.147633496866404,0.10070430826495819,0.4445007923930268,1.4070270270270269,2.16540949106551,-570.3399999999965,-389.0090000000013,100801.08,100801.08,100801.08,0.9696066359601042,1.072770493562345,1.2117293502405744,0.006656934949091869,0.024903905401836797,0.0442145183533347,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_72_5.42.127_SELL_M15,989,615,374,1.0213730653551742,1.2149961508852964,0.1895713643699732,0.21538211382113828,1.8668449197860968,7.667594939366217,-534.6900000000023,-364.7549999999952,100830.66,100830.66,100830.66,0.9733179068202124,1.0942258160870169,1.2282050282618227,0.005420565840898121,0.02250945922800243,0.04091213428211077,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
EURUSD_73_5.43.181_SELL_M15,941,585,356,1.116201998567283,1.122925215900043,0.0060232980601983375,1.0980512820512818,1.1275280898876403,0.026844654997617762,-468.2900000000009,-321.6509999999989,101043.76,101043.76,101043.76,0.9946601035914721,1.1184866841972463,1.2694456841674333,0.010104583455320256,0.031686103249731624,0.05290166227513743,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
GBPJPY_50_5.35.116_BUY_M15,539,328,211,1.0957018138799892,1.3943885974362082,0.27259860280648746,1.6820731707317071,5.864502369668248,2.4864728073138287,-652.4499999999971,-458.4284999999991,101789.13,101789.13,101789.13,1.0063843970681952,1.2276325041511882,1.4639193085350737,0.012391901725269978,0.04499675447965985,0.08150090818451017,False,False,False,False,False,PASS,1.0,True
GBPJPY_65_2.14.157_BUY_M15,680,435,245,1.1986856860013841,1.4192534236009569,0.18400798489164408,4.170919540229884,7.876163265306124,0.8883517625640942,-802.1400000000067,-566.378,103744.01,103744.01,103744.01000000001,1.1005168466662592,1.264790250803622,1.47861350353372,0.007477237592957699,0.03598788903777123,0.06855040341267325,False,False,False,False,False,PASS,1.0,True
GBPJPY_66_4.17.131_BOTH_M15,908,582,326,1.1385645252390015,1.2124927250401958,0.06493105850603911,2.8452749140893476,3.7742944785276067,0.32651311120690035,-971.3250000000044,-663.0765000000036,102886.37,102886.37,102886.37000000001,1.017426763237744,1.1568228277652697,1.3173220134343206,0.0037018489368334457,0.018468037617688594,0.036467284255555565,False,False,False,False,False,PASS,1.0,True
GBPJPY_67_4.19.99_BOTH_M15,929,593,336,1.1203348322740747,1.2548787299516726,0.12009257750604647,2.489173693086003,4.373005952380953,0.7568102878989659,-981.5599999999977,-685.3420000000021,102945.41,102945.41,102945.41,1.0263315761513059,1.1606137586663219,1.3193322138236712,0.0036402346034904486,0.01816065180984398,0.03585840841277476,False,False,False,False,False,PASS,1.0,True
GBPUSD_19_0.13205_BUY_M15,498,315,183,1.1828810804051522,0.9319044272663388,-0.21217403617010305,1.2999999999999998,-0.5295081967213113,-1.4073139974779318,-422.1299999999901,-287.10400000000305,100312.6,100312.6,100312.6,0.8760101006510755,1.0896620989839603,1.3471610911796401,0.016403506123640173,0.07570268393563385,0.13970654831989857,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
GBPUSD_20_1.32.126_BUY_M15,610,388,222,1.0988541219724375,0.8294649483840497,-0.24515462808187458,1.2944845360824742,-2.277027027027027,-2.7590221926621403,-787.5799999999945,-528.1780000000108,99996.76,99996.76,99996.76,0.8668136195707491,0.9995128195241099,1.1755806307124272,0.023651480144943036,0.0680322018259639,0.11056009987838514,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
GBPUSD_21_3.3.167_BUY_M15,774,504,270,1.1082453828823766,1.0639847884355453,-0.03993754012465746,1.9104365079365078,1.0344444444444438,-0.45852979664748794,-866.3399999999965,-589.3020000000005,101242.16,101242.16,101242.16,0.9503322639312523,1.0889365180281185,1.2399320623378984,0.00870199594274611,0.040937995175977536,0.07722159474073984,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
GBPUSD_22_6.11.100_SELL_M15,394,255,139,1.3203993542551606,1.1848319181109692,-0.10267154077840732,2.1948235294117646,1.1431654676258993,-0.47915381245603855,-298.72000000000844,-215.22500000000298,100718.58,100718.58,100718.58,0.9786800601991105,1.2725111518816612,1.6670697116938475,0.021082072719617453,0.09671889567231062,0.1727466843102463,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
GBPUSD_69_3.13.113_BUY_M15,758,478,280,1.1947211496163055,1.2232352534880508,0.02386674403554578,1.6668619246861927,1.7314285714285715,0.038735450001075734,-371.11999999999534,-262.6059999999969,101281.56,101281.56,101281.56,1.0430133335321252,1.2040964109816068,1.4061941896162666,0.006984702573604452,0.031132953217071834,0.0584992034523251,False,False,False,False,False,PASS,1.0,True
GBPUSD_74_6.52.179_SELL_M15,723,446,277,1.203787224238235,1.279504424778761,0.06289915610995155,3.17304932735426,3.7057039711191337,0.16786837795837542,-562.2099999999991,-388.8000000000029,102441.66,102441.66,102441.66,1.0758929271125104,1.240116478007688,1.426462051589871,0.009151085571456578,0.03897060625367575,0.07195280337188786,False,False,False,False,False,PASS,1.0,True
NZDUSD_23_2.12.147_SELL_M15,517,328,189,1.2474883702748132,1.142969117416523,-0.08378374929079718,1.930182926829268,0.9650793650793654,-0.5000062679734135,-329.20000000000437,-218.96999999999974,100815.5,100815.5,100815.5,1.0069712971444955,1.2290176316855437,1.4840347408314496,0.00733427969200327,0.03458510775583947,0.0653847808319353,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
NZDUSD_24_4.41.120_SELL_M15,639,385,254,0.9928739790604617,0.6858199530939926,-0.3092578035502841,-0.033766233766233694,-1.3712598425196851,-39.6103876438523,-574.3000000000029,-441.294999999994,99638.7,99638.7,99638.7,0.713799275798905,0.885680830291345,1.1010526856903529,0.019559807123969514,0.09126613781303469,0.16285580961269253,True,True,False,True,False,OOS_PF_DECAY_BAD|OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.35000000000000003,False
NZDUSD_25_5.7.105_SELL_M15,711,431,280,1.1697994122403896,0.9732935627081021,-0.16798251689658594,1.9974477958236656,-0.275,-1.1376756882332444,-562.6000000000058,-387.88999999999436,100783.9,100783.9,100783.90000000001,0.9484475852645528,1.0936051252948165,1.2842181362449905,0.009465274916449206,0.04045918600924781,0.07017122190175341,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
NZDUSD_26_2.6.180_SELL_M15,759,469,290,1.1423722312781666,0.9661388879511157,-0.15426963165050728,1.5829424307036246,-0.34586206896551747,-1.2184931443222355,-644.5999999999985,-429.73500000000803,100642.1,100642.1,100642.1,0.9360058566951095,1.0796192789456986,1.251021131935564,0.003288466554027237,0.016442332770136188,0.032884665540272376,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
NZDUSD_27_6.16.107_SELL_M15,576,376,200,1.1757933231095907,0.9225216804278961,-0.21540489957186829,1.9816489361702128,-0.7460000000000002,-1.3764541672258757,-520.3000000000029,-353.5750000000051,100595.9,100595.9,100595.9,0.9323605653432427,1.092422443825598,1.258614357519714,0.01004423011493913,0.04288398100619814,0.07854913388855195,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
NZDUSD_75_4.73.120_SELL_M15,560,349,211,1.1977268327756423,1.121319418561312,-0.063793689949537,2.048710601719198,0.9255924170616113,-0.5482073376860107,-371.09999999999854,-256.71500000000316,100910.3,100910.3,100910.3,0.9923645001246814,1.187614340122845,1.38522907377614,0.011358821420423064,0.04755386069554448,0.08485707767021937,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
NZDUSD_76_5.71.164_BUY_M15,546,343,203,1.0803837202074684,1.0617246132638998,-0.017270814613890607,0.6786588921282797,0.39704433497536945,-0.41495744094616477,-334.34999999999854,-232.24300000000298,100313.38,100313.38,100313.38,0.9244162499575659,1.072877383714039,1.2571220390399387,0.007574683723732238,0.03543711683617421,0.06584659272121621,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
US500.cash_28_3.8.114_BUY_M15,547,320,227,1.3885922106620014,0.9236308095134191,-0.33484373423563657,0.26378124999999997,-0.07709251101321589,-1.29225925274528,-33.19499999999243,-22.825500000001924,100066.91,100066.91,100066.91,0.9774080141746284,1.1427305975285231,1.3566416584283898,0.027041770573566087,0.07592347256857855,0.12254519950124688,True,True,False,True,False,OOS_PF_DECAY_BAD|OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.35000000000000003,False
US500.cash_29_3.32.156_BUY_M15,644,434,210,1.6298513625103221,2.5878442545109213,0.5877792994111338,0.07029953917050691,0.15923809523809523,1.2651371135146947,-11.875,-8.130000000004657,100063.95,100063.95,100063.95,1.3540873268589282,1.9767983803398401,3.128654236802742,0.006968902210565755,0.03484451105282877,0.06968902210565754,False,False,False,False,False,PASS,1.0,True
USDCAD_30_2.34.141_BUY_M15,635,412,223,1.2035649352205056,1.0906988141914506,-0.09377651153352741,1.856092233009709,0.6804932735426009,-0.6333731366144661,-418.0300000000061,-281.1125000000022,100916.45999999999,100916.46,100916.46,0.9906712681256732,1.1717150873306332,1.3728830234546403,0.008312100054048347,0.034170216051571264,0.06110299598025265,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
USDCAD_31_3.2.189_BUY_M15,1719,1121,598,1.0891770445933782,1.2635975655950906,0.16013973289974062,1.8838447814451382,4.3637959866220735,1.316430753532948,-1280.3799999999974,-860.9334999999892,104721.33999999998,104721.34,104721.34000000001,1.0379164676675907,1.1462409744412043,1.2618624546930926,0.002459404166261988,0.01227874500417211,0.024483342366813605,False,False,False,False,False,PASS,1.0,True
USDCAD_32_4.16.175_BUY_M15,765,490,275,1.1200906896803922,0.9252428940843451,-0.17395716024712704,1.4409387755102039,-0.7663636363636362,-1.5318502419315383,-757.6749999999956,-511.99950000000035,100495.31,100495.31,100495.31,0.9115547769555441,1.0623868049985559,1.244523374744069,0.006598990844947101,0.02757936572679721,0.05068616670092878,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
USDCAD_33_5.11.180_BUY_M15,424,242,182,1.232401364580243,1.2510591115640242,0.015139343009520315,2.589834710743802,2.152307692307692,-0.16894013221038798,-369.97000000000844,-249.26799999998772,101018.45999999999,101018.46,101018.46,1.0079158942943733,1.2394381802513506,1.5234621670013158,0.027891036540404476,0.12502061404257017,0.20492727744890094,False,False,False,False,False,PASS,1.0,True
USDCAD_34_1.8.187_BUY_M15,890,562,328,1.0256198397688951,1.0609022163437765,0.034401027755890094,0.2234519572953736,0.461859756097561,1.0669309040199824,-491.61999999999534,-331.27300000000986,100277.06999999999,100277.07,100277.07,0.9190782115447056,1.037492846999194,1.1607236372147796,0.0019840415748672417,0.00989151036306265,0.01973997445921497,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
USDCAD_51_6.27.122_BUY_M15,1168,752,416,1.0873349231992206,1.1485714103047702,0.05631796220190917,0.9057978723404256,1.117235576923077,0.23342702719794742,-536.7300000000032,-361.39749999999924,101145.93,101145.93,101145.93000000001,0.9952040111215064,1.1065602410002104,1.2400490792717778,0.0044485525846082235,0.020170471251715522,0.03654836713852301,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
USDCAD_77_3.51.113_SELL_M15,580,365,215,1.1086675746346133,1.1289289918880125,0.018275466620440182,0.8459726027397261,0.7436744186046511,-0.1209237554547003,-306.4100000000035,-210.25899999999893,100468.67,100468.67,100468.67,0.9677901706613625,1.1150649725311634,1.31118877635688,0.00850929165421333,0.03754021695177482,0.07063898802721567,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
USDCHF_35_3.1.133_SELL_M15,340,212,128,1.0968760437870644,1.0723215984776402,-0.02238579778317314,0.7250943396226415,0.5938281250000002,-0.18103329104865964,-274.58000000000175,-182.516999999992,100229.73,100229.73,100229.73,0.877586736196306,1.094102011689873,1.338066887400563,0.020216216216216217,0.07763557105492588,0.1307550130775937,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
USDCHF_36_4.5.112_SELL_M15,706,444,262,1.1277609908485007,0.9465852638030303,-0.1606508192034183,1.4627252252252254,-0.6919083969465649,-1.473026912378589,-646.6949999999997,-446.0864999999984,100468.17,100468.17,100468.17,0.9193824785324157,1.0484069640008626,1.2159917671462432,0.007312211650574434,0.03169258527653038,0.05684543073409417,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
USDCHF_52_3.17.186_BOTH_M15,562,369,193,1.102573823063076,1.7282518684139705,0.5674704335104651,1.1658807588075886,7.290518134715027,5.25322793916888,-421.7499999999927,-288.4325000000012,101837.28,101837.28,101837.28,1.0852430526325856,1.2838402704629268,1.5421638983032129,0.01584218093689372,0.07565721317754015,0.14417565030670995,False,False,False,False,False,PASS,1.0,True
USDCHF_53_6.47.153_BOTH_M15,537,332,205,1.1569382811657782,1.1760765903966288,0.016542204145553935,2.148584337349398,2.323609756097561,0.08146080919685154,-577.8249999999971,-402.74749999999705,101189.67,101189.67,101189.67,0.9873691009939297,1.170941172371061,1.3792881638141299,0.024026511031650682,0.06987817910822652,0.11047290012392982,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
USDCHF_55_6.23.134_BUY_M15,537,357,180,1.0772102321406716,1.3687299181570174,0.2706246908154848,0.8481792717086837,3.379000000000001,2.983827608982827,-442.90499999999884,-298.7205000000096,100911.02,100911.02,100911.02,0.9816913008454385,1.1646810273179002,1.385971190444735,0.009905465360953243,0.04077269109017198,0.07386907075905391,False,False,False,True,False,BOOTSTRAP_PF_BAD,0.8,True
USDJPY_37_0.18430_BUY_M15,1138,746,392,1.2396718169557297,1.3023640687649998,0.05057165207096814,6.517479892761393,8.510561224489795,0.30580552061879135,-1506.0199999999895,-1068.9400000000014,108198.18,108198.18,108198.18000000001,1.109975163819843,1.2673798816768613,1.4499619673801336,0.007019090570004409,0.03218436993426277,0.06234712639373409,False,False,False,False,False,PASS,1.0,True
USDJPY_38_1.35.168_BUY_M15,363,242,121,1.593190340482976,1.2388684256683957,-0.22239772976979477,6.536859504132232,3.1514049586776856,-0.5179022959441691,-330.9300000000003,-230.18599999999574,101963.24,101963.24,101963.24,1.1555938771878946,1.4626981860529344,1.784136084398895,0.015135551843762045,0.0728542978286008,0.140900038545548,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
