strategy_id,trade_count,is_trade_count,oos_trade_count,pf_is,pf_oos,oos_pf_decay,expectancy_is,expectancy_oos,oos_expectancy_decay,mc_max_dd_p50,mc_max_dd_p95,mc_terminal_p05,mc_terminal_p50,mc_terminal_p95,bootstrap_pf_p05,bootstrap_pf_p50,bootstrap_pf_p95,outlier_dependency_top_1,outlier_dependency_top_5,outlier_dependency_top_10,flag_oos_pf_decay_bad,flag_oos_expectancy_decay_bad,flag_mc_drawdown_bad,flag_bootstrap_pf_bad,flag_outlier_dependency_bad,pass_fail_flags,robustness_score,pass_flag
USDJPY_39_6.27.190_BUY_M15,1727,1114,613,1.409855792598914,1.2479717774533956,-0.11482310176355197,14.192522441651706,10.372707993474714,-0.2691427449828606,-2386.1749999999956,-1695.1790000000055,122168.93999999994,122168.93999999999,122168.94000000003,1.1982341586016947,1.3366833958489404,1.5205193650632165,0.0053842878763288825,0.02585379620482543,0.05057350369629343,False,False,False,False,False,PASS,1.0,True
USDJPY_40_2.4.138_BUY_M15,585,382,203,1.4458527526082947,1.150276386389794,-0.20443047584568053,5.920130890052356,2.2833497536945817,-0.6143075556773056,-455.9400000000023,-319.8090000000113,102725.01,102725.01,102725.01000000001,1.1510121153707915,1.3232355108920304,1.544685282544785,0.0068068158217343905,0.032714437213166275,0.06317463934995689,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
USDJPY_41_2.5.172_BUY_M15,748,504,244,1.3325100720649155,1.2491269673688825,-0.06257596579875667,4.650654761904763,3.7716393442622955,-0.18900895952174485,-612.6600000000035,-413.72700000000776,103264.20999999999,103264.20999999999,103264.21,1.123160167187591,1.305927548276998,1.5251281601941096,0.007169052424320521,0.033583605272344746,0.06501620925465985,False,False,False,False,False,PASS,1.0,True
USDJPY_57_4.8.181_BUY_M15,953,605,348,1.2873969567980224,1.0099350304222625,-0.21552165779998064,4.365735537190082,0.17994252873563155,-0.9587829983738666,-907.4700000000012,-596.7340000000129,102703.89,102703.89,102703.89,1.0223936636488564,1.1771920543771364,1.3463012162496493,0.005951478142743153,0.028766027226226513,0.05641319854306936,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
USOIL.cash_42_1.25.121_BUY_M15,837,531,306,1.2822879197626489,1.0380733837544196,-0.19045218491447172,0.8099058380414311,0.10627450980392152,-0.8687816474308647,-125.91000000000349,-87.35250000000087,100462.58,100462.58,100462.58,1.0534761803255144,1.2023249705797419,1.3717833234184482,0.01286177029786635,0.020607703682839238,0.03029012041405535,False,True,False,False,False,OOS_EXPECTANCY_DECAY_BAD,0.8,True
USOIL.cash_43_5.11.112_BUY_M15,547,346,201,1.2062112725851775,1.0320165000793278,-0.1444148106264268,0.640578034682081,0.10039800995024872,-0.8432696650298409,-113.91500000000087,-78.01249999998912,100241.81999999999,100241.81999999999,100241.82,0.9778005798702031,1.1370782438975375,1.3072307270444947,0.005007858485623594,0.02503929242811797,0.05007858485623594,False,True,False,True,False,OOS_EXPECTANCY_DECAY_BAD|BOOTSTRAP_PF_BAD,0.6000000000000001,True
USOIL.cash_44_6.17.127_BUY_M15,689,443,246,1.1655169698401449,1.2788014382740713,0.09719675591635862,0.47446952595936787,0.7091869918699187,0.49469450210939653,-92.96500000000378,-66.26599999999017,100384.65,100384.65000000001,100384.65000000001,1.0611692573745724,1.1986136840457826,1.3777262471595568,0.002784721308599745,0.013923606542998727,0.027847213085997455,False,False,False,False,False,PASS,1.0,True
USOIL.cash_54_4.18.190_BOTH_M15,689,443,246,1.1655169698401449,1.2788014382740713,0.09719675591635862,0.47446952595936787,0.7091869918699187,0.49469450210939653,-92.41000000000349,-64.2305000000044,100384.65,100384.65000000001,100384.65000000001,1.0599417068844816,1.2095307732740102,1.378233115445462,0.002784721308599745,0.013923606542998727,0.027847213085997455,False,False,False,False,False,PASS,1.0,True
XAUUSD_45_2.13.130_BUY_M15,1570,985,585,1.1186857690297858,1.48226537082128,0.3250060131781418,5.201969543147209,21.390769230769227,3.112051993643111,-1831.4200000000128,-1284.1590000000026,117637.53999999995,117637.54,117637.54000000004,1.15012823411955,1.2508584295998153,1.3697505062557385,0.0018004227881425674,0.007465184526046191,0.014008949092526975,False,False,False,False,False,PASS,1.0,True
XAUUSD_58_5.6.136_BUY_M15,1190,757,433,1.1544464423702652,1.309489450608333,0.13430073717386098,6.088507265521796,12.432055427251733,1.0418889039769064,-1610.800000000003,-1154.671000000007,109992.07999999991,109992.07999999996,109992.07999999999,1.1078973426900938,1.2064126639281725,1.33913514880224,0.0017746694075372077,0.008873347037686038,0.0177435487377061,False,False,False,False,False,PASS,1.0,True
